date,issue_hour,objective,elapsed_s,lp_simultaneous_cd,lp_emergency_charge,final_simultaneous_cd,final_emergency_charge,binaries,iterations,status,terminal_soc
2025-02-01,0,43757.21873730563,0.3323969000048237,0,30,0,0,144,1,0,1200.0
2025-02-01,6,14167.412087623377,0.20706530001189094,0,27,0,0,144,1,0,1200.0
2025-02-01,12,35005.73866163702,0.1686245000018971,0,40,0,0,144,1,0,1200.0
2025-02-01,18,43907.74860165602,0.30929019999166485,0,54,0,0,144,1,0,1200.0
2025-02-02,0,71951.91163828182,0.3377877000020817,0,28,0,0,144,1,0,1200.0
2025-02-02,6,14909.955774497208,0.49518489999172743,0,36,0,0,144,1,0,1200.0
2025-02-02,12,33481.92892146353,0.13142759999027476,0,42,0,0,144,1,0,1200.0
2025-02-02,18,46584.51022325769,0.8637288000027183,0,55,0,0,144,1,0,1200.0
2025-02-03,0,62098.6689890343,0.42188989999704063,0,32,0,0,144,1,0,1200.0
2025-02-03,6,9967.847874304402,0.4859444000030635,0,24,0,0,144,1,0,1200.0
2025-02-03,12,26871.74660715165,0.1249157000129344,0,43,0,0,144,1,0,1200.0
2025-02-03,18,43864.87708269215,0.46054880000883713,0,55,0,0,144,1,0,1200.0
2025-02-04,0,64328.21214400951,0.5401374000066426,0,31,0,0,144,1,0,1200.0
2025-02-04,6,10647.340118609694,0.5944936000014422,0,27,0,0,144,1,0,1200.0
2025-02-04,12,22842.478466188193,0.06328339999890886,0,44,0,0,144,1,0,1200.0
2025-02-04,18,45455.181376315995,0.17871580000792164,0,55,0,0,144,1,0,1200.0
2025-02-05,0,59690.05836019193,0.769897399994079,0,31,0,0,144,1,0,1200.0
2025-02-05,6,11500.981011663096,0.24099620000924915,0,42,0,0,144,1,0,1200.0
2025-02-05,12,28663.279255013367,0.15404959999432322,0,43,0,0,144,1,0,1200.0
2025-02-05,18,42746.67204252338,0.441632899994147,0,54,0,0,144,1,0,1200.0
2025-02-06,0,64080.58206084479,0.6764384999987669,0,32,0,0,144,1,0,1200.0
2025-02-06,6,7826.049287576436,0.07353039999725297,0,24,0,0,144,1,0,1200.0
2025-02-06,12,17402.729380529338,0.18447670000023209,0,46,0,0,144,1,0,1200.0
2025-02-06,18,16721.28922019555,0.2972552999999607,0,57,0,0,144,1,0,1200.0
2025-02-07,0,32250.69584285706,0.6250117999879876,0,41,0,0,144,1,0,1200.0
2025-02-07,6,7596.675909953882,0.06515270000090823,0,21,0,0,144,1,0,1200.0
2025-02-07,12,10782.428446108002,0.3659691999928327,0,36,0,0,144,1,0,1200.0
2025-02-07,18,16819.120144168777,0.38348109999787994,0,59,0,0,144,1,0,1200.0
2025-02-08,0,37638.72833438005,0.4624699999985751,0,37,0,0,144,1,0,1200.0
2025-02-08,6,16582.83151494894,0.1612944999942556,0,52,0,0,144,1,0,1200.0
2025-02-08,12,31428.287436805298,0.20210280000173952,0,44,0,0,144,1,0,1200.0
2025-02-08,18,49969.51301790363,0.22287719999440014,0,54,0,0,144,1,0,1200.0
2025-02-09,0,71076.5251827314,0.28620309999678284,0,28,0,0,144,1,0,1200.0
2025-02-09,6,15767.50329295195,0.5968332999909762,0,42,0,0,144,1,0,1200.0
2025-02-09,12,30974.146901478325,0.20800100000633392,0,47,0,0,144,1,0,1200.0
2025-02-09,18,43854.01607277169,0.47551460000977386,0,54,0,0,144,1,0,1200.0
2025-02-10,0,55424.30045729818,0.6733640000020387,0,30,0,0,144,1,0,1200.0
2025-02-10,6,8677.686358434561,0.16266060000634752,0,24,0,0,144,1,0,1200.0
2025-02-10,12,23810.47790173983,0.23049519999767654,0,83,0,0,144,1,0,1200.0
2025-02-10,18,31663.802777127414,0.31258910000906326,0,53,0,0,144,1,0,1200.0
2025-02-11,0,55860.73671278931,0.22489060000225436,0,30,0,0,144,1,0,1200.0
2025-02-11,6,9988.86440447909,0.1255416000058176,0,25,0,0,144,1,0,1200.0
2025-02-11,12,18350.873502995488,0.18774480000138283,0,43,0,0,144,1,0,1200.0
2025-02-11,18,40128.55830013321,0.32922810000309255,0,52,0,0,144,1,0,1200.0
2025-02-12,0,55964.07598266843,0.5054353000014089,0,31,0,0,144,1,0,1200.0
2025-02-12,6,9554.028284119462,0.21373090000997763,0,25,0,0,144,1,0,1200.0
2025-02-12,12,20414.804706970703,0.13328040001215413,0,43,0,0,144,1,0,1200.0
2025-02-12,18,38649.427056479704,0.2729511000070488,0,54,0,0,144,1,0,1200.0
2025-02-13,0,51153.703441239515,0.47973830001137685,0,28,0,0,144,1,0,1200.0
2025-02-13,6,8817.083998449358,0.09259020000172313,0,43,0,0,144,1,0,1200.0
2025-02-13,12,14852.609780071494,0.08425839999108575,0,41,0,0,144,1,0,1200.0
2025-02-13,18,15912.54526723203,0.10499649999837857,0,57,0,0,144,1,0,1200.0
2025-02-14,0,25225.323910226653,0.18841750000137836,0,36,0,0,144,1,0,1200.0
2025-02-14,6,10589.668063634514,0.06803249999938998,0,38,0,0,144,1,0,1200.0
2025-02-14,12,12179.023863838876,0.49992839999322314,0,36,0,0,144,1,0,1200.0
2025-02-14,18,11557.338447608434,0.16409189999103546,0,35,0,0,144,1,0,1200.0
2025-02-15,0,32986.8217818015,1.3005131999962032,0,43,0,0,144,1,0,1200.0
2025-02-15,6,10525.982591204367,0.1075563000049442,0,21,0,0,144,1,0,1200.0
2025-02-15,12,24903.13643624203,0.21894790000806097,0,38,0,0,144,1,0,1200.0
2025-02-15,18,34636.06418534301,0.41292000000248663,0,52,0,0,144,1,0,1200.0
2025-02-16,0,62688.24902486416,0.44447519999812357,0,28,0,0,144,1,0,1200.0
2025-02-16,6,10497.452944662195,0.1248358000011649,0,26,0,0,144,1,0,1200.0
2025-02-16,12,22385.15482350282,0.24988000000303145,0,42,0,0,144,1,0,1200.0
2025-02-16,18,32041.37972269878,0.7363809000089532,0,58,0,0,144,1,0,1200.0
2025-02-17,0,53765.29341423408,0.608469699989655,0,27,0,0,144,1,0,1200.0
2025-02-17,6,10156.683970808106,0.2581568000023253,0,60,0,0,144,1,0,1200.0
2025-02-17,12,18513.34823326503,0.7197146999969846,0,57,0,0,144,1,0,1200.0
2025-02-17,18,27726.81448833899,0.4847555000014836,0,60,0,0,144,1,0,1200.0
2025-02-18,0,48461.06867656302,0.26514799999131355,0,35,0,0,144,1,0,1200.0
2025-02-18,6,14121.044915779466,0.5478985999943689,0,105,0,0,144,1,0,1200.0
2025-02-18,12,26079.107639430367,0.3478054000006523,0,75,0,0,144,1,0,1200.0
2025-02-18,18,30581.819566437825,0.5811966999899596,0,57,0,0,144,1,0,1200.0
2025-02-19,0,49833.069298071765,0.16822549999051262,0,35,0,0,144,1,0,1200.0
2025-02-19,6,12111.531769449966,0.2846434999955818,0,57,0,0,144,1,0,1200.0
2025-02-19,12,21123.13448532575,0.4339670999906957,0,49,0,0,144,1,0,1200.0
2025-02-19,18,27974.74562654789,0.37843110000540037,0,59,0,0,144,1,0,1200.0
2025-02-20,0,51646.53633752281,0.30515030000242405,0,30,0,0,144,1,0,1200.0
2025-02-20,6,12472.239980367054,0.10744349999004044,0,57,0,0,144,1,0,1200.0
2025-02-20,12,12152.201421345824,0.777316100007738,0,45,0,0,144,1,0,1200.0
2025-02-20,18,12804.162764661914,0.14804509999521542,0,37,0,0,144,1,0,1200.0
2025-02-21,0,24497.105204740496,0.24458680000680033,0,36,0,0,144,1,0,1200.0
2025-02-21,6,9412.2311522408,0.0625203999952646,0,71,0,0,144,1,0,1200.0
2025-02-21,12,15035.028906042202,0.1435844000079669,0,49,0,0,144,1,0,1200.0
2025-02-21,18,13634.050858365143,0.18112439999822527,0,56,0,0,144,1,0,1200.0
2025-02-22,0,28822.82433894751,0.3916250000038417,0,31,0,0,144,1,0,1200.0
2025-02-22,6,12687.96961322435,0.07645910000428557,0,36,0,0,144,1,0,1200.0
2025-02-22,12,21730.869241413387,0.1720181999990018,0,49,0,0,144,1,0,1200.0
2025-02-22,18,36485.82429222056,0.21376139999483712,0,53,0,0,144,1,0,1200.0
2025-02-23,0,54651.67101145791,0.19814940000651404,0,30,0,0,144,1,0,1200.0
2025-02-23,6,14530.83853543189,0.31921329999750014,0,43,0,0,144,1,0,1200.0
2025-02-23,12,23291.75467689904,0.6679200000071432,0,43,0,0,144,1,0,1200.0
2025-02-23,18,32853.21535666652,0.3930514000094263,0,57,0,0,144,1,0,1200.0
2025-02-24,0,49772.10790817044,0.4959052999911364,0,37,0,0,144,1,0,1200.0
2025-02-24,6,12580.339009335787,0.12072669999906793,0,77,0,0,144,1,0,1200.0
2025-02-24,12,18522.94524901542,0.13596519999555312,0,42,0,0,144,1,0,1200.0
2025-02-24,18,28729.069052253395,0.26216119999298826,0,59,0,0,144,1,0,1200.0
2025-02-25,0,51105.2309469185,0.1714203000010457,0,29,0,0,144,1,0,1200.0
2025-02-25,6,11101.747887159994,0.18001579999690875,0,56,0,0,144,1,0,1200.0
2025-02-25,12,18864.386204676295,0.08708080000360496,0,49,0,0,144,1,0,1200.0
2025-02-25,18,29136.67730312682,0.20660609999322332,0,57,0,0,144,1,0,1200.0
2025-02-26,0,46339.96972926528,0.18424200000299606,0,39,0,0,144,1,0,1200.0
2025-02-26,6,13071.496792383054,0.20865069999126717,0,79,0,0,144,1,0,1200.0
2025-02-26,12,28835.02007880387,0.17928860000392888,0,46,0,0,144,1,0,1200.0
2025-02-26,18,36067.092292213696,0.2697906000103103,0,53,0,0,144,1,0,1200.0
2025-02-27,0,47826.87361598423,0.1796455000003334,0,36,0,0,144,1,0,1200.0
2025-02-27,6,9512.145789976714,0.18811139999888837,0,52,0,0,144,1,0,1200.0
2025-02-27,12,11753.886628449764,0.7022260000085225,0,48,0,0,144,1,0,1200.0
2025-02-27,18,13137.41699145294,0.26610530000471044,0,37,0,0,144,1,0,1200.0
2025-02-28,0,22728.956465116327,0.3666281999903731,0,18,0,0,144,1,0,1200.0
2025-02-28,6,8909.84499513302,0.08465210000576917,0,30,0,0,144,1,0,1200.0
2025-02-28,12,10803.111905153344,0.12482230000023264,0,37,0,0,144,1,0,1200.0
2025-02-28,18,15074.446731140966,0.11421149999659974,0,55,0,0,144,1,0,1200.0
