date,cost_plan,cost_adjust_up,cost_adjust_down,cost_emergency,cost_total,energy_g0,energy_final_commitment,energy_up,energy_down,adjustment_churn,energy_emergency,energy_waste,charge_energy,discharge_energy,soc_0000,soc_0600,soc_1200,soc_1800,soc_2400,terminal_proxy_soc_0000,terminal_proxy_soc_0600,terminal_proxy_soc_1200,terminal_proxy_soc_1800
2025-02-01,39428.679374543965,0.0,-253.29500701818412,0.0,39175.38436752578,65671.5475334008,64649.267553986065,0.0,1022.279979414716,0.0,0.0,30305.417755672675,9941.52560515824,9975.851740178176,6000.0,10232.24074074074,10800.0,10800.0,3863.093333333336,1200.0,1200.0,,
2025-02-02,67725.01902421581,2.9294540127011718e-12,-326.2207584558256,2.885553002208969,67401.6838187622,102559.23106761785,101452.03400286316,2.4442670110147446e-12,1107.1970647546934,0.0,1.3245595603438005,21289.710161109193,16520.22773883503,14712.857287520717,3863.093333333336,10799.999999999969,9659.410840406179,10800.0,2383.679089928512,1200.0,1200.0,,
2025-02-03,60919.754628498646,0.0,-1215.411891279392,1064.6438823502974,60768.98661956955,95528.96313662658,91844.12302580537,0.0,3684.8401108212156,0.0,253.5424591445905,8624.638799775912,21132.28965274893,17876.17946757487,2383.679089928512,10794.732357355679,6480.083792729854,10799.999999999998,1540.3181467638008,1200.0,1200.0,,
2025-02-04,62894.93194144723,0.0,-619.7995727261222,450.82970652272957,62725.962075243835,98376.43630208565,95893.90486557636,0.0,2482.5314365092936,0.0,171.08078441673567,10573.142872661416,22110.859836743544,17813.88100941186,1540.3181467638008,10799.99999999986,5947.358164758967,10800.0,1646.8908782642598,1200.0,1200.0,,
2025-02-05,58215.60306221001,0.0,0.0,1091.642832681642,59307.24589489165,92025.99236448464,92025.99236448464,0.0,0.0,0.0,238.57425609808223,7444.303430413335,22652.055143132504,18580.218936296442,1646.8908782642598,10781.234174903891,6745.553615255111,10800.0,1389.0528000874683,1200.0,1200.0,,
2025-02-06,62748.30900513772,0.0,-1073.683718862608,468.37948728366405,62143.00477355878,98292.99608571603,94337.04915600324,0.0,3955.9469297128016,0.0,124.55852847395977,9771.18390155293,22318.350036616936,17898.983470359326,1389.0528000874683,10800.0,5031.348926981806,10800.0,1587.8084215323474,1200.0,1200.0,,
2025-02-07,31415.211037407986,0.0,-728.7078626141074,0.0,30686.503174793877,56971.552430218435,53976.766241317615,0.0,2994.786188900817,0.0,0.0,18059.13644739799,17363.52525179533,13251.575124542369,1587.8084215323474,10250.770370370368,7513.243068620453,10546.280602360332,2491.008787545515,1200.0,1200.0,,
2025-02-08,33595.86104034135,387.1393312377677,-5.649490666666649,0.0,33977.35088091245,58777.94147877983,59289.272827898756,525.5046824522623,14.17333333333329,0.0,0.0,23898.5176010499,15059.140590197856,11245.54808001567,2491.008787545515,10238.80555555452,10800.0,10800.0,3549.18189648395,1200.0,1200.0,,
2025-02-09,66511.79052101239,0.0,-315.5815736754978,118.4130599566723,66314.62200729355,100968.58885970767,100169.12021989768,0.0,799.4686398099954,0.0,28.818948393796177,18490.06358959889,17087.916382499294,14935.456770473373,3549.18189648395,10800.0,9785.903335873034,10800.0,2333.354673540681,1200.0,1200.0,,
2025-02-10,54432.575388718746,0.0,-1801.906488675555,5171.903296309918,57802.57219635311,86329.79755444583,79849.4733393349,0.0,6480.324215110933,0.0,1191.8303183323062,3577.203276217445,20514.63120965175,17377.16841153532,2333.354673540681,9882.935753399308,3727.557655174981,10800.0,1488.557860521344,1200.0,1200.0,,
2025-02-11,54793.77188900273,0.0,-631.533046059138,1822.1847965243583,55984.423639467954,86943.13858119497,84550.35274417952,0.0,2392.785837015457,0.0,401.36991743371004,5562.770225304976,22735.50455102138,18567.149248046466,1488.557860521344,9926.986811864099,4975.4576545693435,10800.0,1320.3461252778486,1200.0,1200.0,,
2025-02-12,54824.65657975852,0.0,-955.6904634200297,1080.169160448494,54949.13527678698,87326.32430487123,84488.60307957733,0.0,2837.7212252938907,0.0,271.657748113372,4924.759366824698,23446.27613593218,18877.510808399504,1320.3461252778486,10025.897559453902,6597.870907764482,10800.0,1446.9826382840297,1200.0,1200.0,,
