date,E_initial_kwh,training_cutoff,scenario_count,sampled_residual_dates,dynamic_v_yuan_per_kwh,finite_diff_E_low_kwh,finite_diff_E_high_kwh,finite_diff_J_low_yuan,finite_diff_J_high_yuan,finite_diff_low_mip_gap,finite_diff_high_mip_gap,finite_diff_low_solver_time_s,finite_diff_high_solver_time_s,mode,horizon_hours,plan_terminal_E_kwh,plan_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,surplus_kwh,charge_exec_kwh,discharge_exec_kwh,E_real_end_kwh,E_real_min_kwh,E_real_max_kwh,solver_elapsed_s,solver_mip_gap,max_real_balance_residual_kwh,max_real_state_residual_kwh,max_plan_state_residual_kwh,max_scenario_balance_residual_kwh,simultaneous_plan_periods,emergency_charge_exec_periods,emergency_charge_scenario_periods,emergency_surplus_scenario_periods,max_charge_exec_kwh,max_discharge_exec_kwh
2025-03-20,8110.222217026236,2025-03-19,3,"[""2025-03-07"", ""2025-03-11"", ""2025-01-20""]",0.39540224151076475,8110.222217026236,8210.222217026236,14821.447974566541,14781.907750415465,0.0,0.0,0.056826299987733364,0.019148999999742955,24h_dynamic_v,24,1200.0,39019.73217541297,2528.473727959393,41548.20590337236,745.4261823721172,3814.221974374659,12535.409646682852,16130.765365062964,1469.0182711930634,1469.0182711930634,10800.0,0.027005999989341944,0.0,2.2737367544323206e-13,9.094947017729282e-13,9.094947017729282e-13,2.2737367544323206e-13,0,0,0,0,833.3333333333333,819.0605029287502
2025-03-20,8110.222217026236,2025-03-19,3,"[""2025-03-07"", ""2025-03-11"", ""2025-01-20""]",0.39540224151076475,8110.222217026236,8210.222217026236,14821.447974566541,14781.907750415465,0.0,0.0,0.056826299987733364,0.019148999999742955,48h_cyclic,48,8110.222217026236,41016.872603459786,2448.6860484465233,43465.55865190631,707.7638366025305,3814.221974374659,17312.216094981733,16130.765365062964,5768.144074662055,1469.0182711930634,10800.0,0.1624147999973502,0.0,2.2737367544323206e-13,9.094947017729282e-13,9.094947017729282e-13,2.2737367544323206e-13,0,0,0,0,833.3333333333333,819.0605029287502
