day,issue_hour,scenario,historical_day
161,12,9,147
161,18,0,160
161,18,1,159
161,18,2,156
161,18,3,155
161,18,4,154
161,18,5,153
161,18,6,152
161,18,7,149
161,18,8,148
161,18,9,147
162,0,0,161
162,0,1,160
162,0,2,159
162,0,3,156
162,0,4,155
162,0,5,154
162,0,6,153
162,0,7,152
162,0,8,149
162,0,9,148
162,6,0,161
162,6,1,160
162,6,2,159
162,6,3,156
162,6,4,155
162,6,5,154
162,6,6,153
162,6,7,152
162,6,8,149
162,6,9,148
162,12,0,161
162,12,1,160
162,12,2,159
162,12,3,156
162,12,4,155
162,12,5,154
162,12,6,153
162,12,7,152
162,12,8,149
162,12,9,148
162,18,0,161
162,18,1,160
162,18,2,159
162,18,3,156
162,18,4,155
162,18,5,154
162,18,6,153
162,18,7,152
162,18,8,149
162,18,9,148
163,0,0,162
163,0,1,161
163,0,2,160
163,0,3,159
163,0,4,156
163,0,5,155
163,0,6,154
163,0,7,153
163,0,8,152
163,0,9,149
163,6,0,162
163,6,1,161
163,6,2,160
163,6,3,159
163,6,4,156
163,6,5,155
163,6,6,154
163,6,7,153
163,6,8,152
163,6,9,149
163,12,0,162
163,12,1,161
163,12,2,160
163,12,3,159
163,12,4,156
163,12,5,155
163,12,6,154
163,12,7,153
163,12,8,152
163,12,9,149
163,18,0,162
163,18,1,161
163,18,2,160
163,18,3,159
163,18,4,156
163,18,5,155
163,18,6,154
163,18,7,153
163,18,8,152
163,18,9,149
164,0,0,158
164,0,1,157
164,0,2,151
164,0,3,150
164,0,4,144
164,0,5,143
164,0,6,137
164,0,7,136
164,0,8,130
164,0,9,129
164,6,0,158
164,6,1,157
164,6,2,151
164,6,3,150
164,6,4,144
164,6,5,143
164,6,6,137
164,6,7,136
164,6,8,130
164,6,9,129
164,12,0,158
164,12,1,157
164,12,2,151
164,12,3,150
164,12,4,144
164,12,5,143
164,12,6,137
164,12,7,136
164,12,8,130
164,12,9,129
164,18,0,158
164,18,1,157
164,18,2,151
164,18,3,150
164,18,4,144
164,18,5,143
164,18,6,137
164,18,7,136
164,18,8,130
164,18,9,129
165,0,0,164
165,0,1,158
165,0,2,157
165,0,3,151
165,0,4,150
165,0,5,144
165,0,6,143
165,0,7,137
165,0,8,136
165,0,9,130
165,6,0,164
165,6,1,158
165,6,2,157
165,6,3,151
165,6,4,150
165,6,5,144
165,6,6,143
165,6,7,137
165,6,8,136
165,6,9,130
165,12,0,164
165,12,1,158
165,12,2,157
165,12,3,151
165,12,4,150
165,12,5,144
165,12,6,143
165,12,7,137
165,12,8,136
165,12,9,130
165,18,0,164
165,18,1,158
165,18,2,157
165,18,3,151
165,18,4,150
165,18,5,144
165,18,6,143
165,18,7,137
165,18,8,136
165,18,9,130
166,0,0,163
166,0,1,162
166,0,2,161
166,0,3,160
166,0,4,159
166,0,5,156
166,0,6,155
166,0,7,154
166,0,8,153
166,0,9,152
166,6,0,163
166,6,1,162
166,6,2,161
166,6,3,160
166,6,4,159
166,6,5,156
166,6,6,155
166,6,7,154
166,6,8,153
166,6,9,152
166,12,0,163
166,12,1,162
166,12,2,161
166,12,3,160
166,12,4,159
166,12,5,156
166,12,6,155
166,12,7,154
166,12,8,153
166,12,9,152
166,18,0,163
166,18,1,162
166,18,2,161
166,18,3,160
166,18,4,159
166,18,5,156
166,18,6,155
166,18,7,154
166,18,8,153
166,18,9,152
167,0,0,166
167,0,1,163
167,0,2,162
167,0,3,161
167,0,4,160
167,0,5,159
167,0,6,156
167,0,7,155
167,0,8,154
167,0,9,153
167,6,0,166
167,6,1,163
167,6,2,162
167,6,3,161
167,6,4,160
167,6,5,159
167,6,6,156
167,6,7,155
167,6,8,154
167,6,9,153
167,12,0,166
167,12,1,163
167,12,2,162
167,12,3,161
167,12,4,160
167,12,5,159
167,12,6,156
167,12,7,155
167,12,8,154
167,12,9,153
167,18,0,166
167,18,1,163
167,18,2,162
167,18,3,161
167,18,4,160
167,18,5,159
167,18,6,156
167,18,7,155
167,18,8,154
167,18,9,153
168,0,0,167
168,0,1,166
168,0,2,163
168,0,3,162
168,0,4,161
168,0,5,160
168,0,6,159
168,0,7,156
168,0,8,155
168,0,9,154
168,6,0,167
168,6,1,166
168,6,2,163
168,6,3,162
168,6,4,161
168,6,5,160
168,6,6,159
168,6,7,156
168,6,8,155
168,6,9,154
168,12,0,167
168,12,1,166
168,12,2,163
168,12,3,162
168,12,4,161
168,12,5,160
168,12,6,159
168,12,7,156
168,12,8,155
168,12,9,154
168,18,0,167
168,18,1,166
168,18,2,163
168,18,3,162
168,18,4,161
168,18,5,160
168,18,6,159
168,18,7,156
168,18,8,155
168,18,9,154
169,0,0,168
169,0,1,167
169,0,2,166
169,0,3,163
169,0,4,162
169,0,5,161
169,0,6,160
169,0,7,159
169,0,8,156
169,0,9,155
169,6,0,168
169,6,1,167
169,6,2,166
169,6,3,163
169,6,4,162
169,6,5,161
169,6,6,160
169,6,7,159
169,6,8,156
169,6,9,155
169,12,0,168
169,12,1,167
169,12,2,166
169,12,3,163
169,12,4,162
169,12,5,161
169,12,6,160
169,12,7,159
169,12,8,156
169,12,9,155
169,18,0,168
169,18,1,167
169,18,2,166
169,18,3,163
169,18,4,162
169,18,5,161
169,18,6,160
169,18,7,159
169,18,8,156
169,18,9,155
170,0,0,169
170,0,1,168
170,0,2,167
170,0,3,166
170,0,4,163
170,0,5,162
170,0,6,161
170,0,7,160
170,0,8,159
170,0,9,156
170,6,0,169
170,6,1,168
170,6,2,167
170,6,3,166
170,6,4,163
170,6,5,162
170,6,6,161
170,6,7,160
170,6,8,159
170,6,9,156
170,12,0,169
170,12,1,168
170,12,2,167
170,12,3,166
170,12,4,163
170,12,5,162
170,12,6,161
170,12,7,160
170,12,8,159
170,12,9,156
170,18,0,169
170,18,1,168
170,18,2,167
170,18,3,166
170,18,4,163
170,18,5,162
170,18,6,161
170,18,7,160
170,18,8,159
170,18,9,156
171,0,0,165
171,0,1,164
171,0,2,158
171,0,3,157
171,0,4,151
171,0,5,150
171,0,6,144
171,0,7,143
171,0,8,137
171,0,9,136
171,6,0,165
171,6,1,164
171,6,2,158
171,6,3,157
171,6,4,151
171,6,5,150
171,6,6,144
171,6,7,143
171,6,8,137
171,6,9,136
171,12,0,165
171,12,1,164
171,12,2,158
171,12,3,157
171,12,4,151
171,12,5,150
171,12,6,144
171,12,7,143
171,12,8,137
171,12,9,136
171,18,0,165
171,18,1,164
171,18,2,158
171,18,3,157
171,18,4,151
171,18,5,150
171,18,6,144
171,18,7,143
171,18,8,137
171,18,9,136
172,0,0,171
172,0,1,165
172,0,2,164
172,0,3,158
172,0,4,157
172,0,5,151
172,0,6,150
172,0,7,144
172,0,8,143
172,0,9,137
172,6,0,171
172,6,1,165
172,6,2,164
172,6,3,158
172,6,4,157
172,6,5,151
172,6,6,150
172,6,7,144
172,6,8,143
172,6,9,137
172,12,0,171
172,12,1,165
172,12,2,164
172,12,3,158
172,12,4,157
172,12,5,151
172,12,6,150
172,12,7,144
172,12,8,143
172,12,9,137
172,18,0,171
172,18,1,165
172,18,2,164
172,18,3,158
172,18,4,157
172,18,5,151
172,18,6,150
172,18,7,144
172,18,8,143
172,18,9,137
173,0,0,170
173,0,1,169
173,0,2,168
173,0,3,167
173,0,4,166
173,0,5,163
173,0,6,162
173,0,7,161
173,0,8,160
173,0,9,159
173,6,0,170
173,6,1,169
173,6,2,168
173,6,3,167
173,6,4,166
173,6,5,163
173,6,6,162
173,6,7,161
173,6,8,160
173,6,9,159
173,12,0,170
173,12,1,169
173,12,2,168
173,12,3,167
173,12,4,166
173,12,5,163
173,12,6,162
173,12,7,161
173,12,8,160
173,12,9,159
173,18,0,170
173,18,1,169
173,18,2,168
173,18,3,167
173,18,4,166
173,18,5,163
173,18,6,162
173,18,7,161
173,18,8,160
173,18,9,159
174,0,0,173
174,0,1,170
174,0,2,169
174,0,3,168
174,0,4,167
174,0,5,166
174,0,6,163
174,0,7,162
174,0,8,161
174,0,9,160
174,6,0,173
174,6,1,170
174,6,2,169
174,6,3,168
174,6,4,167
174,6,5,166
174,6,6,163
174,6,7,162
174,6,8,161
174,6,9,160
174,12,0,173
174,12,1,170
174,12,2,169
174,12,3,168
174,12,4,167
174,12,5,166
174,12,6,163
174,12,7,162
174,12,8,161
174,12,9,160
174,18,0,173
174,18,1,170
174,18,2,169
174,18,3,168
174,18,4,167
174,18,5,166
174,18,6,163
174,18,7,162
174,18,8,161
174,18,9,160
175,0,0,174
175,0,1,173
175,0,2,170
175,0,3,169
175,0,4,168
175,0,5,167
175,0,6,166
175,0,7,163
175,0,8,162
175,0,9,161
175,6,0,174
175,6,1,173
175,6,2,170
175,6,3,169
175,6,4,168
175,6,5,167
175,6,6,166
175,6,7,163
175,6,8,162
175,6,9,161
175,12,0,174
175,12,1,173
175,12,2,170
175,12,3,169
175,12,4,168
175,12,5,167
175,12,6,166
175,12,7,163
175,12,8,162
175,12,9,161
175,18,0,174
175,18,1,173
175,18,2,170
175,18,3,169
175,18,4,168
175,18,5,167
175,18,6,166
175,18,7,163
175,18,8,162
175,18,9,161
176,0,0,175
176,0,1,174
176,0,2,173
176,0,3,170
176,0,4,169
176,0,5,168
176,0,6,167
176,0,7,166
176,0,8,163
176,0,9,162
176,6,0,175
176,6,1,174
176,6,2,173
176,6,3,170
176,6,4,169
176,6,5,168
176,6,6,167
176,6,7,166
176,6,8,163
176,6,9,162
176,12,0,175
176,12,1,174
176,12,2,173
176,12,3,170
176,12,4,169
176,12,5,168
176,12,6,167
176,12,7,166
176,12,8,163
176,12,9,162
176,18,0,175
176,18,1,174
176,18,2,173
176,18,3,170
176,18,4,169
176,18,5,168
176,18,6,167
176,18,7,166
176,18,8,163
176,18,9,162
177,0,0,176
177,0,1,175
177,0,2,174
177,0,3,173
177,0,4,170
177,0,5,169
177,0,6,168
177,0,7,167
177,0,8,166
177,0,9,163
177,6,0,176
177,6,1,175
177,6,2,174
177,6,3,173
177,6,4,170
177,6,5,169
177,6,6,168
177,6,7,167
177,6,8,166
177,6,9,163
177,12,0,176
177,12,1,175
177,12,2,174
177,12,3,173
177,12,4,170
177,12,5,169
177,12,6,168
177,12,7,167
177,12,8,166
177,12,9,163
177,18,0,176
177,18,1,175
177,18,2,174
177,18,3,173
177,18,4,170
177,18,5,169
177,18,6,168
177,18,7,167
177,18,8,166
177,18,9,163
178,0,0,172
178,0,1,171
178,0,2,165
178,0,3,164
178,0,4,158
178,0,5,157
178,0,6,151
178,0,7,150
178,0,8,144
178,0,9,143
178,6,0,172
178,6,1,171
178,6,2,165
178,6,3,164
178,6,4,158
178,6,5,157
178,6,6,151
178,6,7,150
178,6,8,144
178,6,9,143
178,12,0,172
178,12,1,171
178,12,2,165
178,12,3,164
178,12,4,158
178,12,5,157
178,12,6,151
178,12,7,150
178,12,8,144
178,12,9,143
178,18,0,172
178,18,1,171
178,18,2,165
178,18,3,164
178,18,4,158
178,18,5,157
178,18,6,151
178,18,7,150
178,18,8,144
178,18,9,143
179,0,0,178
179,0,1,172
179,0,2,171
179,0,3,165
179,0,4,164
179,0,5,158
179,0,6,157
179,0,7,151
179,0,8,150
179,0,9,144
179,6,0,178
179,6,1,172
179,6,2,171
179,6,3,165
179,6,4,164
179,6,5,158
179,6,6,157
179,6,7,151
179,6,8,150
179,6,9,144
179,12,0,178
179,12,1,172
179,12,2,171
179,12,3,165
179,12,4,164
179,12,5,158
179,12,6,157
179,12,7,151
179,12,8,150
179,12,9,144
179,18,0,178
179,18,1,172
179,18,2,171
179,18,3,165
179,18,4,164
179,18,5,158
179,18,6,157
179,18,7,151
179,18,8,150
179,18,9,144
180,0,0,177
180,0,1,176
180,0,2,175
180,0,3,174
180,0,4,173
180,0,5,170
180,0,6,169
180,0,7,168
180,0,8,167
180,0,9,166
180,6,0,177
180,6,1,176
180,6,2,175
180,6,3,174
180,6,4,173
180,6,5,170
180,6,6,169
180,6,7,168
180,6,8,167
180,6,9,166
180,12,0,177
180,12,1,176
180,12,2,175
180,12,3,174
180,12,4,173
180,12,5,170
180,12,6,169
180,12,7,168
180,12,8,167
180,12,9,166
180,18,0,177
180,18,1,176
180,18,2,175
180,18,3,174
180,18,4,173
180,18,5,170
180,18,6,169
180,18,7,168
180,18,8,167
180,18,9,166
181,0,0,180
181,0,1,177
181,0,2,176
181,0,3,175
181,0,4,174
181,0,5,173
181,0,6,170
181,0,7,169
181,0,8,168
181,0,9,167
181,6,0,180
181,6,1,177
181,6,2,176
181,6,3,175
181,6,4,174
181,6,5,173
181,6,6,170
181,6,7,169
181,6,8,168
181,6,9,167
181,12,0,180
181,12,1,177
181,12,2,176
181,12,3,175
181,12,4,174
181,12,5,173
181,12,6,170
181,12,7,169
181,12,8,168
181,12,9,167
181,18,0,180
181,18,1,177
181,18,2,176
181,18,3,175
181,18,4,174
181,18,5,173
181,18,6,170
181,18,7,169
181,18,8,168
181,18,9,167
182,0,0,181
182,0,1,180
182,0,2,177
182,0,3,176
182,0,4,175
182,0,5,174
182,0,6,173
182,0,7,170
182,0,8,169
182,0,9,168
182,6,0,181
182,6,1,180
182,6,2,177
182,6,3,176
182,6,4,175
182,6,5,174
182,6,6,173
182,6,7,170
182,6,8,169
182,6,9,168
182,12,0,181
182,12,1,180
182,12,2,177
182,12,3,176
182,12,4,175
182,12,5,174
182,12,6,173
182,12,7,170
182,12,8,169
182,12,9,168
182,18,0,181
182,18,1,180
182,18,2,177
182,18,3,176
182,18,4,175
182,18,5,174
182,18,6,173
182,18,7,170
182,18,8,169
182,18,9,168
183,0,0,182
183,0,1,181
183,0,2,180
183,0,3,177
183,0,4,176
183,0,5,175
183,0,6,174
183,0,7,173
183,0,8,170
183,0,9,169
183,6,0,182
183,6,1,181
183,6,2,180
183,6,3,177
183,6,4,176
183,6,5,175
183,6,6,174
183,6,7,173
183,6,8,170
183,6,9,169
183,12,0,182
183,12,1,181
183,12,2,180
183,12,3,177
183,12,4,176
183,12,5,175
183,12,6,174
183,12,7,173
183,12,8,170
183,12,9,169
183,18,0,182
183,18,1,181
183,18,2,180
183,18,3,177
183,18,4,176
183,18,5,175
183,18,6,174
183,18,7,173
183,18,8,170
183,18,9,169
184,0,0,183
184,0,1,182
184,0,2,181
184,0,3,180
184,0,4,177
184,0,5,176
184,0,6,175
184,0,7,174
184,0,8,173
184,0,9,170
184,6,0,183
184,6,1,182
184,6,2,181
184,6,3,180
184,6,4,177
184,6,5,176
184,6,6,175
184,6,7,174
184,6,8,173
184,6,9,170
184,12,0,183
184,12,1,182
184,12,2,181
184,12,3,180
184,12,4,177
184,12,5,176
184,12,6,175
184,12,7,174
184,12,8,173
184,12,9,170
184,18,0,183
184,18,1,182
184,18,2,181
184,18,3,180
184,18,4,177
184,18,5,176
184,18,6,175
184,18,7,174
184,18,8,173
184,18,9,170
185,0,0,179
185,0,1,178
185,0,2,172
185,0,3,171
185,0,4,165
185,0,5,164
185,0,6,158
185,0,7,157
185,0,8,151
185,0,9,150
185,6,0,179
185,6,1,178
185,6,2,172
185,6,3,171
185,6,4,165
185,6,5,164
185,6,6,158
185,6,7,157
185,6,8,151
185,6,9,150
185,12,0,179
185,12,1,178
185,12,2,172
185,12,3,171
185,12,4,165
185,12,5,164
185,12,6,158
185,12,7,157
185,12,8,151
185,12,9,150
185,18,0,179
185,18,1,178
185,18,2,172
185,18,3,171
185,18,4,165
185,18,5,164
185,18,6,158
185,18,7,157
185,18,8,151
185,18,9,150
186,0,0,185
186,0,1,179
186,0,2,178
186,0,3,172
186,0,4,171
186,0,5,165
186,0,6,164
186,0,7,158
186,0,8,157
186,0,9,151
186,6,0,185
186,6,1,179
186,6,2,178
186,6,3,172
186,6,4,171
186,6,5,165
186,6,6,164
186,6,7,158
186,6,8,157
186,6,9,151
186,12,0,185
186,12,1,179
186,12,2,178
186,12,3,172
186,12,4,171
186,12,5,165
186,12,6,164
186,12,7,158
186,12,8,157
186,12,9,151
186,18,0,185
186,18,1,179
186,18,2,178
186,18,3,172
186,18,4,171
186,18,5,165
186,18,6,164
186,18,7,158
186,18,8,157
186,18,9,151
187,0,0,184
187,0,1,183
187,0,2,182
187,0,3,181
187,0,4,180
187,0,5,177
187,0,6,176
187,0,7,175
187,0,8,174
187,0,9,173
187,6,0,184
187,6,1,183
187,6,2,182
187,6,3,181
187,6,4,180
187,6,5,177
187,6,6,176
187,6,7,175
187,6,8,174
187,6,9,173
187,12,0,184
187,12,1,183
187,12,2,182
187,12,3,181
187,12,4,180
187,12,5,177
187,12,6,176
187,12,7,175
187,12,8,174
187,12,9,173
187,18,0,184
187,18,1,183
187,18,2,182
187,18,3,181
187,18,4,180
187,18,5,177
187,18,6,176
187,18,7,175
187,18,8,174
187,18,9,173
188,0,0,187
188,0,1,184
188,0,2,183
188,0,3,182
188,0,4,181
188,0,5,180
188,0,6,177
188,0,7,176
188,0,8,175
188,0,9,174
188,6,0,187
188,6,1,184
188,6,2,183
188,6,3,182
188,6,4,181
188,6,5,180
188,6,6,177
188,6,7,176
188,6,8,175
188,6,9,174
188,12,0,187
188,12,1,184
188,12,2,183
188,12,3,182
188,12,4,181
188,12,5,180
188,12,6,177
188,12,7,176
188,12,8,175
188,12,9,174
188,18,0,187
188,18,1,184
188,18,2,183
188,18,3,182
188,18,4,181
188,18,5,180
188,18,6,177
188,18,7,176
188,18,8,175
188,18,9,174
189,0,0,188
189,0,1,187
189,0,2,184
189,0,3,183
189,0,4,182
189,0,5,181
189,0,6,180
189,0,7,177
189,0,8,176
189,0,9,175
189,6,0,188
189,6,1,187
189,6,2,184
189,6,3,183
189,6,4,182
189,6,5,181
189,6,6,180
189,6,7,177
189,6,8,176
189,6,9,175
189,12,0,188
189,12,1,187
189,12,2,184
189,12,3,183
189,12,4,182
189,12,5,181
189,12,6,180
189,12,7,177
189,12,8,176
189,12,9,175
189,18,0,188
189,18,1,187
189,18,2,184
189,18,3,183
189,18,4,182
189,18,5,181
189,18,6,180
189,18,7,177
189,18,8,176
189,18,9,175
190,0,0,189
190,0,1,188
190,0,2,187
190,0,3,184
190,0,4,183
190,0,5,182
190,0,6,181
190,0,7,180
190,0,8,177
190,0,9,176
190,6,0,189
190,6,1,188
190,6,2,187
190,6,3,184
190,6,4,183
190,6,5,182
190,6,6,181
190,6,7,180
190,6,8,177
190,6,9,176
190,12,0,189
190,12,1,188
190,12,2,187
190,12,3,184
190,12,4,183
190,12,5,182
190,12,6,181
190,12,7,180
190,12,8,177
190,12,9,176
190,18,0,189
190,18,1,188
190,18,2,187
190,18,3,184
190,18,4,183
190,18,5,182
190,18,6,181
190,18,7,180
190,18,8,177
190,18,9,176
191,0,0,190
191,0,1,189
191,0,2,188
191,0,3,187
191,0,4,184
191,0,5,183
191,0,6,182
191,0,7,181
191,0,8,180
191,0,9,177
191,6,0,190
191,6,1,189
191,6,2,188
191,6,3,187
191,6,4,184
191,6,5,183
191,6,6,182
191,6,7,181
191,6,8,180
191,6,9,177
191,12,0,190
191,12,1,189
191,12,2,188
191,12,3,187
191,12,4,184
191,12,5,183
191,12,6,182
191,12,7,181
191,12,8,180
191,12,9,177
191,18,0,190
191,18,1,189
191,18,2,188
191,18,3,187
191,18,4,184
191,18,5,183
191,18,6,182
191,18,7,181
191,18,8,180
191,18,9,177
192,0,0,186
192,0,1,185
192,0,2,179
192,0,3,178
192,0,4,172
192,0,5,171
192,0,6,165
192,0,7,164
192,0,8,158
192,0,9,157
192,6,0,186
192,6,1,185
192,6,2,179
192,6,3,178
192,6,4,172
192,6,5,171
192,6,6,165
192,6,7,164
192,6,8,158
192,6,9,157
192,12,0,186
192,12,1,185
192,12,2,179
192,12,3,178
192,12,4,172
192,12,5,171
192,12,6,165
192,12,7,164
192,12,8,158
192,12,9,157
192,18,0,186
192,18,1,185
192,18,2,179
192,18,3,178
192,18,4,172
192,18,5,171
192,18,6,165
192,18,7,164
192,18,8,158
192,18,9,157
193,0,0,192
193,0,1,186
193,0,2,185
193,0,3,179
193,0,4,178
193,0,5,172
193,0,6,171
193,0,7,165
193,0,8,164
193,0,9,158
193,6,0,192
193,6,1,186
193,6,2,185
193,6,3,179
193,6,4,178
193,6,5,172
193,6,6,171
193,6,7,165
193,6,8,164
193,6,9,158
193,12,0,192
193,12,1,186
193,12,2,185
193,12,3,179
193,12,4,178
193,12,5,172
193,12,6,171
193,12,7,165
193,12,8,164
193,12,9,158
193,18,0,192
193,18,1,186
193,18,2,185
193,18,3,179
193,18,4,178
193,18,5,172
193,18,6,171
193,18,7,165
193,18,8,164
193,18,9,158
194,0,0,191
194,0,1,190
194,0,2,189
194,0,3,188
194,0,4,187
194,0,5,184
194,0,6,183
194,0,7,182
194,0,8,181
194,0,9,180
194,6,0,191
194,6,1,190
194,6,2,189
194,6,3,188
194,6,4,187
194,6,5,184
194,6,6,183
194,6,7,182
194,6,8,181
194,6,9,180
194,12,0,191
194,12,1,190
194,12,2,189
194,12,3,188
194,12,4,187
194,12,5,184
194,12,6,183
194,12,7,182
194,12,8,181
194,12,9,180
194,18,0,191
194,18,1,190
194,18,2,189
194,18,3,188
194,18,4,187
194,18,5,184
194,18,6,183
194,18,7,182
194,18,8,181
194,18,9,180
195,0,0,194
195,0,1,191
195,0,2,190
195,0,3,189
195,0,4,188
195,0,5,187
195,0,6,184
195,0,7,183
195,0,8,182
195,0,9,181
195,6,0,194
195,6,1,191
195,6,2,190
195,6,3,189
195,6,4,188
195,6,5,187
195,6,6,184
195,6,7,183
195,6,8,182
195,6,9,181
195,12,0,194
195,12,1,191
195,12,2,190
195,12,3,189
195,12,4,188
195,12,5,187
195,12,6,184
195,12,7,183
195,12,8,182
195,12,9,181
195,18,0,194
195,18,1,191
195,18,2,190
195,18,3,189
195,18,4,188
195,18,5,187
195,18,6,184
195,18,7,183
195,18,8,182
195,18,9,181
196,0,0,195
196,0,1,194
196,0,2,191
196,0,3,190
196,0,4,189
196,0,5,188
196,0,6,187
196,0,7,184
196,0,8,183
196,0,9,182
196,6,0,195
196,6,1,194
196,6,2,191
196,6,3,190
196,6,4,189
196,6,5,188
196,6,6,187
196,6,7,184
196,6,8,183
196,6,9,182
196,12,0,195
196,12,1,194
196,12,2,191
196,12,3,190
196,12,4,189
196,12,5,188
196,12,6,187
196,12,7,184
196,12,8,183
196,12,9,182
196,18,0,195
196,18,1,194
196,18,2,191
196,18,3,190
196,18,4,189
196,18,5,188
196,18,6,187
196,18,7,184
196,18,8,183
196,18,9,182
197,0,0,196
197,0,1,195
197,0,2,194
197,0,3,191
197,0,4,190
197,0,5,189
197,0,6,188
197,0,7,187
197,0,8,184
197,0,9,183
197,6,0,196
197,6,1,195
197,6,2,194
197,6,3,191
197,6,4,190
197,6,5,189
197,6,6,188
197,6,7,187
197,6,8,184
197,6,9,183
197,12,0,196
197,12,1,195
197,12,2,194
197,12,3,191
197,12,4,190
197,12,5,189
197,12,6,188
197,12,7,187
197,12,8,184
197,12,9,183
197,18,0,196
197,18,1,195
197,18,2,194
197,18,3,191
197,18,4,190
197,18,5,189
197,18,6,188
197,18,7,187
197,18,8,184
197,18,9,183
198,0,0,197
198,0,1,196
198,0,2,195
198,0,3,194
198,0,4,191
198,0,5,190
198,0,6,189
198,0,7,188
198,0,8,187
198,0,9,184
198,6,0,197
198,6,1,196
198,6,2,195
198,6,3,194
198,6,4,191
198,6,5,190
198,6,6,189
198,6,7,188
198,6,8,187
198,6,9,184
198,12,0,197
198,12,1,196
198,12,2,195
198,12,3,194
198,12,4,191
198,12,5,190
198,12,6,189
198,12,7,188
198,12,8,187
198,12,9,184
198,18,0,197
198,18,1,196
198,18,2,195
198,18,3,194
198,18,4,191
198,18,5,190
198,18,6,189
198,18,7,188
198,18,8,187
198,18,9,184
199,0,0,193
199,0,1,192
199,0,2,186
199,0,3,185
199,0,4,179
199,0,5,178
199,0,6,172
199,0,7,171
199,0,8,165
199,0,9,164
199,6,0,193
199,6,1,192
199,6,2,186
199,6,3,185
199,6,4,179
199,6,5,178
199,6,6,172
199,6,7,171
199,6,8,165
199,6,9,164
199,12,0,193
199,12,1,192
199,12,2,186
199,12,3,185
199,12,4,179
199,12,5,178
199,12,6,172
199,12,7,171
199,12,8,165
199,12,9,164
199,18,0,193
199,18,1,192
199,18,2,186
199,18,3,185
199,18,4,179
199,18,5,178
199,18,6,172
199,18,7,171
199,18,8,165
199,18,9,164
200,0,0,199
200,0,1,193
200,0,2,192
200,0,3,186
200,0,4,185
200,0,5,179
200,0,6,178
200,0,7,172
200,0,8,171
200,0,9,165
200,6,0,199
200,6,1,193
200,6,2,192
200,6,3,186
200,6,4,185
200,6,5,179
200,6,6,178
200,6,7,172
200,6,8,171
200,6,9,165
200,12,0,199
200,12,1,193
200,12,2,192
200,12,3,186
200,12,4,185
200,12,5,179
200,12,6,178
200,12,7,172
200,12,8,171
200,12,9,165
200,18,0,199
200,18,1,193
200,18,2,192
200,18,3,186
200,18,4,185
200,18,5,179
200,18,6,178
200,18,7,172
200,18,8,171
200,18,9,165
201,0,0,198
201,0,1,197
201,0,2,196
201,0,3,195
201,0,4,194
201,0,5,191
201,0,6,190
201,0,7,189
201,0,8,188
201,0,9,187
201,6,0,198
201,6,1,197
201,6,2,196
201,6,3,195
201,6,4,194
201,6,5,191
201,6,6,190
201,6,7,189
201,6,8,188
201,6,9,187
201,12,0,198
201,12,1,197
201,12,2,196
201,12,3,195
201,12,4,194
201,12,5,191
201,12,6,190
201,12,7,189
201,12,8,188
201,12,9,187
201,18,0,198
201,18,1,197
201,18,2,196
201,18,3,195
201,18,4,194
201,18,5,191
201,18,6,190
201,18,7,189
201,18,8,188
201,18,9,187
202,0,0,201
202,0,1,198
202,0,2,197
202,0,3,196
202,0,4,195
202,0,5,194
202,0,6,191
202,0,7,190
202,0,8,189
202,0,9,188
202,6,0,201
202,6,1,198
202,6,2,197
202,6,3,196
202,6,4,195
202,6,5,194
202,6,6,191
202,6,7,190
202,6,8,189
202,6,9,188
202,12,0,201
202,12,1,198
202,12,2,197
202,12,3,196
202,12,4,195
202,12,5,194
202,12,6,191
202,12,7,190
202,12,8,189
202,12,9,188
202,18,0,201
202,18,1,198
202,18,2,197
202,18,3,196
202,18,4,195
202,18,5,194
202,18,6,191
202,18,7,190
202,18,8,189
202,18,9,188
203,0,0,202
203,0,1,201
203,0,2,198
203,0,3,197
203,0,4,196
203,0,5,195
203,0,6,194
203,0,7,191
203,0,8,190
203,0,9,189
203,6,0,202
203,6,1,201
203,6,2,198
203,6,3,197
203,6,4,196
203,6,5,195
203,6,6,194
203,6,7,191
203,6,8,190
203,6,9,189
203,12,0,202
203,12,1,201
203,12,2,198
203,12,3,197
203,12,4,196
203,12,5,195
203,12,6,194
203,12,7,191
203,12,8,190
203,12,9,189
203,18,0,202
203,18,1,201
203,18,2,198
203,18,3,197
203,18,4,196
203,18,5,195
203,18,6,194
203,18,7,191
203,18,8,190
203,18,9,189
204,0,0,203
204,0,1,202
204,0,2,201
204,0,3,198
204,0,4,197
204,0,5,196
204,0,6,195
204,0,7,194
204,0,8,191
204,0,9,190
204,6,0,203
204,6,1,202
204,6,2,201
204,6,3,198
204,6,4,197
204,6,5,196
204,6,6,195
204,6,7,194
204,6,8,191
204,6,9,190
204,12,0,203
204,12,1,202
204,12,2,201
204,12,3,198
204,12,4,197
204,12,5,196
204,12,6,195
204,12,7,194
204,12,8,191
204,12,9,190
204,18,0,203
204,18,1,202
204,18,2,201
204,18,3,198
204,18,4,197
204,18,5,196
204,18,6,195
204,18,7,194
204,18,8,191
204,18,9,190
205,0,0,204
205,0,1,203
205,0,2,202
205,0,3,201
205,0,4,198
205,0,5,197
205,0,6,196
205,0,7,195
205,0,8,194
205,0,9,191
205,6,0,204
205,6,1,203
205,6,2,202
205,6,3,201
205,6,4,198
205,6,5,197
