day,issue_hour,scenario,historical_day
74,6,5,53
74,6,6,52
74,6,7,46
74,6,8,45
74,6,9,39
74,12,0,73
74,12,1,67
74,12,2,66
74,12,3,60
74,12,4,59
74,12,5,53
74,12,6,52
74,12,7,46
74,12,8,45
74,12,9,39
74,18,0,73
74,18,1,67
74,18,2,66
74,18,3,60
74,18,4,59
74,18,5,53
74,18,6,52
74,18,7,46
74,18,8,45
74,18,9,39
75,0,0,72
75,0,1,71
75,0,2,70
75,0,3,69
75,0,4,68
75,0,5,65
75,0,6,64
75,0,7,63
75,0,8,62
75,0,9,61
75,6,0,72
75,6,1,71
75,6,2,70
75,6,3,69
75,6,4,68
75,6,5,65
75,6,6,64
75,6,7,63
75,6,8,62
75,6,9,61
75,12,0,72
75,12,1,71
75,12,2,70
75,12,3,69
75,12,4,68
75,12,5,65
75,12,6,64
75,12,7,63
75,12,8,62
75,12,9,61
75,18,0,72
75,18,1,71
75,18,2,70
75,18,3,69
75,18,4,68
75,18,5,65
75,18,6,64
75,18,7,63
75,18,8,62
75,18,9,61
76,0,0,75
76,0,1,72
76,0,2,71
76,0,3,70
76,0,4,69
76,0,5,68
76,0,6,65
76,0,7,64
76,0,8,63
76,0,9,62
76,6,0,75
76,6,1,72
76,6,2,71
76,6,3,70
76,6,4,69
76,6,5,68
76,6,6,65
76,6,7,64
76,6,8,63
76,6,9,62
76,12,0,75
76,12,1,72
76,12,2,71
76,12,3,70
76,12,4,69
76,12,5,68
76,12,6,65
76,12,7,64
76,12,8,63
76,12,9,62
76,18,0,75
76,18,1,72
76,18,2,71
76,18,3,70
76,18,4,69
76,18,5,68
76,18,6,65
76,18,7,64
76,18,8,63
76,18,9,62
77,0,0,76
77,0,1,75
77,0,2,72
77,0,3,71
77,0,4,70
77,0,5,69
77,0,6,68
77,0,7,65
77,0,8,64
77,0,9,63
77,6,0,76
77,6,1,75
77,6,2,72
77,6,3,71
77,6,4,70
77,6,5,69
77,6,6,68
77,6,7,65
77,6,8,64
77,6,9,63
77,12,0,76
77,12,1,75
77,12,2,72
77,12,3,71
77,12,4,70
77,12,5,69
77,12,6,68
77,12,7,65
77,12,8,64
77,12,9,63
77,18,0,76
77,18,1,75
77,18,2,72
77,18,3,71
77,18,4,70
77,18,5,69
77,18,6,68
77,18,7,65
77,18,8,64
77,18,9,63
78,0,0,77
78,0,1,76
78,0,2,75
78,0,3,72
78,0,4,71
78,0,5,70
78,0,6,69
78,0,7,68
78,0,8,65
78,0,9,64
78,6,0,77
78,6,1,76
78,6,2,75
78,6,3,72
78,6,4,71
78,6,5,70
78,6,6,69
78,6,7,68
78,6,8,65
78,6,9,64
78,12,0,77
78,12,1,76
78,12,2,75
78,12,3,72
78,12,4,71
78,12,5,70
78,12,6,69
78,12,7,68
78,12,8,65
78,12,9,64
78,18,0,77
78,18,1,76
78,18,2,75
78,18,3,72
78,18,4,71
78,18,5,70
78,18,6,69
78,18,7,68
78,18,8,65
78,18,9,64
79,0,0,78
79,0,1,77
79,0,2,76
79,0,3,75
79,0,4,72
79,0,5,71
79,0,6,70
79,0,7,69
79,0,8,68
79,0,9,65
79,6,0,78
79,6,1,77
79,6,2,76
79,6,3,75
79,6,4,72
79,6,5,71
79,6,6,70
79,6,7,69
79,6,8,68
79,6,9,65
79,12,0,78
79,12,1,77
79,12,2,76
79,12,3,75
79,12,4,72
79,12,5,71
79,12,6,70
79,12,7,69
79,12,8,68
79,12,9,65
79,18,0,78
79,18,1,77
79,18,2,76
79,18,3,75
79,18,4,72
79,18,5,71
79,18,6,70
79,18,7,69
79,18,8,68
79,18,9,65
80,0,0,74
80,0,1,73
80,0,2,67
80,0,3,66
80,0,4,60
80,0,5,59
80,0,6,53
80,0,7,52
80,0,8,46
80,0,9,45
80,6,0,74
80,6,1,73
80,6,2,67
80,6,3,66
80,6,4,60
80,6,5,59
80,6,6,53
80,6,7,52
80,6,8,46
80,6,9,45
80,12,0,74
80,12,1,73
80,12,2,67
80,12,3,66
80,12,4,60
80,12,5,59
80,12,6,53
80,12,7,52
80,12,8,46
80,12,9,45
80,18,0,74
80,18,1,73
80,18,2,67
80,18,3,66
80,18,4,60
80,18,5,59
80,18,6,53
80,18,7,52
80,18,8,46
80,18,9,45
81,0,0,80
81,0,1,74
81,0,2,73
81,0,3,67
81,0,4,66
81,0,5,60
81,0,6,59
81,0,7,53
81,0,8,52
81,0,9,46
81,6,0,80
81,6,1,74
81,6,2,73
81,6,3,67
81,6,4,66
81,6,5,60
81,6,6,59
81,6,7,53
81,6,8,52
81,6,9,46
81,12,0,80
81,12,1,74
81,12,2,73
81,12,3,67
81,12,4,66
81,12,5,60
81,12,6,59
81,12,7,53
81,12,8,52
81,12,9,46
81,18,0,80
81,18,1,74
81,18,2,73
81,18,3,67
81,18,4,66
81,18,5,60
81,18,6,59
81,18,7,53
81,18,8,52
81,18,9,46
82,0,0,79
82,0,1,78
82,0,2,77
82,0,3,76
82,0,4,75
82,0,5,72
82,0,6,71
82,0,7,70
82,0,8,69
82,0,9,68
82,6,0,79
82,6,1,78
82,6,2,77
82,6,3,76
82,6,4,75
82,6,5,72
82,6,6,71
82,6,7,70
82,6,8,69
82,6,9,68
82,12,0,79
82,12,1,78
82,12,2,77
82,12,3,76
82,12,4,75
82,12,5,72
82,12,6,71
82,12,7,70
82,12,8,69
82,12,9,68
82,18,0,79
82,18,1,78
82,18,2,77
82,18,3,76
82,18,4,75
82,18,5,72
82,18,6,71
82,18,7,70
82,18,8,69
82,18,9,68
83,0,0,82
83,0,1,79
83,0,2,78
83,0,3,77
83,0,4,76
83,0,5,75
83,0,6,72
83,0,7,71
83,0,8,70
83,0,9,69
83,6,0,82
83,6,1,79
83,6,2,78
83,6,3,77
83,6,4,76
83,6,5,75
83,6,6,72
83,6,7,71
83,6,8,70
83,6,9,69
83,12,0,82
83,12,1,79
83,12,2,78
83,12,3,77
83,12,4,76
83,12,5,75
83,12,6,72
83,12,7,71
83,12,8,70
83,12,9,69
83,18,0,82
83,18,1,79
83,18,2,78
83,18,3,77
83,18,4,76
83,18,5,75
83,18,6,72
83,18,7,71
83,18,8,70
83,18,9,69
84,0,0,83
84,0,1,82
84,0,2,79
84,0,3,78
84,0,4,77
84,0,5,76
84,0,6,75
84,0,7,72
84,0,8,71
84,0,9,70
84,6,0,83
84,6,1,82
84,6,2,79
84,6,3,78
84,6,4,77
84,6,5,76
84,6,6,75
84,6,7,72
84,6,8,71
84,6,9,70
84,12,0,83
84,12,1,82
84,12,2,79
84,12,3,78
84,12,4,77
84,12,5,76
84,12,6,75
84,12,7,72
84,12,8,71
84,12,9,70
84,18,0,83
84,18,1,82
84,18,2,79
84,18,3,78
84,18,4,77
84,18,5,76
84,18,6,75
84,18,7,72
84,18,8,71
84,18,9,70
85,0,0,84
85,0,1,83
85,0,2,82
85,0,3,79
85,0,4,78
85,0,5,77
85,0,6,76
85,0,7,75
85,0,8,72
85,0,9,71
85,6,0,84
85,6,1,83
85,6,2,82
85,6,3,79
85,6,4,78
85,6,5,77
85,6,6,76
85,6,7,75
85,6,8,72
85,6,9,71
85,12,0,84
85,12,1,83
85,12,2,82
85,12,3,79
85,12,4,78
85,12,5,77
85,12,6,76
85,12,7,75
85,12,8,72
85,12,9,71
85,18,0,84
85,18,1,83
85,18,2,82
85,18,3,79
85,18,4,78
85,18,5,77
85,18,6,76
85,18,7,75
85,18,8,72
85,18,9,71
86,0,0,85
86,0,1,84
86,0,2,83
86,0,3,82
86,0,4,79
86,0,5,78
86,0,6,77
86,0,7,76
86,0,8,75
86,0,9,72
86,6,0,85
86,6,1,84
86,6,2,83
86,6,3,82
86,6,4,79
86,6,5,78
86,6,6,77
86,6,7,76
86,6,8,75
86,6,9,72
86,12,0,85
86,12,1,84
86,12,2,83
86,12,3,82
86,12,4,79
86,12,5,78
86,12,6,77
86,12,7,76
86,12,8,75
86,12,9,72
86,18,0,85
86,18,1,84
86,18,2,83
86,18,3,82
86,18,4,79
86,18,5,78
86,18,6,77
86,18,7,76
86,18,8,75
86,18,9,72
87,0,0,81
87,0,1,80
87,0,2,74
87,0,3,73
87,0,4,67
87,0,5,66
87,0,6,60
87,0,7,59
87,0,8,53
87,0,9,52
87,6,0,81
87,6,1,80
87,6,2,74
87,6,3,73
87,6,4,67
87,6,5,66
87,6,6,60
87,6,7,59
87,6,8,53
87,6,9,52
87,12,0,81
87,12,1,80
87,12,2,74
87,12,3,73
87,12,4,67
87,12,5,66
87,12,6,60
87,12,7,59
87,12,8,53
87,12,9,52
87,18,0,81
87,18,1,80
87,18,2,74
87,18,3,73
87,18,4,67
87,18,5,66
87,18,6,60
87,18,7,59
87,18,8,53
87,18,9,52
88,0,0,87
88,0,1,81
88,0,2,80
88,0,3,74
88,0,4,73
88,0,5,67
88,0,6,66
88,0,7,60
88,0,8,59
88,0,9,53
88,6,0,87
88,6,1,81
88,6,2,80
88,6,3,74
88,6,4,73
88,6,5,67
88,6,6,66
88,6,7,60
88,6,8,59
88,6,9,53
88,12,0,87
88,12,1,81
88,12,2,80
88,12,3,74
88,12,4,73
88,12,5,67
88,12,6,66
88,12,7,60
88,12,8,59
88,12,9,53
88,18,0,87
88,18,1,81
88,18,2,80
88,18,3,74
88,18,4,73
88,18,5,67
88,18,6,66
88,18,7,60
88,18,8,59
88,18,9,53
89,0,0,86
89,0,1,85
89,0,2,84
89,0,3,83
89,0,4,82
89,0,5,79
89,0,6,78
89,0,7,77
89,0,8,76
89,0,9,75
89,6,0,86
89,6,1,85
89,6,2,84
89,6,3,83
89,6,4,82
89,6,5,79
89,6,6,78
89,6,7,77
89,6,8,76
89,6,9,75
89,12,0,86
89,12,1,85
89,12,2,84
89,12,3,83
89,12,4,82
89,12,5,79
89,12,6,78
89,12,7,77
89,12,8,76
89,12,9,75
89,18,0,86
89,18,1,85
89,18,2,84
89,18,3,83
89,18,4,82
89,18,5,79
89,18,6,78
89,18,7,77
89,18,8,76
89,18,9,75
90,0,0,89
90,0,1,86
90,0,2,85
90,0,3,84
90,0,4,83
90,0,5,82
90,0,6,79
90,0,7,78
90,0,8,77
90,0,9,76
90,6,0,89
90,6,1,86
90,6,2,85
90,6,3,84
90,6,4,83
90,6,5,82
90,6,6,79
90,6,7,78
90,6,8,77
90,6,9,76
90,12,0,89
90,12,1,86
90,12,2,85
90,12,3,84
90,12,4,83
90,12,5,82
90,12,6,79
90,12,7,78
90,12,8,77
90,12,9,76
90,18,0,89
90,18,1,86
90,18,2,85
90,18,3,84
90,18,4,83
90,18,5,82
90,18,6,79
90,18,7,78
90,18,8,77
90,18,9,76
91,0,0,90
91,0,1,89
91,0,2,86
91,0,3,85
91,0,4,84
91,0,5,83
91,0,6,82
91,0,7,79
91,0,8,78
91,0,9,77
91,6,0,90
91,6,1,89
91,6,2,86
91,6,3,85
91,6,4,84
91,6,5,83
91,6,6,82
91,6,7,79
91,6,8,78
91,6,9,77
91,12,0,90
91,12,1,89
91,12,2,86
91,12,3,85
91,12,4,84
91,12,5,83
91,12,6,82
91,12,7,79
91,12,8,78
91,12,9,77
91,18,0,90
91,18,1,89
91,18,2,86
91,18,3,85
91,18,4,84
91,18,5,83
91,18,6,82
91,18,7,79
91,18,8,78
91,18,9,77
92,0,0,91
92,0,1,90
92,0,2,89
92,0,3,86
92,0,4,85
92,0,5,84
92,0,6,83
92,0,7,82
92,0,8,79
92,0,9,78
92,6,0,91
92,6,1,90
92,6,2,89
92,6,3,86
92,6,4,85
92,6,5,84
92,6,6,83
92,6,7,82
92,6,8,79
92,6,9,78
92,12,0,91
92,12,1,90
92,12,2,89
92,12,3,86
92,12,4,85
92,12,5,84
92,12,6,83
92,12,7,82
92,12,8,79
92,12,9,78
92,18,0,91
92,18,1,90
92,18,2,89
92,18,3,86
92,18,4,85
92,18,5,84
92,18,6,83
92,18,7,82
92,18,8,79
92,18,9,78
93,0,0,92
93,0,1,91
93,0,2,90
93,0,3,89
93,0,4,86
93,0,5,85
93,0,6,84
93,0,7,83
93,0,8,82
93,0,9,79
93,6,0,92
93,6,1,91
93,6,2,90
93,6,3,89
93,6,4,86
93,6,5,85
93,6,6,84
93,6,7,83
93,6,8,82
93,6,9,79
93,12,0,92
93,12,1,91
93,12,2,90
93,12,3,89
93,12,4,86
93,12,5,85
93,12,6,84
93,12,7,83
93,12,8,82
93,12,9,79
93,18,0,92
93,18,1,91
93,18,2,90
93,18,3,89
93,18,4,86
93,18,5,85
93,18,6,84
93,18,7,83
93,18,8,82
93,18,9,79
94,0,0,88
94,0,1,87
94,0,2,81
94,0,3,80
94,0,4,74
94,0,5,73
94,0,6,67
94,0,7,66
94,0,8,60
94,0,9,59
94,6,0,88
94,6,1,87
94,6,2,81
94,6,3,80
94,6,4,74
94,6,5,73
94,6,6,67
94,6,7,66
94,6,8,60
94,6,9,59
94,12,0,88
94,12,1,87
94,12,2,81
94,12,3,80
94,12,4,74
94,12,5,73
94,12,6,67
94,12,7,66
94,12,8,60
94,12,9,59
94,18,0,88
94,18,1,87
94,18,2,81
94,18,3,80
94,18,4,74
94,18,5,73
94,18,6,67
94,18,7,66
94,18,8,60
94,18,9,59
95,0,0,94
95,0,1,88
95,0,2,87
95,0,3,81
95,0,4,80
95,0,5,74
95,0,6,73
95,0,7,67
95,0,8,66
95,0,9,60
95,6,0,94
95,6,1,88
95,6,2,87
95,6,3,81
95,6,4,80
95,6,5,74
95,6,6,73
95,6,7,67
95,6,8,66
95,6,9,60
95,12,0,94
95,12,1,88
95,12,2,87
95,12,3,81
95,12,4,80
95,12,5,74
95,12,6,73
95,12,7,67
95,12,8,66
95,12,9,60
95,18,0,94
95,18,1,88
95,18,2,87
95,18,3,81
95,18,4,80
95,18,5,74
95,18,6,73
95,18,7,67
95,18,8,66
95,18,9,60
96,0,0,93
96,0,1,92
96,0,2,91
96,0,3,90
96,0,4,89
96,0,5,86
96,0,6,85
96,0,7,84
96,0,8,83
96,0,9,82
96,6,0,93
96,6,1,92
96,6,2,91
96,6,3,90
96,6,4,89
96,6,5,86
96,6,6,85
96,6,7,84
96,6,8,83
96,6,9,82
96,12,0,93
96,12,1,92
96,12,2,91
96,12,3,90
96,12,4,89
96,12,5,86
96,12,6,85
96,12,7,84
96,12,8,83
96,12,9,82
96,18,0,93
96,18,1,92
96,18,2,91
96,18,3,90
96,18,4,89
96,18,5,86
96,18,6,85
96,18,7,84
96,18,8,83
96,18,9,82
97,0,0,96
97,0,1,93
97,0,2,92
97,0,3,91
97,0,4,90
97,0,5,89
97,0,6,86
97,0,7,85
97,0,8,84
97,0,9,83
97,6,0,96
97,6,1,93
97,6,2,92
97,6,3,91
97,6,4,90
97,6,5,89
97,6,6,86
97,6,7,85
97,6,8,84
97,6,9,83
97,12,0,96
97,12,1,93
97,12,2,92
97,12,3,91
97,12,4,90
97,12,5,89
97,12,6,86
97,12,7,85
97,12,8,84
97,12,9,83
97,18,0,96
97,18,1,93
97,18,2,92
97,18,3,91
97,18,4,90
97,18,5,89
97,18,6,86
97,18,7,85
97,18,8,84
97,18,9,83
98,0,0,97
98,0,1,96
98,0,2,93
98,0,3,92
98,0,4,91
98,0,5,90
98,0,6,89
98,0,7,86
98,0,8,85
98,0,9,84
98,6,0,97
98,6,1,96
98,6,2,93
98,6,3,92
98,6,4,91
98,6,5,90
98,6,6,89
98,6,7,86
98,6,8,85
98,6,9,84
98,12,0,97
98,12,1,96
98,12,2,93
98,12,3,92
98,12,4,91
98,12,5,90
98,12,6,89
98,12,7,86
98,12,8,85
98,12,9,84
98,18,0,97
98,18,1,96
98,18,2,93
98,18,3,92
98,18,4,91
98,18,5,90
98,18,6,89
98,18,7,86
98,18,8,85
98,18,9,84
99,0,0,98
99,0,1,97
99,0,2,96
99,0,3,93
99,0,4,92
99,0,5,91
99,0,6,90
99,0,7,89
99,0,8,86
99,0,9,85
99,6,0,98
99,6,1,97
99,6,2,96
99,6,3,93
99,6,4,92
99,6,5,91
99,6,6,90
99,6,7,89
99,6,8,86
99,6,9,85
99,12,0,98
99,12,1,97
99,12,2,96
99,12,3,93
99,12,4,92
99,12,5,91
99,12,6,90
99,12,7,89
99,12,8,86
99,12,9,85
99,18,0,98
99,18,1,97
99,18,2,96
99,18,3,93
99,18,4,92
99,18,5,91
99,18,6,90
99,18,7,89
99,18,8,86
99,18,9,85
100,0,0,99
100,0,1,98
100,0,2,97
100,0,3,96
100,0,4,93
100,0,5,92
100,0,6,91
100,0,7,90
100,0,8,89
100,0,9,86
100,6,0,99
100,6,1,98
100,6,2,97
100,6,3,96
100,6,4,93
100,6,5,92
100,6,6,91
100,6,7,90
100,6,8,89
100,6,9,86
100,12,0,99
100,12,1,98
100,12,2,97
100,12,3,96
100,12,4,93
100,12,5,92
100,12,6,91
100,12,7,90
100,12,8,89
100,12,9,86
100,18,0,99
100,18,1,98
100,18,2,97
100,18,3,96
100,18,4,93
100,18,5,92
100,18,6,91
100,18,7,90
100,18,8,89
100,18,9,86
101,0,0,95
101,0,1,94
101,0,2,88
101,0,3,87
101,0,4,81
101,0,5,80
101,0,6,74
101,0,7,73
101,0,8,67
101,0,9,66
101,6,0,95
101,6,1,94
101,6,2,88
101,6,3,87
101,6,4,81
101,6,5,80
101,6,6,74
101,6,7,73
101,6,8,67
101,6,9,66
101,12,0,95
101,12,1,94
101,12,2,88
101,12,3,87
101,12,4,81
101,12,5,80
101,12,6,74
101,12,7,73
101,12,8,67
101,12,9,66
101,18,0,95
101,18,1,94
101,18,2,88
101,18,3,87
101,18,4,81
101,18,5,80
101,18,6,74
101,18,7,73
101,18,8,67
101,18,9,66
102,0,0,101
102,0,1,95
102,0,2,94
102,0,3,88
102,0,4,87
102,0,5,81
102,0,6,80
102,0,7,74
102,0,8,73
102,0,9,67
102,6,0,101
102,6,1,95
102,6,2,94
102,6,3,88
102,6,4,87
102,6,5,81
102,6,6,80
102,6,7,74
102,6,8,73
102,6,9,67
102,12,0,101
102,12,1,95
102,12,2,94
102,12,3,88
102,12,4,87
102,12,5,81
102,12,6,80
102,12,7,74
102,12,8,73
102,12,9,67
102,18,0,101
102,18,1,95
102,18,2,94
102,18,3,88
102,18,4,87
102,18,5,81
102,18,6,80
102,18,7,74
102,18,8,73
102,18,9,67
103,0,0,100
103,0,1,99
103,0,2,98
103,0,3,97
103,0,4,96
103,0,5,93
103,0,6,92
103,0,7,91
103,0,8,90
103,0,9,89
103,6,0,100
103,6,1,99
103,6,2,98
103,6,3,97
103,6,4,96
103,6,5,93
103,6,6,92
103,6,7,91
103,6,8,90
103,6,9,89
103,12,0,100
103,12,1,99
103,12,2,98
103,12,3,97
103,12,4,96
103,12,5,93
103,12,6,92
103,12,7,91
103,12,8,90
103,12,9,89
103,18,0,100
103,18,1,99
103,18,2,98
103,18,3,97
103,18,4,96
103,18,5,93
103,18,6,92
103,18,7,91
103,18,8,90
103,18,9,89
104,0,0,103
104,0,1,100
104,0,2,99
104,0,3,98
104,0,4,97
104,0,5,96
104,0,6,93
104,0,7,92
104,0,8,91
104,0,9,90
104,6,0,103
104,6,1,100
104,6,2,99
104,6,3,98
104,6,4,97
104,6,5,96
104,6,6,93
104,6,7,92
104,6,8,91
104,6,9,90
104,12,0,103
104,12,1,100
104,12,2,99
104,12,3,98
104,12,4,97
104,12,5,96
104,12,6,93
104,12,7,92
104,12,8,91
104,12,9,90
104,18,0,103
104,18,1,100
104,18,2,99
104,18,3,98
104,18,4,97
104,18,5,96
104,18,6,93
104,18,7,92
104,18,8,91
104,18,9,90
105,0,0,104
105,0,1,103
105,0,2,100
105,0,3,99
105,0,4,98
105,0,5,97
105,0,6,96
105,0,7,93
105,0,8,92
105,0,9,91
105,6,0,104
105,6,1,103
105,6,2,100
105,6,3,99
105,6,4,98
105,6,5,97
105,6,6,96
105,6,7,93
105,6,8,92
105,6,9,91
105,12,0,104
105,12,1,103
105,12,2,100
105,12,3,99
105,12,4,98
105,12,5,97
105,12,6,96
105,12,7,93
105,12,8,92
105,12,9,91
105,18,0,104
105,18,1,103
105,18,2,100
105,18,3,99
105,18,4,98
105,18,5,97
105,18,6,96
105,18,7,93
105,18,8,92
105,18,9,91
106,0,0,105
106,0,1,104
106,0,2,103
106,0,3,100
106,0,4,99
106,0,5,98
106,0,6,97
106,0,7,96
106,0,8,93
106,0,9,92
106,6,0,105
106,6,1,104
106,6,2,103
106,6,3,100
106,6,4,99
106,6,5,98
106,6,6,97
106,6,7,96
106,6,8,93
106,6,9,92
106,12,0,105
106,12,1,104
106,12,2,103
106,12,3,100
106,12,4,99
106,12,5,98
106,12,6,97
106,12,7,96
106,12,8,93
106,12,9,92
106,18,0,105
106,18,1,104
106,18,2,103
106,18,3,100
106,18,4,99
106,18,5,98
106,18,6,97
106,18,7,96
106,18,8,93
106,18,9,92
107,0,0,106
107,0,1,105
107,0,2,104
107,0,3,103
107,0,4,100
107,0,5,99
107,0,6,98
107,0,7,97
107,0,8,96
107,0,9,93
107,6,0,106
107,6,1,105
107,6,2,104
107,6,3,103
107,6,4,100
107,6,5,99
107,6,6,98
107,6,7,97
107,6,8,96
107,6,9,93
107,12,0,106
107,12,1,105
107,12,2,104
107,12,3,103
107,12,4,100
107,12,5,99
107,12,6,98
107,12,7,97
107,12,8,96
107,12,9,93
107,18,0,106
107,18,1,105
107,18,2,104
107,18,3,103
107,18,4,100
107,18,5,99
107,18,6,98
107,18,7,97
107,18,8,96
107,18,9,93
108,0,0,102
108,0,1,101
108,0,2,95
108,0,3,94
108,0,4,88
108,0,5,87
108,0,6,81
108,0,7,80
108,0,8,74
108,0,9,73
108,6,0,102
108,6,1,101
108,6,2,95
108,6,3,94
108,6,4,88
108,6,5,87
108,6,6,81
108,6,7,80
108,6,8,74
108,6,9,73
108,12,0,102
108,12,1,101
108,12,2,95
108,12,3,94
108,12,4,88
108,12,5,87
108,12,6,81
108,12,7,80
108,12,8,74
108,12,9,73
108,18,0,102
108,18,1,101
108,18,2,95
108,18,3,94
108,18,4,88
108,18,5,87
108,18,6,81
108,18,7,80
108,18,8,74
108,18,9,73
109,0,0,108
109,0,1,102
109,0,2,101
109,0,3,95
109,0,4,94
109,0,5,88
109,0,6,87
109,0,7,81
109,0,8,80
109,0,9,74
109,6,0,108
109,6,1,102
109,6,2,101
109,6,3,95
109,6,4,94
109,6,5,88
109,6,6,87
109,6,7,81
109,6,8,80
109,6,9,74
109,12,0,108
109,12,1,102
109,12,2,101
109,12,3,95
109,12,4,94
109,12,5,88
109,12,6,87
109,12,7,81
109,12,8,80
109,12,9,74
109,18,0,108
109,18,1,102
109,18,2,101
109,18,3,95
109,18,4,94
109,18,5,88
109,18,6,87
109,18,7,81
109,18,8,80
109,18,9,74
110,0,0,107
110,0,1,106
110,0,2,105
110,0,3,104
110,0,4,103
110,0,5,100
110,0,6,99
110,0,7,98
110,0,8,97
110,0,9,96
110,6,0,107
110,6,1,106
110,6,2,105
110,6,3,104
110,6,4,103
110,6,5,100
110,6,6,99
110,6,7,98
110,6,8,97
110,6,9,96
110,12,0,107
110,12,1,106
110,12,2,105
110,12,3,104
110,12,4,103
110,12,5,100
110,12,6,99
110,12,7,98
110,12,8,97
110,12,9,96
110,18,0,107
110,18,1,106
110,18,2,105
110,18,3,104
110,18,4,103
110,18,5,100
110,18,6,99
110,18,7,98
110,18,8,97
110,18,9,96
111,0,0,110
111,0,1,107
111,0,2,106
111,0,3,105
111,0,4,104
111,0,5,103
111,0,6,100
111,0,7,99
111,0,8,98
111,0,9,97
111,6,0,110
111,6,1,107
111,6,2,106
111,6,3,105
111,6,4,104
111,6,5,103
111,6,6,100
111,6,7,99
111,6,8,98
111,6,9,97
111,12,0,110
111,12,1,107
111,12,2,106
111,12,3,105
111,12,4,104
111,12,5,103
111,12,6,100
111,12,7,99
111,12,8,98
111,12,9,97
111,18,0,110
111,18,1,107
111,18,2,106
111,18,3,105
111,18,4,104
111,18,5,103
111,18,6,100
111,18,7,99
111,18,8,98
111,18,9,97
112,0,0,111
112,0,1,110
112,0,2,107
112,0,3,106
112,0,4,105
112,0,5,104
112,0,6,103
112,0,7,100
112,0,8,99
112,0,9,98
112,6,0,111
112,6,1,110
112,6,2,107
112,6,3,106
112,6,4,105
112,6,5,104
112,6,6,103
112,6,7,100
112,6,8,99
112,6,9,98
112,12,0,111
112,12,1,110
112,12,2,107
112,12,3,106
112,12,4,105
112,12,5,104
112,12,6,103
112,12,7,100
112,12,8,99
112,12,9,98
112,18,0,111
112,18,1,110
112,18,2,107
112,18,3,106
112,18,4,105
112,18,5,104
112,18,6,103
112,18,7,100
112,18,8,99
112,18,9,98
113,0,0,112
113,0,1,111
113,0,2,110
113,0,3,107
113,0,4,106
113,0,5,105
113,0,6,104
113,0,7,103
113,0,8,100
113,0,9,99
113,6,0,112
113,6,1,111
113,6,2,110
113,6,3,107
113,6,4,106
113,6,5,105
113,6,6,104
113,6,7,103
113,6,8,100
113,6,9,99
113,12,0,112
113,12,1,111
113,12,2,110
113,12,3,107
113,12,4,106
113,12,5,105
113,12,6,104
113,12,7,103
113,12,8,100
113,12,9,99
113,18,0,112
113,18,1,111
113,18,2,110
113,18,3,107
113,18,4,106
113,18,5,105
113,18,6,104
113,18,7,103
113,18,8,100
113,18,9,99
114,0,0,113
114,0,1,112
114,0,2,111
114,0,3,110
114,0,4,107
114,0,5,106
114,0,6,105
114,0,7,104
114,0,8,103
114,0,9,100
114,6,0,113
114,6,1,112
114,6,2,111
114,6,3,110
114,6,4,107
114,6,5,106
114,6,6,105
114,6,7,104
114,6,8,103
114,6,9,100
114,12,0,113
114,12,1,112
114,12,2,111
114,12,3,110
114,12,4,107
114,12,5,106
114,12,6,105
114,12,7,104
114,12,8,103
114,12,9,100
114,18,0,113
114,18,1,112
114,18,2,111
114,18,3,110
114,18,4,107
114,18,5,106
114,18,6,105
114,18,7,104
114,18,8,103
114,18,9,100
115,0,0,109
115,0,1,108
115,0,2,102
115,0,3,101
115,0,4,95
115,0,5,94
115,0,6,88
115,0,7,87
115,0,8,81
115,0,9,80
115,6,0,109
115,6,1,108
115,6,2,102
115,6,3,101
115,6,4,95
115,6,5,94
115,6,6,88
115,6,7,87
115,6,8,81
115,6,9,80
115,12,0,109
115,12,1,108
115,12,2,102
115,12,3,101
115,12,4,95
115,12,5,94
115,12,6,88
115,12,7,87
115,12,8,81
115,12,9,80
115,18,0,109
115,18,1,108
115,18,2,102
115,18,3,101
115,18,4,95
115,18,5,94
115,18,6,88
115,18,7,87
115,18,8,81
115,18,9,80
116,0,0,115
116,0,1,109
116,0,2,108
116,0,3,102
116,0,4,101
116,0,5,95
116,0,6,94
116,0,7,88
116,0,8,87
116,0,9,81
116,6,0,115
116,6,1,109
116,6,2,108
116,6,3,102
116,6,4,101
116,6,5,95
116,6,6,94
116,6,7,88
116,6,8,87
116,6,9,81
116,12,0,115
116,12,1,109
116,12,2,108
116,12,3,102
116,12,4,101
116,12,5,95
116,12,6,94
116,12,7,88
116,12,8,87
116,12,9,81
116,18,0,115
116,18,1,109
116,18,2,108
116,18,3,102
116,18,4,101
116,18,5,95
116,18,6,94
116,18,7,88
116,18,8,87
116,18,9,81
117,0,0,114
117,0,1,113
117,0,2,112
117,0,3,111
117,0,4,110
117,0,5,107
117,0,6,106
117,0,7,105
117,0,8,104
117,0,9,103
117,6,0,114
117,6,1,113
117,6,2,112
117,6,3,111
117,6,4,110
117,6,5,107
117,6,6,106
117,6,7,105
117,6,8,104
117,6,9,103
117,12,0,114
117,12,1,113
117,12,2,112
117,12,3,111
117,12,4,110
117,12,5,107
117,12,6,106
117,12,7,105
117,12,8,104
117,12,9,103
117,18,0,114
117,18,1,113
117,18,2,112
117,18,3,111
117,18,4,110
117,18,5,107
117,18,6,106
117,18,7,105
117,18,8,104
117,18,9,103
118,0,0,117
118,0,1,114
