date,cost_plan,cost_adjust_up,cost_adjust_down,cost_emergency,cost_total,energy_g0,energy_final_commitment,energy_up,energy_down,adjustment_churn,energy_emergency,energy_waste,charge_energy,discharge_energy,soc_0000,soc_0600,soc_1200,soc_1800,soc_2400,terminal_proxy_soc_0000,terminal_proxy_soc_0600,terminal_proxy_soc_1200,terminal_proxy_soc_1800,cost_adjust_net
2025-03-20,46577.63499355733,0.5382805395129294,-1752.0081421418074,2207.030734602128,47033.195866557166,75806.2667047526,68796.95337735311,0.8525865835320019,7010.16591398303,0.0,518.3066596639674,3430.8563500560567,20196.61029506385,16521.168424769494,1703.0442413804158,9873.789604957456,2939.3352057896805,10768.012927074817,1523.13970163844,1200.0,1200.0,1200.0,1200.0,-1751.4698616022945
2025-06-21,25040.28134236548,0.0,-1185.9120662103437,58.82975558182248,23913.19903173696,41566.09875462345,39058.21840227494,0.0,2507.8803523485053,0.0,12.02010011169716,17525.95634678186,12029.991653150491,9820.44989754571,2216.8508832296143,3747.456242005963,6473.632389153599,10800.0,2132.232373792044,1200.0,1200.0,1200.0,1200.0,-1185.9120662103437
2025-09-23,48436.36684049592,246.65890211082336,-1724.5728918563254,784.506868920877,47742.9597196713,77109.28641508742,71344.79692445637,163.74827564736944,5928.23776627843,0.0,174.6073549864073,5721.942025923978,19852.67095576015,16171.824285574685,1722.3382067923253,9911.41709840362,7420.108008078427,10787.00241928933,1621.0484163379238,1200.0,1200.0,1200.0,1200.0,-1477.913989745502
2025-12-21,63320.1342257712,542.6439360396981,-834.791244742074,1823.8476154879347,64851.83453255677,98416.75395362049,96408.74925429968,377.68424554993294,2385.688944870712,0.0,467.9708112022421,3958.8703246916016,23062.017743925804,19181.949869782133,2024.6394561862169,10763.864732967855,6468.825392474283,10795.184775265663,1467.1777926281743,1200.0,1200.0,1200.0,1200.0,-292.1473087023759
