date,H24,H48,H24_minus_H48_yuan
2025-02-01,34417.470831737824,35908.66789699428,-1491.197065256456
2025-02-02,66319.70397444168,65475.47955398555,844.2244204561357
2025-02-03,69963.03759453805,69259.55834662952,703.4792479085299
2025-02-04,71450.79111038167,71190.66280426203,260.12830611964455
2025-02-05,78060.64151498098,77846.75484815234,213.8866668286355
2025-02-06,70245.43537978242,67511.89460685571,2733.5407729267026
2025-02-07,30083.80010376491,31728.253128551965,-1644.453024787057
2025-02-08,24563.80723433839,24861.0777347085,-297.2705003701085
2025-02-09,73861.66229049911,71828.51032169563,2033.151968803475
2025-02-10,61092.515841690045,61074.72223948372,17.793602206322248
2025-02-11,67018.89980473544,65668.78112221364,1350.1186825218028
2025-02-12,69631.26063485694,71156.59591649969,-1525.3352816427505
2025-02-13,61278.43914746426,58625.82019262445,2652.6189548398106
2025-02-14,23153.346653677647,24152.67262247674,-999.325968799094
2025-02-15,21680.06815730815,23110.78156175496,-1430.7134044468112
2025-02-16,64143.40457510584,61876.550766996144,2266.853808109692
2025-02-17,61848.49944992392,62456.10673087507,-607.6072809511534
2025-02-18,68916.90609931452,67311.11163445275,1605.7944648617704
2025-02-19,59477.77865483268,60198.24066880889,-720.4620139762119
2025-02-20,59245.678974092436,56616.358148808766,2629.3208252836703
2025-02-21,25445.935350822758,26891.927023818433,-1445.991672995675
2025-02-22,23714.124913567863,23975.61436378927,-261.48945022140833
2025-02-23,62181.57727091878,59126.68226612585,3054.895004792932
2025-02-24,55028.89059305613,53935.07340658156,1093.8171864745673
2025-02-25,57015.92017900367,57722.0465106367,-706.1263316330296
2025-02-26,57017.94016874365,57441.90513979734,-423.96497105369053
2025-02-27,53428.15921732846,51809.36459870651,1618.7946186219488
2025-02-28,21417.726473594485,22310.22179391206,-892.4953203175755
2025-03-01,21538.04163245509,22206.824915109763,-668.7832826546728
2025-03-02,59954.07771924224,57145.60069497266,2808.4770242695813
2025-03-03,63062.65286409776,62481.15979505486,581.4930690429028
2025-03-04,55994.15306055975,55847.000354746815,147.1527058129359
2025-03-05,54973.06764418174,55244.36685255822,-271.2992083764766
2025-03-06,52780.098094607994,50130.51213920933,2649.5859553986666
2025-03-07,24952.6618916876,26339.662252119477,-1387.0003604318772
2025-03-08,19046.377421979156,19699.954961555002,-653.5775395758465
2025-03-09,55156.86705041561,53064.01146236475,2092.8555880508575
2025-03-10,53711.445117853196,54013.43130669306,-301.9861888398664
2025-03-11,53564.83166479016,53325.271420787576,239.5602440025832
2025-03-12,49033.37815983242,49108.1966192237,-74.81845939128107
2025-03-13,53812.27296171359,52133.4213368066,1678.8516249069944
2025-03-14,17143.81189627889,18456.52174520052,-1312.7098489216296
2025-03-15,19787.2570739392,21055.827406353266,-1268.5703324140668
2025-03-16,50674.91983217113,48347.896263011084,2327.0235691600465
2025-03-17,48064.302524730876,47075.24919318908,989.0533315417924
2025-03-18,50467.77558460096,51057.7797090881,-590.004124487139
2025-03-19,46045.82143998521,45264.28042735216,781.5410126330462
2025-03-20,50166.976447281086,48568.91032098147,1598.0661262996146
2025-03-21,17062.313528142797,18109.865633834903,-1047.5521056921061
2025-03-22,15965.793254659466,16744.706503532627,-778.9132488731611
2025-03-23,47302.25203515588,44548.124370968784,2754.1276641870936
2025-03-24,46166.40922464258,46091.61420630515,74.79501833742688
2025-03-25,50716.21034188476,50790.14530284106,-73.93496095629962
2025-03-26,43990.37619341616,44453.196257169904,-462.82006375374476
2025-03-27,47297.21445282254,45093.70549106941,2203.5089617531266
2025-03-28,17185.994453223466,17708.227781992915,-522.2333287694491
