date,part,variant,initial_soc_kwh,final_soc_kwh,baseline_plan_cost_yuan,upward_adjustment_cost_yuan,downward_cancellation_refund_yuan,settled_normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,original_plan_kwh,final_commitment_kwh,up_kwh,down_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,scenario_count_min
2025-03-20,q43,P1_bias2h,7446.020464213,7798.361604791204,41966.725676707734,1813.3497775379478,685.6969327943766,43094.37852145131,2335.867343862427,45430.24586531374,66596.53520131661,66372.4420926914,1828.4754613729124,2052.5685699981195,433.77375870009496,141.73546040273823,21781.11340948273,17325.594835160624,30
2025-06-21,q43,P1_bias2h,8853.615750168987,7721.397937567943,17238.06731208728,39.142709927764955,277.36912395843547,16999.84089805661,202.63861275711093,17202.47951081372,33429.23876361732,32979.28087337983,44.53095554922066,494.4888457867128,68.87949596670377,11282.73359727199,18156.22317587099,15725.53680379644,30
2025-09-23,q43,P1_bias2h,4212.701152239661,3550.6592279326755,45300.83898589294,0.0,512.9799805427091,44787.85900535023,0.0,44787.85900535023,66930.95101967052,65363.93036608297,0.0,1567.0206535875436,0.0,27.481648640948833,20082.478242026264,16862.645107917575,30
2025-12-21,q43,P1_bias2h,10102.16000244658,7881.006629070168,72237.14542931707,1466.5826551058576,1494.6940874750276,72209.0339969479,118.03733332830488,72327.0713302762,94243.72733660412,92409.02992020552,1149.3545194827147,2984.0519358813317,16.31061560830858,1155.4672072091537,22269.10262093039,20037.011158992387,30
