date,max_real_balance_residual_kwh,max_real_state_residual_kwh,max_plan_state_residual_kwh,max_scenario_balance_residual_kwh,real_E_min_kwh,real_E_max_kwh,plan_E_min_kwh,plan_E_max_kwh,plan_terminal_gap_kwh,simultaneous_plan_periods,emergency_charge_exec_periods,emergency_charge_scenario_periods,emergency_surplus_scenario_periods,max_charge_exec_kwh,max_discharge_exec_kwh
2025-02-12,1.1368683772161603e-13,7.958078640513122e-13,1.8189894035458565e-12,4.831690603168681e-13,1535.4187453716816,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,755.4174146316775
2025-02-13,1.1368683772161603e-13,8.526512829121202e-13,1.5916157281026244e-12,3.694822225952521e-13,1470.5691433943246,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,787.3150829927783
2025-02-14,0.0,9.094947017729282e-13,2.2737367544323206e-12,4.547473508864641e-13,2788.3402039740276,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,535.67875
2025-02-15,0.0,9.094947017729282e-13,1.8189894035458565e-12,3.979039320256561e-13,2126.4108786860374,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,539.7783511043438
2025-02-16,2.2737367544323206e-13,9.094947017729282e-13,9.094947017729282e-13,4.547473508864641e-13,1983.224843230049,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,751.7468999999999
2025-02-17,1.1368683772161603e-13,9.094947017729282e-13,1.8189894035458565e-12,5.400124791776761e-13,1432.879858460764,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-02-18,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,1383.8124229511388,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,821.9695284036162
2025-02-19,2.2737367544323206e-13,9.094947017729282e-13,1.4301804185379297e-10,3.979039320256561e-13,1382.3078376414583,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-02-20,1.1368683772161603e-13,9.094947017729282e-13,3.296918293926865e-12,5.684341886080801e-13,1543.8473856724004,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-02-21,0.0,9.094947017729282e-13,2.0179413695586845e-12,2.8421709430404007e-13,2872.6299748408255,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,505.1966666666666
2025-02-22,0.0,9.094947017729282e-13,1.5916157281026244e-12,3.979039320256561e-13,2510.485868717942,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,530.305
2025-02-23,0.0,9.094947017729282e-13,1.8189894035458565e-12,3.979039320256561e-13,1960.6090235077918,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,747.8178666666665
2025-02-24,1.1368683772161603e-13,9.094947017729282e-13,2.1600499167107046e-12,4.263256414560601e-13,1589.7765328513387,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,822.0928248465023
2025-02-25,2.2737367544323206e-13,9.094947017729282e-13,5.038600647822022e-10,5.684341886080801e-13,1580.0037279880712,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-02-26,0.0,8.775202786637237e-13,1.6200374375330284e-12,5.400124791776761e-13,1506.017814915393,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,812.133460420687
2025-02-27,2.2737367544323206e-13,9.094947017729282e-13,2.8990143619012088e-12,2.8421709430404007e-13,1500.387894831086,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,825.5195763563707
2025-02-28,0.0,7.389644451905042e-13,1.8189894035458565e-12,3.3330498018611856e-13,2712.9987618829746,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,520.9738
2025-03-01,0.0,8.526512829121202e-13,1.8189894035458565e-11,2.034994395216927e-11,2527.5950404729783,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,478.9468333333333
2025-03-02,0.0,9.094947017729282e-13,1.5489831639570184e-12,3.694822225952521e-13,1573.9547931185627,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,771.068070006613
2025-03-03,0.0,9.094947017729282e-13,1.5063505998114124e-12,1.2505552149377763e-12,1516.9782357815438,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,787.0061507669128
2025-03-04,0.0,9.094947017729282e-13,1.5347723092418164e-12,4.547473508864641e-13,1441.4628093549068,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,818.6249943723444
2025-03-05,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,1372.462660475217,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-03-06,2.2737367544323206e-13,8.881784197001252e-13,3.255763618907755e-11,4.547473508864641e-13,1773.275922697744,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,772.0238326703345
2025-03-07,0.0,9.094947017729282e-13,4.149569576838985e-12,3.3661962106634746e-13,2534.172974190696,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,456.53116666666665
2025-03-08,0.0,7.958078640513122e-13,1.5347723092418164e-12,3.410605131648481e-13,2133.7268417223627,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,470.80355
2025-03-09,2.2737367544323206e-13,7.958078640513122e-13,1.8189894035458565e-12,4.547473508864641e-13,1314.5411059342237,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,763.9772220748077
2025-03-10,0.0,9.094947017729282e-13,2.2168933355715126e-12,4.263256414560601e-13,1578.62812054151,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,808.7733258520329
2025-03-11,2.2737367544323206e-13,9.094947017729282e-13,2.0463630789890885e-12,3.979039320256561e-13,1458.5879539140706,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,788.2315166666667
2025-03-12,0.0,9.094947017729282e-13,1.3073986337985843e-12,5.684341886080801e-13,1521.7071656598139,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,795.64
2025-03-13,0.0,9.094947017729282e-13,1.0231815394945443e-12,4.547473508864641e-13,1460.3675978773908,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,794.1357198610388
2025-03-14,0.0,9.094947017729282e-13,1.9326762412674725e-12,2.8421709430404007e-13,2643.4915473622655,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,496.715
2025-03-15,0.0,8.526512829121202e-13,2.2168933355715126e-12,4.547473508864641e-13,1931.618948334863,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,487.4266666666666
2025-03-16,1.1368683772161603e-13,8.384404281969182e-13,1.5916157281026244e-12,3.979039320256561e-13,1432.87180146307,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,751.4841751847681
2025-03-17,2.2737367544323206e-13,5.684341886080801e-13,2.9558577807620168e-12,4.547473508864641e-13,1472.3903472345805,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,792.12985
2025-03-18,2.2737367544323206e-13,9.094947017729282e-13,2.1600499167107046e-12,5.684341886080801e-13,1620.8910505315266,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,801.5304166666665
2025-03-19,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,1510.2222170262357,10800.0,1199.9999999999998,10800.000000000002,0.0,0,0,0,0,833.3333333333333,806.1999411167351
2025-03-20,0.0,9.094947017729282e-13,1.3642420526593924e-12,3.979039320256561e-13,1491.1828150662782,10800.0,1199.9999999999875,10800.0,0.0,0,0,0,0,833.3333333333333,827.0149999999999
2025-03-21,5.684341886080802e-14,9.094947017729282e-13,4.4565240386873484e-11,5.684341886080801e-13,2338.7927449004446,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,494.82499999999993
2025-03-22,0.0,8.526512829121202e-13,2.6858515411731787e-12,3.979039320256561e-13,2610.359184550535,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,468.04194999999993
2025-03-23,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-12,5.684341886080801e-13,1205.454183342355,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,817.5975
2025-03-24,0.0,9.094947017729282e-13,3.637978807091713e-12,3.979039320256561e-13,1644.682838458377,10800.0,1200.0,10800.000000000004,0.0,0,0,0,0,833.3333333333333,805.685
2025-03-25,2.2737367544323206e-13,8.242295734817162e-13,2.0179413695586845e-12,3.410605131648481e-13,1537.4193148784384,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,800.1924999999999
2025-03-26,0.0,9.094947017729282e-13,4.547473508864641e-12,5.684341886080801e-13,1437.5771138994678,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,787.93375
2025-03-27,1.1368683772161603e-13,9.094947017729282e-13,4.001776687800884e-11,2.8421709430404007e-13,1610.923805246964,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,766.7254166666667
2025-03-28,0.0,6.821210263296962e-13,1.4779288903810084e-12,3.410605131648481e-13,2500.6059730375105,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,483.8733333333333
2025-03-29,1.1368683772161603e-13,9.094947017729282e-13,1.5631940186722204e-12,3.979039320256561e-13,2430.258714243287,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,482.24499999999995
2025-03-30,2.2737367544323206e-13,7.958078640513122e-13,1.8189894035458565e-12,3.979039320256561e-13,1413.8253728685984,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,761.5791333333332
2025-03-31,2.2737367544323206e-13,9.094947017729282e-13,1.9826984498649836e-10,9.733724937177612e-11,1416.1198508340835,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,796.0470833333333
2025-04-01,2.2737367544323206e-13,9.094947017729282e-13,3.7061909097246826e-11,3.694822225952521e-13,1370.4675010852068,10799.638901261416,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,747.4150000000001
2025-04-02,1.1368683772161603e-13,9.094947017729282e-13,2.3092638912203256e-12,3.979039320256561e-13,1479.4440602760378,10777.82821100519,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,788.4129166666667
2025-04-03,1.1368683772161603e-13,7.958078640513122e-13,2.5011104298755527e-12,2.0463630789890885e-12,1412.7429438759223,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,774.6343157181248
2025-04-04,5.684341886080802e-14,9.094947017729282e-13,2.9558577807620168e-12,2.2737367544323206e-13,2458.3615311039384,10800.0,1199.999999999997,10800.000000000002,0.0,0,0,0,0,833.3333333333333,503.50333333333333
2025-04-05,5.684341886080802e-14,6.252776074688882e-13,1.8189894035458565e-12,4.092726157978177e-12,2175.022618228635,10800.0,1199.9999999999973,10800.0,0.0,0,0,0,0,833.3333333333333,483.91773333333333
2025-04-06,1.1368683772161603e-13,9.094947017729282e-13,1.4551915228366852e-11,5.684341886080801e-13,1285.1273507087833,10800.0,1200.0,10800.000000000011,0.0,0,0,0,0,833.3333333333333,739.665
2025-04-07,0.0,9.094947017729282e-13,2.0463630789890885e-12,4.547473508864641e-13,1480.088521567122,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,733.4268145648922
2025-04-08,2.2737367544323206e-13,9.094947017729282e-13,9.094947017729282e-13,2.2737367544323206e-13,1500.890013415799,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,745.3716666666667
2025-04-09,0.0,9.094947017729282e-13,1.3358203432289883e-12,5.684341886080801e-13,1499.8045714963469,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,748.3332325718868
2025-04-10,1.1368683772161603e-13,9.094947017729282e-13,1.7280399333685637e-11,4.547473508864641e-13,1568.3880461959266,10800.0,1199.9999999999986,10800.0,0.0,0,0,0,0,833.3333333333333,754.394666995352
2025-04-11,0.0,9.094947017729282e-13,1.1368683772161603e-12,2.2737367544323206e-13,2508.0889427137736,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,493.1533333333333
2025-04-12,0.0,9.094947017729282e-13,2.8421709430404007e-12,4.547473508864641e-13,2307.241237453934,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,476.1539333333333
2025-04-13,2.2737367544323206e-13,9.094947017729282e-13,2.8990143619012088e-12,4.547473508864641e-13,1385.965981818459,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,723.4964833333333
2025-04-14,1.1368683772161603e-13,7.958078640513122e-13,2.1600499167107046e-12,6.821210263296962e-13,1417.811006729211,10800.0,1200.0,10800.000000000004,0.0,0,0,0,0,833.3333333333333,745.8654373034299
2025-04-15,0.0,9.094947017729282e-13,1.673470251262188e-10,4.547473508864641e-13,1529.4000417770353,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,741.5150314331388
2025-04-16,1.1368683772161603e-13,9.094947017729282e-13,2.1600499167107046e-12,4.547473508864641e-13,1605.3514491900664,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,730.5316666666665
2025-04-17,1.1368683772161603e-13,9.094947017729282e-13,2.0179413695586845e-12,3.979039320256561e-13,1389.7455615162928,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,750.8766666666667
2025-04-18,5.684341886080802e-14,9.094947017729282e-13,2.736442183959298e-10,2.6645352591003757e-13,2647.8122336138927,10800.0,1199.999999999999,10800.000000000002,0.0,0,0,0,0,833.3333333333333,475.26
2025-04-19,0.0,9.094947017729282e-13,1.3642420526593924e-12,4.547473508864641e-13,2198.5271481751906,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,475.26865
2025-04-20,1.1368683772161603e-13,9.094947017729282e-13,2.9842794901924208e-12,3.979039320256561e-13,1341.221115638904,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,721.538821907983
2025-04-21,0.0,9.094947017729282e-13,1.3713474800169934e-12,4.547473508864641e-13,1487.1662840664517,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,740.0643833333334
2025-04-22,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-12,3.410605131648481e-13,1486.3577252801574,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,736.1570333333333
2025-04-23,0.0,9.094947017729282e-13,1.6439116734545678e-10,1.5051426771606202e-10,1590.8742581580702,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,741.819360388046
2025-04-24,0.0,9.094947017729282e-13,2.0463630789890885e-12,2.8421709430404007e-13,1465.2350442484426,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,745.5016666666667
2025-04-25,5.684341886080802e-14,8.526512829121202e-13,9.094947017729282e-13,3.410605131648481e-13,2387.7045989329017,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,490.2083333333333
2025-04-26,5.684341886080802e-14,9.094947017729282e-13,1.8189894035458565e-12,3.979039320256561e-13,1806.4133783898133,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,484.0626179674649
2025-04-27,1.1368683772161603e-13,7.673861546209082e-13,1.8189894035458565e-12,4.547473508864641e-13,1252.4476729769585,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,720.1666666666666
2025-04-28,0.0,9.094947017729282e-13,1.9326762412674725e-12,4.547473508864641e-13,1200.0,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,730.8916666666667
2025-04-29,1.1368683772161603e-13,9.094947017729282e-13,1.5152323840084136e-12,5.115907697472721e-13,1324.4410897368407,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,744.4015166666666
2025-04-30,1.1368683772161603e-13,9.094947017729282e-13,1.9042545318370685e-12,4.547473508864641e-13,1425.3669025973318,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,746.8378333333334
2025-05-01,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-12,3.410605131648481e-13,1200.0,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,755.1530320479947
2025-05-02,1.1368683772161603e-13,9.094947017729282e-13,2.1600499167107046e-12,3.552713678800501e-13,1580.8082501992596,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,544.9416666666666
2025-05-03,1.1368683772161603e-13,9.094947017729282e-13,1.8189894035458565e-12,5.684341886080801e-13,1535.7141985024846,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,528.9416666666666
2025-05-04,0.0,9.094947017729282e-13,2.2737367544323206e-12,2.8421709430404007e-13,1200.0000000000005,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,763.8047303858993
2025-05-05,0.0,9.094947017729282e-13,2.2737367544323206e-12,3.410605131648481e-13,1267.6596606026583,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,777.090925141436
2025-05-06,0.0,8.952838470577262e-13,2.7000623958883807e-12,5.684341886080801e-13,1342.7518183550774,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,783.5677999999999
2025-05-07,0.0,9.094947017729282e-13,1.2789769243681803e-12,3.979039320256561e-13,1305.1291723884322,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,812.3016666666667
2025-05-08,0.0,6.821210263296962e-13,1.764097682994036e-12,1.2873426925651169e-12,2041.9828243075162,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,807.8690492750853
2025-05-09,0.0,8.526512829121202e-13,1.8189894035458565e-12,2.2737367544323206e-13,2518.8183485591644,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,560.7918
2025-05-10,0.0,7.389644451905042e-13,3.126388037344441e-12,2.3874235921539366e-12,2416.4995141008967,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,554.0049499999999
2025-05-11,1.1368683772161603e-13,8.668621376273222e-13,1.9326762412674725e-12,5.684341886080801e-13,1521.276522397166,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-05-12,1.1368683772161603e-13,9.094947017729282e-13,1.0800249583553523e-11,6.342241182004195e-13,1902.589538328932,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,803.7521358993216
2025-05-13,0.0,9.094947017729282e-13,1.8189894035458565e-12,5.684341886080801e-13,1408.4093343711868,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,813.0359
2025-05-14,2.2737367544323206e-13,9.094947017729282e-13,4.845901457883883e-11,3.979039320256561e-13,1587.8532371293236,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,809.5740999999999
2025-05-15,1.1368683772161603e-13,9.094947017729282e-13,1.4139800441625994e-12,9.379164112033322e-13,1998.1443625629977,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,805.6216666666666
2025-05-16,5.684341886080802e-14,9.094947017729282e-13,1.9326762412674725e-12,1.1368683772161603e-12,2615.725350110296,10800.0,1199.9999999999977,10800.0,0.0,0,0,0,0,833.3333333333333,566.1133333333332
2025-05-17,0.0,8.526512829121202e-13,2.1174173525650986e-12,5.684341886080801e-13,1753.721366128763,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,592.7233490617815
2025-05-18,1.1368683772161603e-13,8.668621376273222e-13,2.5556801119819283e-10,1.5347723092418164e-11,1625.4825205515374,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-05-19,0.0,9.094947017729282e-13,1.4779288903810084e-12,5.684341886080801e-13,1478.714930324813,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,804.3447757841748
2025-05-20,0.0,7.105427357601002e-13,1.8474111129762605e-12,3.979039320256561e-13,1603.0183223333495,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,831.5733333333333
2025-05-21,0.0,9.094947017729282e-13,3.055333763768431e-12,4.547473508864641e-13,1750.7432547811031,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,811.0043333333333
2025-05-22,0.0,9.094947017729282e-13,2.2737367544323206e-12,3.979039320256561e-13,1631.6053522994316,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,796.4948190277212
2025-05-23,0.0,7.958078640513122e-13,9.094947017729282e-13,4.547473508864641e-13,2244.7122704978287,10800.0,1199.9999999999989,10800.0,0.0,0,0,0,0,833.3333333333333,551.3140666666666
2025-05-24,0.0,7.389644451905042e-13,2.7000623958883807e-12,2.4158453015843406e-13,2148.689710617751,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,551.4284333333334
2025-05-25,1.1368683772161603e-13,9.094947017729282e-13,1.8189894035458565e-12,3.410605131648481e-13,1429.1590488454456,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,798.9912333333333
2025-05-26,1.1368683772161603e-13,9.094947017729282e-13,1.9042545318370685e-12,1.4779288903810084e-12,1838.5490255603959,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,824.9333333333334
2025-05-27,0.0,9.094947017729282e-13,8.697043085703626e-11,2.8261837314857985e-12,1386.3168090268878,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,814.7522
2025-05-28,1.1368683772161603e-13,9.094947017729282e-13,9.094947017729282e-13,1.1155520951433573e-12,1607.5818587608053,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,817.9666112955974
2025-05-29,1.1368683772161603e-13,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,1597.1740692565509,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,818.6596281534217
2025-05-30,0.0,8.526512829121202e-13,1.0231815394945443e-12,4.547473508864641e-13,2433.9247374168317,10800.0,1199.9999999999995,10800.0,0.0,0,0,0,0,833.3333333333333,532.5197666666666
2025-05-31,0.0,9.094947017729282e-13,3.637978807091713e-12,4.547473508864641e-13,1591.2305921987402,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,550.4839192921329
2025-06-01,2.2737367544323206e-13,7.958078640513122e-13,2.1600499167107046e-12,4.547473508864641e-13,1200.0,10464.70356446793,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-02,2.2737367544323206e-13,9.094947017729282e-13,4.357048055680934e-09,3.979039320256561e-13,1200.0,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-03,2.2737367544323206e-13,7.958078640513122e-13,1.5347723092418164e-12,4.547473508864641e-13,1233.3740219477525,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-04,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-12,3.979039320256561e-13,1218.1724425032628,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-05,1.1368683772161603e-13,8.810729923425242e-13,1.4210854715202004e-12,3.694822225952521e-13,1200.0,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-06,0.0,9.094947017729282e-13,2.3305801732931286e-12,2.2737367544323206e-13,1654.7842173945978,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,662.1683333333333
2025-06-07,0.0,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,2066.5566799684225,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,659.9410833333333
2025-06-08,2.2737367544323206e-13,8.810729923425242e-13,1.646103186341104e-11,4.547473508864641e-13,1435.7583239510557,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-09,1.1368683772161603e-13,9.094947017729282e-13,3.2741809263825417e-10,4.547473508864641e-13,1570.5538803928123,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-10,1.1368683772161603e-13,9.094947017729282e-13,1.8189894035458565e-12,3.979039320256561e-13,1768.3728328677141,10800.0,1200.0,10800.000000000002,0.0,0,0,0,0,833.3333333333333,831.1552144988419
2025-06-11,2.2737367544323206e-13,9.094947017729282e-13,1.1368683772161603e-12,4.263256414560601e-13,2000.5629884884147,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,826.108174979909
2025-06-12,2.2737367544323206e-13,9.094947017729282e-13,1.8189894035458565e-11,4.547473508864641e-13,1817.9537318898406,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,819.8707010605075
2025-06-13,0.0,9.094947017729282e-13,1.8189894035458565e-12,2.2737367544323206e-13,2537.19876832665,10800.0,1199.9999999999998,10800.000000000002,0.0,0,0,0,0,833.3333333333333,637.9376166666666
2025-06-14,0.0,9.094947017729282e-13,1.8189894035458565e-12,3.410605131648481e-13,2561.416888888889,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,655.4149666666666
2025-06-15,2.2737367544323206e-13,8.526512829121202e-13,2.3874235921539366e-12,4.547473508864641e-13,1454.7454282285455,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-16,0.0,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,1876.2760026866913,10800.0,1199.9999999999998,10800.000000000002,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-17,1.1368683772161603e-13,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,1519.8393906066942,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-18,1.1368683772161603e-13,9.094947017729282e-13,1.9326762412674725e-12,7.176481631177012e-13,1837.9110034797532,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-19,1.1368683772161603e-13,8.242295734817162e-13,3.456079866737127e-11,3.126388037344441e-13,1544.3480349601086,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-20,0.0,9.094947017729282e-13,1.6370904631912708e-11,2.8421709430404007e-13,3391.032816719786,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,636.115
2025-06-21,5.684341886080802e-14,9.094947017729282e-13,2.2737367544323206e-12,4.547473508864641e-13,2801.928378292797,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,667.4907
2025-06-22,2.2737367544323206e-13,7.958078640513122e-13,5.366018740460277e-10,3.979039320256561e-13,1286.622488556059,10800.0,1199.9999999999998,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-23,1.1368683772161603e-13,9.094947017729282e-13,2.511114871595055e-09,5.920486323418572e-12,1549.462858990791,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-24,2.2737367544323206e-13,4.547473508864641e-13,3.069544618483633e-12,4.4586556668946287e-13,1848.108714629328,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,816.4815388037387
2025-06-25,0.0,9.094947017729282e-13,1.8260948309034575e-12,6.821210263296962e-13,1483.9374897478401,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
2025-06-26,1.1368683772161603e-13,9.094947017729282e-13,4.035882739117369e-12,4.547473508864641e-13,1403.1352331499404,10800.0,1200.0,10800.0,0.0,0,0,0,0,833.3333333333333,833.3333333333333
