date,signal,mae_kw,rmse_kw,nmae,weights,training_cutoff
2025-08-31,pv,175.41754026877578,284.60134313854724,0.0631010293589022,"{""lag1"": 0.26378379138551433, ""mean7"": 0.3071295986250585, ""lag7"": 0.21486453309628845, ""gbdt"": 0.2142220768931388}",2025-08-30
2025-09-01,load,486.4641273583419,562.0010692945549,0.0962789922254077,"{""lag1"": 0.10559647568010257, ""mean7"": 0.09268849348690222, ""lag7"": 0.3850993703120925, ""gbdt"": 0.4166156605209027}",2025-08-31
2025-09-01,pv,177.57709088494778,279.00125310468246,0.0629617760872099,"{""lag1"": 0.25604458608274744, ""mean7"": 0.3150254288607498, ""lag7"": 0.2138741454279361, ""gbdt"": 0.2150558396285666}",2025-08-31
2025-09-02,load,327.5666506288019,386.3257770989661,0.064687047882539,"{""lag1"": 0.10953218570304805, ""mean7"": 0.09892195276385596, ""lag7"": 0.37958092081002376, ""gbdt"": 0.41196494072307227}",2025-09-01
2025-09-02,pv,166.63482288776615,247.0377337508419,0.0592698288429355,"{""lag1"": 0.252255863323895, ""mean7"": 0.3165825530302468, ""lag7"": 0.21975042592579108, ""gbdt"": 0.2114111577200671}",2025-09-01
2025-09-03,load,266.5932433348421,322.5859352722079,0.0526891379755211,"{""lag1"": 0.11340101629615844, ""mean7"": 0.1027872832548076, ""lag7"": 0.36909980485522925, ""gbdt"": 0.4147118955938046}",2025-09-02
2025-09-03,pv,194.0051464306349,297.2544170877777,0.0706693921629568,"{""lag1"": 0.24754686491407654, ""mean7"": 0.31619553530606415, ""lag7"": 0.2263175615508163, ""gbdt"": 0.20994003822904306}",2025-09-02
2025-09-04,load,289.59556786430454,349.0125816725716,0.0574114181664966,"{""lag1"": 0.11607837738992921, ""mean7"": 0.10597716992469823, ""lag7"": 0.3573374588146143, ""gbdt"": 0.42060699387075823}",2025-09-03
2025-09-04,pv,229.8218062115008,421.723450616118,0.0821579420495348,"{""lag1"": 0.2458091425720004, ""mean7"": 0.31560700293945404, ""lag7"": 0.22963296938865205, ""gbdt"": 0.20895088509989362}",2025-09-03
2025-09-05,load,802.1360495173284,833.2006136794715,0.256229222814172,"{""lag1"": 0.11909153873211288, ""mean7"": 0.10942001797307085, ""lag7"": 0.3449624657008199, ""gbdt"": 0.4265259775939963}",2025-09-04
2025-09-05,pv,142.99852587416308,242.20586819981412,0.0502419703093198,"{""lag1"": 0.24691012375321444, ""mean7"": 0.3122932842335857, ""lag7"": 0.23268419618616554, ""gbdt"": 0.2081123958270344}",2025-09-04
2025-09-06,load,491.4671619031712,547.7453384734937,0.155555530846697,"{""lag1"": 0.12440414789260541, ""mean7"": 0.11313379712504183, ""lag7"": 0.34081122925319857, ""gbdt"": 0.4216508257291542}",2025-09-05
2025-09-06,pv,268.51890842026125,432.2550874207994,0.0946248633245376,"{""lag1"": 0.24271866027029232, ""mean7"": 0.3152097180712555, ""lag7"": 0.23309674138468003, ""gbdt"": 0.20897488027377223}",2025-09-05
2025-09-07,load,257.0924243000769,326.855290703527,0.0510859963216483,"{""lag1"": 0.1286754102996535, ""mean7"": 0.11630929005560664, ""lag7"": 0.332714655845263, ""gbdt"": 0.4223006437994769}",2025-09-06
2025-09-07,pv,131.6466410545291,247.97454444713887,0.0480024029967733,"{""lag1"": 0.24606334643393302, ""mean7"": 0.31406540663211807, ""lag7"": 0.2318033736862729, ""gbdt"": 0.20806787324767595}",2025-09-06
2025-09-08,load,193.60006365997555,248.95473130144296,0.0382733019230607,"{""lag1"": 0.13112883768630218, ""mean7"": 0.11856612248008049, ""lag7"": 0.32237699693680155, ""gbdt"": 0.4279280428968158}",2025-09-07
2025-09-08,pv,225.60314035515933,422.1107465024498,0.0873231734347738,"{""lag1"": 0.2424882088892641, ""mean7"": 0.3159375002814605, ""lag7"": 0.23334944299672342, ""gbdt"": 0.20822484783255202}",2025-09-07
2025-09-09,load,148.82849337886665,185.6818325038571,0.029499652231268,"{""lag1"": 0.13220553159681941, ""mean7"": 0.11907743448200041, ""lag7"": 0.32649235235312596, ""gbdt"": 0.42222468156805415}",2025-09-08
2025-09-09,pv,229.12146019414536,393.3683687567458,0.0808909013341267,"{""lag1"": 0.24344728810039004, ""mean7"": 0.3134997864800374, ""lag7"": 0.23216084323213207, ""gbdt"": 0.2108920821874404}",2025-09-08
2025-09-10,load,168.86066151258208,208.66563214267663,0.0334171341544654,"{""lag1"": 0.13247056326030654, ""mean7"": 0.1190828911866999, ""lag7"": 0.32724893742421746, ""gbdt"": 0.42119760812877605}",2025-09-09
