date,issue_hour,objective,elapsed_s,lp_simultaneous_cd,lp_emergency_charge,final_simultaneous_cd,final_emergency_charge,binaries,iterations,status,terminal_soc
2025-02-01,0,43757.21873730562,0.2900439000077313,0,30,0,0,144,1,0,1200.0
2025-02-01,6,13842.224602664946,0.47923459998855833,0,34,0,0,144,1,0,1200.0
2025-02-01,12,35877.36009680436,0.49144679999153595,0,46,0,0,144,1,0,1200.0
2025-02-01,18,43907.74860165602,0.6721073999942746,0,54,0,0,144,1,0,1200.0
2025-02-02,0,71951.91163828176,1.0120185999985551,0,28,0,0,144,1,0,1200.0
2025-02-02,6,15255.53494065918,0.3641764000058174,0,50,0,0,144,1,0,1200.0
2025-02-02,12,34119.46533969461,0.3584141000028467,0,44,0,0,144,1,0,1200.0
2025-02-02,18,46667.004086287365,0.4058932000043569,0,55,0,0,144,1,0,1200.0
2025-02-03,0,62098.668989034304,0.47269940000842325,0,32,0,0,144,1,0,1200.0
2025-02-03,6,9571.677368495439,0.3989527999947313,0,32,0,0,144,1,0,1200.0
2025-02-03,12,27392.471635428727,0.40414509999391157,0,55,0,0,144,1,0,1200.0
2025-02-03,18,43864.87708269215,0.17759589999332093,0,55,0,0,144,1,0,1200.0
2025-02-04,0,64328.212144009696,0.6848726000025636,0,31,0,0,144,1,0,1200.0
2025-02-04,6,9891.511041831543,1.1815465000108816,0,33,0,0,144,1,0,1200.0
2025-02-04,12,23500.771412623402,0.22431750000396278,0,45,0,0,144,1,0,1200.0
2025-02-04,18,45455.863362862925,0.41339489999518264,0,55,0,0,144,1,0,1200.0
2025-02-05,0,59692.97728363325,0.6503429000003962,0,31,0,0,144,1,0,1200.0
2025-02-05,6,11292.045171780144,1.410842400000547,0,47,0,0,144,1,0,1200.0
2025-02-05,12,28995.23685285508,1.4031397000071593,0,47,0,0,144,1,0,1200.0
2025-02-05,18,42736.25252299458,0.5137952000077348,0,54,0,0,144,1,0,1200.0
2025-02-06,0,64081.14321513545,0.42274550000729505,0,32,0,0,144,1,0,1200.0
2025-02-06,6,6875.157067248397,0.15372249999199994,0,30,0,0,144,1,0,1200.0
2025-02-06,12,18099.512747194014,0.32558160000189673,0,46,0,0,144,1,0,1200.0
2025-02-06,18,16703.48975694214,0.4576715999864973,0,57,0,0,144,1,0,1200.0
2025-02-07,0,32250.695842857065,0.7931154000107199,0,41,0,0,144,1,0,1200.0
2025-02-07,6,7287.743332879431,0.15649220001068898,0,28,0,0,144,1,0,1200.0
2025-02-07,12,11505.790733426467,1.5927038000081666,0,37,0,0,144,1,0,1200.0
2025-02-07,18,16819.120144168777,0.35579640000651125,0,59,0,0,144,1,0,1200.0
2025-02-08,0,37638.72833438005,0.824491899998975,0,37,0,0,144,1,0,1200.0
2025-02-08,6,16650.901999733043,0.5974627999967197,0,52,0,0,144,1,0,1200.0
2025-02-08,12,31258.22976528529,0.5701967000059085,0,45,0,0,144,1,0,1200.0
2025-02-08,18,49969.5130179036,0.21432450000429526,0,54,0,0,144,1,0,1200.0
2025-02-09,0,71076.52518273036,0.7209126000088872,0,28,0,0,144,1,0,1200.0
2025-02-09,6,15580.395845728528,0.6044487000035588,0,44,0,0,144,1,0,1200.0
2025-02-09,12,30826.676026879522,0.8291100000060396,0,47,0,0,144,1,0,1200.0
2025-02-09,18,43863.19883211081,0.5935750999924494,0,54,0,0,144,1,0,1200.0
