date,issue_hour,objective,elapsed_s,lp_simultaneous_cd,lp_emergency_charge,final_simultaneous_cd,final_emergency_charge,binaries,iterations,status,terminal_soc
2025-02-10,0,55424.30045729818,0.7717457999970065,0,30,0,0,144,1,0,1200.0
2025-02-10,6,7535.815497497398,0.4955169000022579,0,28,0,0,144,1,0,1200.0
2025-02-10,12,25074.819388279233,2.220978700002888,0,70,0,0,144,1,0,1200.0
2025-02-10,18,31663.802777127385,0.5841783000068972,0,53,0,0,144,1,0,1200.0
2025-02-11,0,55860.736712789316,0.29415670000889804,0,30,0,0,144,1,0,1200.0
2025-02-11,6,9485.232415616134,0.2547628000029363,0,28,0,0,144,1,0,1200.0
2025-02-11,12,18693.37691521457,0.27116109999769833,0,42,0,0,144,1,0,1200.0
2025-02-11,18,40121.91194176253,0.305692200010526,0,52,0,0,144,1,0,1200.0
2025-02-12,0,55964.075982668786,0.6547251000010874,0,31,0,0,144,1,0,1200.0
2025-02-12,6,9187.349558540258,0.2610831999918446,0,30,0,0,144,1,0,1200.0
2025-02-12,12,20845.142540243487,0.24382479999621864,0,51,0,0,144,1,0,1200.0
2025-02-12,18,38630.98624192691,0.3408488999994006,0,54,0,0,144,1,0,1200.0
2025-02-13,0,51153.703441240534,0.26041289999557193,0,28,0,0,144,1,0,1200.0
2025-02-13,6,8632.759214041913,0.16838279999501538,0,39,0,0,144,1,0,1200.0
2025-02-13,12,14688.303518123348,0.17214080000121612,0,44,0,0,144,1,0,1200.0
2025-02-13,18,15912.545267232032,0.14234100001340266,0,57,0,0,144,1,0,1200.0
2025-02-14,0,25225.323910226787,0.20263180001347791,0,36,0,0,144,1,0,1200.0
2025-02-14,6,9912.697607855853,0.1587666999985231,0,34,0,0,144,1,0,1200.0
2025-02-14,12,11214.753650155935,0.5936616999970283,0,41,0,0,144,1,0,1200.0
2025-02-14,18,11556.109837673108,0.47665839998808224,0,35,0,0,144,1,0,1200.0
2025-02-15,0,32986.82178180132,1.1843873000034364,0,43,0,0,144,1,0,1200.0
2025-02-15,6,10288.389811937315,0.4410388999967836,0,29,0,0,144,1,0,1200.0
2025-02-15,12,25410.13976642356,0.2692100999993272,0,46,0,0,144,1,0,1200.0
2025-02-15,18,34660.2042454889,0.19125809999241028,0,52,0,0,144,1,0,1200.0
2025-02-16,0,62688.24902486408,0.7279287999990629,0,28,0,0,144,1,0,1200.0
2025-02-16,6,9973.63228883313,0.24377659999299794,0,32,0,0,144,1,0,1200.0
2025-02-16,12,23253.124412679226,0.32529180000710767,0,44,0,0,144,1,0,1200.0
2025-02-16,18,32084.841059262773,0.420592199996463,0,58,0,0,144,1,0,1200.0
2025-02-17,0,53765.2934142341,0.1342300999967847,0,27,0,0,144,1,0,1200.0
2025-02-17,6,9715.93421233299,0.5266537000134122,0,38,0,0,144,1,0,1200.0
2025-02-17,12,18715.366585860116,0.1942667999974219,0,44,0,0,144,1,0,1200.0
2025-02-17,18,27726.81448833903,0.5041063999960897,0,60,0,0,144,1,0,1200.0
2025-02-18,0,48461.06867656302,0.2050903999916045,0,35,0,0,144,1,0,1200.0
2025-02-18,6,13754.50602863017,1.5027564000047278,0,96,0,0,144,1,0,1200.0
2025-02-18,12,25709.493216734078,1.280795799990301,0,72,0,0,144,1,0,1200.0
2025-02-18,18,30580.91070863178,0.2555164000077639,0,57,0,0,144,1,0,1200.0
2025-02-19,0,49833.069298071765,0.27692910000041593,0,35,0,0,144,1,0,1200.0
2025-02-19,6,12000.354962957315,0.4107016000052681,0,59,0,0,144,1,0,1200.0
2025-02-19,12,21139.712689275093,1.1549955000082264,0,50,0,0,144,1,0,1200.0
2025-02-19,18,27935.08267614309,1.44689279999875,0,59,0,0,144,1,0,1200.0
2025-02-20,0,51634.58003835646,0.24492179999651853,0,30,0,0,144,1,0,1200.0
2025-02-20,6,10784.144196558535,0.18182519999390934,0,29,0,0,144,1,0,1200.0
2025-02-20,12,11478.381187438483,0.5584149999922374,0,41,0,0,144,1,0,1200.0
2025-02-20,18,12752.996560427815,0.20951070000592154,0,37,0,0,144,1,0,1200.0
2025-02-21,0,24479.274102289364,0.3117534000048181,0,36,0,0,144,1,0,1200.0
2025-02-21,6,9360.253115421192,0.1737483000033535,0,69,0,0,144,1,0,1200.0
2025-02-21,12,14789.132365166606,0.2058065000019269,0,49,0,0,144,1,0,1200.0
2025-02-21,18,13632.579338850226,0.15882650000276044,0,56,0,0,144,1,0,1200.0
2025-02-22,0,28822.824338947506,0.6637731999944663,0,31,0,0,144,1,0,1200.0
2025-02-22,6,12615.500835891935,0.39575690000492614,0,36,0,0,144,1,0,1200.0
2025-02-22,12,21637.185487208226,0.920907099993201,0,43,0,0,144,1,0,1200.0
2025-02-22,18,36485.82429222055,0.4720639000006486,0,53,0,0,144,1,0,1200.0
2025-02-23,0,54651.67101145791,0.2519422999903327,0,30,0,0,144,1,0,1200.0
2025-02-23,6,14372.613616924064,0.3257493999990402,0,47,0,0,144,1,0,1200.0
2025-02-23,12,23500.834625711406,0.34692169999470934,0,43,0,0,144,1,0,1200.0
2025-02-23,18,32880.456752535574,0.9948704999987967,0,57,0,0,144,1,0,1200.0
2025-02-24,0,49772.107908170445,0.7294857999950182,0,37,0,0,144,1,0,1200.0
2025-02-24,6,12391.412945436174,0.21545340000011493,0,73,0,0,144,1,0,1200.0
2025-02-24,12,18392.62986476444,0.19715330000326503,0,46,0,0,144,1,0,1200.0
2025-02-24,18,28694.527182794805,1.0676176999986637,0,59,0,0,144,1,0,1200.0
2025-02-25,0,51105.2309469185,0.24706639999931213,0,29,0,0,144,1,0,1200.0
2025-02-25,6,10870.906646083404,0.5284936000098241,0,45,0,0,144,1,0,1200.0
2025-02-25,12,18744.67839802767,0.4418915999995079,0,48,0,0,144,1,0,1200.0
2025-02-25,18,29125.097242297656,0.26871799999207724,0,57,0,0,144,1,0,1200.0
2025-02-26,0,46339.96972926528,0.3502934000134701,0,39,0,0,144,1,0,1200.0
2025-02-26,6,12998.440620007272,0.8907438000023831,0,74,0,0,144,1,0,1200.0
2025-02-26,12,28777.293571498867,0.5226021999988006,0,46,0,0,144,1,0,1200.0
2025-02-26,18,36096.78573289764,0.3132456000021193,0,53,0,0,144,1,0,1200.0
2025-02-27,0,47826.602268175586,0.44370570000319276,0,36,0,0,144,1,0,1200.0
2025-02-27,6,9333.78182434902,0.18501509999623522,0,54,0,0,144,1,0,1200.0
2025-02-27,12,11824.561414747706,1.1927787000022363,0,50,0,0,144,1,0,1200.0
2025-02-27,18,13143.92055034212,0.16082550000282936,0,37,0,0,144,1,0,1200.0
2025-02-28,0,22731.548180960428,0.545650600004592,0,18,0,0,144,1,0,1200.0
2025-02-28,6,8913.164164127824,0.2999878999980865,0,46,0,0,144,1,0,1200.0
2025-02-28,12,10750.187991565466,0.3625505000090925,0,37,0,0,144,1,0,1200.0
2025-02-28,18,15079.751794484635,0.1690595999971265,0,55,0,0,144,1,0,1200.0
