date,issue_hour,objective,elapsed_s,lp_simultaneous_cd,lp_emergency_charge,final_simultaneous_cd,final_emergency_charge,binaries,iterations,tolerance_retry,status,terminal_soc
2025-02-01,0,43757.21873730563,0.3405575999931898,0,30,0,0,144,1,0,0,1200.0
2025-02-02,0,71951.91163828182,0.34079629999177996,0,28,0,0,144,1,0,0,1200.0
2025-02-03,0,62098.6689890343,0.4217575999937253,0,32,0,0,144,1,0,0,1200.0
2025-02-04,0,64328.21214400951,0.5128327999991598,0,31,0,0,144,1,0,0,1200.0
2025-02-05,0,59690.05836019193,0.7701337999897078,0,31,0,0,144,1,0,0,1200.0
2025-02-06,0,64080.58206084479,0.7028876999975182,0,32,0,0,144,1,0,0,1200.0
2025-02-07,0,32250.69584285706,0.6454213999968488,0,41,0,0,144,1,0,0,1200.0
2025-02-08,0,37638.72833438005,0.4744626000028802,0,37,0,0,144,1,0,0,1200.0
2025-02-09,0,71076.5251827314,0.3021759999974165,0,28,0,0,144,1,0,0,1200.0
2025-02-10,0,55424.30045729818,0.6648160999902757,0,30,0,0,144,1,0,0,1200.0
2025-02-11,0,55860.73671278931,0.19952359999297187,0,30,0,0,144,1,0,0,1200.0
2025-02-12,0,55964.07598266843,0.5110960999882082,0,31,0,0,144,1,0,0,1200.0
2025-02-13,0,51153.703441239515,0.4890966999955708,0,28,0,0,144,1,0,0,1200.0
2025-02-14,0,25215.504413382838,0.17977180000161752,0,36,0,0,144,1,0,0,1200.0
2025-02-15,0,32986.8217818015,1.3282129999861354,0,43,0,0,144,1,0,0,1200.0
2025-02-16,0,62688.24902486208,0.33223529999668244,0,28,0,0,144,1,0,0,1200.0
2025-02-17,0,53765.29341423408,0.5588496999989729,0,27,0,0,144,1,0,0,1200.0
2025-02-18,0,48436.332238534145,0.1445605000044452,0,35,0,0,144,1,0,0,1200.0
2025-02-19,0,49834.253587406296,0.15913970000110567,0,35,0,0,144,1,0,0,1200.0
2025-02-20,0,51625.933994669314,0.3467533000075491,0,30,0,0,144,1,0,0,1200.0
2025-02-21,0,24451.845490396656,0.3141671000048518,0,36,0,0,144,1,0,0,1200.0
2025-02-22,0,28822.82433894751,0.40025510000123177,0,31,0,0,144,1,0,0,1200.0
2025-02-23,0,54651.67101145791,0.1732157000078587,0,30,0,0,144,1,0,0,1200.0
2025-02-24,0,49772.10790817044,0.5007803999906173,0,37,0,0,144,1,0,0,1200.0
2025-02-25,0,51105.2309469185,0.17573040000570472,0,29,0,0,144,1,0,0,1200.0
2025-02-26,0,46339.96972926528,0.19001879999996163,0,39,0,0,144,1,0,0,1200.0
2025-02-27,0,47833.2529252744,0.1853631999983918,0,36,0,0,144,1,0,0,1200.0
2025-02-28,0,22726.206603287672,0.5701287999982014,0,18,0,0,144,1,0,0,1200.0
2025-03-01,0,25816.324076377332,0.3977706000005128,0,33,0,0,144,1,0,0,1200.0
2025-03-02,0,51182.40679083472,0.5617016000032891,0,31,0,0,144,1,0,0,1200.0
2025-03-03,0,55135.42640880074,0.7757251000002725,0,30,0,0,144,1,0,0,1200.0
2025-03-04,0,49130.33128975359,0.17874740000115708,0,38,0,0,144,1,0,0,1200.0
2025-03-05,0,51199.856713141126,0.18402749999950174,0,33,0,0,144,1,0,0,1200.0
2025-03-06,0,47574.6560121911,0.8208884000050602,0,36,0,0,144,1,0,0,1200.0
2025-03-07,0,25500.404141800464,0.21721370000159368,0,30,0,0,144,1,0,0,1200.0
2025-03-08,0,19994.168639527426,0.16726140001264866,0,6,0,0,144,1,0,0,1200.0
2025-03-09,0,45884.11321458093,0.17341420000593644,0,29,0,0,144,1,0,0,1200.0
2025-03-10,0,46695.801942374026,0.5818118000024697,0,33,0,0,144,1,0,0,1200.0
2025-03-11,0,42253.35592315306,0.15378760000749025,0,38,0,0,144,1,0,0,1200.0
2025-03-12,0,49730.852583499756,0.18279310000070836,0,30,0,0,144,1,0,0,1200.0
2025-03-13,0,49079.47358398744,0.7465663000039058,0,37,0,0,144,1,0,0,1200.0
2025-03-14,0,20904.939463204,0.17022650000581052,0,8,0,0,144,1,0,0,1200.0
2025-03-15,0,19695.18358086859,0.6951645000081044,0,23,0,0,144,1,0,0,1200.0
2025-03-16,0,43557.96558376555,0.7672276000084821,0,39,0,0,144,1,0,0,1200.0
2025-03-17,0,44157.4633398674,0.28054020000854507,0,33,0,0,144,1,0,0,1200.0
2025-03-18,0,50673.75290075907,0.4702398999943398,0,29,0,0,144,1,0,0,1200.0
2025-03-19,0,41993.90606947245,0.5327920999989146,0,36,0,0,144,1,0,0,1200.0
2025-03-20,0,47759.14637947129,0.307852300000377,0,35,0,0,144,1,0,0,1200.0
2025-03-21,0,20736.045733215135,0.24441260000457987,0,18,0,0,144,1,0,0,1200.0
2025-03-22,0,20113.600311756778,0.24976739998965058,0,6,0,0,144,1,0,0,1200.0
2025-03-23,0,43710.653904804734,0.18210050000925548,0,39,0,0,144,1,0,0,1200.0
2025-03-24,0,45906.0452650793,0.12858090001100209,0,32,0,0,144,1,0,0,1200.0
2025-03-25,0,50280.4549154188,0.8469575000053737,0,29,0,0,144,1,0,0,1200.0
2025-03-26,0,42700.143953320905,0.2593918000056874,0,36,0,0,144,1,0,0,1200.0
2025-03-27,0,45492.66761860054,0.4078884000045946,0,30,0,0,144,1,0,0,1200.0
2025-03-28,0,20147.33695289789,0.42465669999364763,0,9,0,0,144,1,0,0,1200.0
2025-03-29,0,17992.052059311085,0.3147177000064403,0,5,0,0,144,1,0,0,1200.0
2025-03-30,0,40974.0831917077,0.2074313000048278,0,37,0,0,144,1,0,0,1200.0
2025-03-31,0,38633.66945007094,0.8022876999893924,0,34,0,0,144,1,0,0,1200.0
2025-04-01,0,46513.021945908826,0.5285289000021294,0,29,0,0,144,1,0,0,1200.0
2025-04-02,0,44528.38013127512,0.14128060000075493,0,38,0,0,144,1,0,0,1200.0
2025-04-03,0,45774.67658957658,0.12239610000688117,0,36,0,0,144,1,0,0,1200.0
2025-04-04,0,18458.4808727924,0.054809900000691414,0,6,0,0,144,1,0,0,1200.0
2025-04-05,0,17354.73039013315,0.19673870000406168,0,4,0,0,144,1,0,0,1200.0
2025-04-06,0,40731.106432591405,0.4800202000042191,0,39,0,0,144,1,0,0,1200.0
2025-04-07,0,37019.895150304495,0.1408884999982547,0,36,0,0,144,1,0,0,1200.0
2025-04-08,0,43756.42317658827,0.15098400000715628,0,38,0,0,144,1,0,0,1200.0
2025-04-09,0,42650.026970421626,0.24417550000362098,0,40,0,0,144,1,0,0,1200.0
2025-04-10,0,41739.5078995598,0.3995198999909917,0,37,0,0,144,1,0,0,1200.0
2025-04-11,0,16988.370179601512,0.4672468999924604,0,5,0,0,144,1,0,0,1200.0
2025-04-12,0,18271.88105200743,0.42298099999607075,0,7,0,0,144,1,0,0,1200.0
2025-04-13,0,37377.02880988607,0.8215217999968445,0,36,0,0,144,1,0,0,1200.0
2025-04-14,0,41890.61476755201,0.16914359999645967,0,37,0,0,144,1,0,0,1200.0
2025-04-15,0,36093.43100747872,0.11788419999356847,0,32,0,0,144,1,0,0,1200.0
2025-04-16,0,39770.43569336748,0.36041119998844806,0,39,0,0,144,1,0,0,1200.0
2025-04-17,0,37143.540756358336,0.476736600001459,0,32,0,0,144,1,0,0,1200.0
2025-04-18,0,17323.829096349244,0.4298142000043299,0,5,0,0,144,1,0,0,1200.0
2025-04-19,0,15746.842774898296,0.1392685999890091,0,3,0,0,144,1,0,0,1200.0
2025-04-20,0,35462.40417762459,0.18190580001100898,0,31,0,0,144,1,0,0,1200.0
2025-04-21,0,40144.86428218129,0.5669815000001108,0,36,0,0,144,1,0,0,1200.0
2025-04-22,0,35191.75259463988,0.2904551000101492,0,33,0,0,144,1,0,0,1200.0
2025-04-23,0,34920.60817156831,0.4570848000003025,0,32,0,0,144,1,0,0,1200.0
2025-04-24,0,36176.46237982044,0.49258660001214594,0,32,0,0,144,1,0,0,1200.0
2025-04-25,0,16916.6891268198,0.10349459999997634,0,4,0,0,144,1,0,0,1200.0
2025-04-26,0,15710.689676794666,0.07541830000991467,0,2,0,0,144,1,0,0,1200.0
2025-04-27,0,32461.976681835014,0.46521959999518003,0,22,0,0,144,1,0,0,1200.0
2025-04-28,0,42594.07279394919,1.011017400000128,0,32,0,0,144,1,0,0,1200.0
2025-04-29,0,36469.62601158298,1.3149365999997826,0,34,0,0,144,1,0,0,1200.0
2025-04-30,0,35006.19604650166,0.9956630999949994,0,32,0,0,144,1,0,0,1200.0
2025-05-01,0,37095.09460318477,0.6088711000047624,0,33,0,0,144,1,0,0,1200.0
2025-05-02,0,20338.264800426045,0.09542549999605399,0,15,0,0,144,1,0,0,1200.0
2025-05-03,0,17432.766020881496,0.2506169999978738,0,5,0,0,144,1,0,0,1200.0
2025-05-04,0,37815.834334458676,0.2047008000081405,0,33,0,0,144,1,0,0,1200.0
2025-05-05,0,42866.63934201541,0.13612660000217147,0,40,0,0,144,1,0,0,1200.0
2025-05-06,0,37264.89957475659,0.6072265000111656,0,33,0,0,144,1,0,0,1200.0
2025-05-07,0,40205.86090455276,0.32210249999479856,0,34,0,0,144,1,0,0,1200.0
2025-05-08,0,44058.73126581021,0.228124300003401,0,39,0,0,144,1,0,0,1200.0
2025-05-09,0,22099.958175271444,0.1434813999949256,0,21,0,0,144,1,0,0,1200.0
2025-05-10,0,18975.13421993362,0.5931142000044929,0,3,0,0,144,1,0,0,1200.0
2025-05-11,0,39133.264456149314,0.14108699999633245,0,32,0,0,144,1,0,0,1200.0
2025-05-12,0,38736.91785438654,0.8200393000006443,0,34,0,0,144,1,0,0,1200.0
2025-05-13,0,44301.64759755153,0.3538210999977309,0,36,0,0,144,1,0,0,1200.0
2025-05-14,0,43624.89347849518,0.7265954999893438,0,37,0,0,144,1,0,0,1200.0
2025-05-15,0,42767.27571481933,0.185783499997342,0,32,0,0,144,1,0,0,1200.0
2025-05-16,0,20193.985680490237,0.4968058999947971,0,2,0,0,144,1,0,0,1200.0
2025-05-17,0,19058.647132470716,0.04288809999707155,0,1,0,0,144,1,0,0,1200.0
2025-05-18,0,41402.04135040099,0.4261662999924738,0,36,0,0,144,1,0,0,1200.0
2025-05-19,0,39746.53639308972,0.16446449999057222,0,35,0,0,144,1,0,0,1200.0
2025-05-20,0,39547.403853743046,0.46267290000105277,0,34,0,0,144,1,0,0,1200.0
2025-05-21,0,37238.622743584725,0.6279950000025565,0,31,0,0,144,1,0,0,1200.0
2025-05-22,0,38377.097416191675,0.3832972999953199,0,33,0,0,144,1,0,0,1200.0
2025-05-23,0,18464.24692272898,0.47040279999782797,0,3,0,0,144,1,0,0,1200.0
2025-05-24,0,19121.179637581583,0.04328700000769459,0,1,0,0,144,1,0,0,1200.0
2025-05-25,0,36864.41755295127,0.0906218999880366,0,32,0,0,144,1,0,0,1200.0
2025-05-26,0,38344.002173427136,0.7858140999887837,0,34,0,0,144,1,0,0,1200.0
2025-05-27,0,36558.526804439265,0.2273535999993328,0,34,0,0,144,1,0,0,1200.0
2025-05-28,0,40672.56789848431,0.545046100000036,0,36,0,0,144,1,0,0,1200.0
