interval_end_h,price,load_kW,pv_kW,grid_kWh,charge_kWh,discharge_kWh,spill_kWh,SOC_end_kWh
9.833333333333334,0.9569,5899.1262,6216.1528,0.0,52.83776666666669,0.0,0.0,1897.8598907407397
10.0,0.9977,5902.2196,6409.5941,0.0,84.56241666666665,0.0,0.0,1973.9660657407396
10.166666666666666,0.9919,5897.4793,6599.3808,0.0,116.98358333333333,0.0,0.0,2079.2512907407395
10.333333333333334,0.9588,5886.7568,6766.7204,0.0,146.66060000000002,0.0,0.0,2211.2458307407396
10.5,0.9549,5873.4708,6914.5923,0.0,173.52025000000003,0.0,0.0,2367.4140557407395
10.666666666666666,0.9839,5858.0308,7064.2053,0.0,201.0290833333332,0.0,0.0,2548.3402307407396
10.833333333333334,0.799,5844.9948,7197.4315,0.0,225.40611666666655,0.0,0.0,2751.2057357407393
11.0,0.5025,5839.0587,7303.1142,0.0,244.00925000000007,0.0,0.0,2970.8140607407395
11.166666666666666,0.4662,5838.7103,7387.6848,575.1709166666667,833.3333333333334,0.0,0.0,3720.8140607407395
11.333333333333334,0.5007,5823.4378,7459.227,0.0,272.6315333333334,0.0,0.0,3966.1824407407394
11.5,0.4827,5814.7932,7520.7191,0.0,284.32098333333334,0.0,0.0,4222.07132574074
11.666666666666666,0.4785,5832.3951,7568.2039,179.2771713991827,468.5786380658495,0.0,0.0,4643.792100000004
11.833333333333334,0.4662,5712.901,7592.1539,520.1245166666666,833.3333333333334,0.0,0.0,5393.792100000004
12.0,0.4432,5519.4607,7601.0433,486.40289999999993,833.3333333333334,0.0,0.0,6143.792100000004
12.166666666666666,0.4411,5494.7907,7612.316,480.41245,833.3333333333334,0.0,0.0,6893.792100000004
12.333333333333334,0.4551,5514.4524,7602.6524,485.30000000000007,833.3333333333334,0.0,0.0,7643.792100000004
12.5,0.4463,5485.829,7554.1872,488.6069666666666,833.3333333333334,0.0,0.0,8393.792100000004
12.666666666666666,0.4113,5462.3628,7472.7384,498.27073333333334,833.3333333333334,0.0,0.0,9143.792100000004
12.833333333333334,0.5682,5566.1066,7393.4172,0.0,304.55176666666665,0.0,0.0,9417.888690000003
13.0,0.8279,5725.7548,7312.7979,0.0,264.50718333333333,0.0,0.0,9655.945155000003
13.166666666666666,0.8636,5739.4957,7194.541,0.0,242.50754999999995,0.0,0.0,9874.201950000002
13.333333333333334,0.8416,5714.6836,7053.1371,0.0,223.07558333333327,0.0,0.0,10074.969975000002
13.5,0.8618,5717.8505,6910.4064,0.0,198.7593166666667,0.0,0.0,10253.853360000001
13.666666666666666,0.8623,5708.2486,6772.4075,0.0,177.35981666666672,0.0,0.0,10413.477195000001
13.833333333333334,0.9026,5696.9182,6607.36,0.0,151.74029999999993,0.0,0.0,10550.043465
14.0,0.9754,5692.2983,6412.5085,0.0,120.03503333333326,0.0,0.0,10658.074995
14.166666666666666,1.0002,5687.1291,6214.0158,0.0,87.81445000000001,0.0,0.0,10737.108
14.333333333333334,0.9978,5678.962,6000.7112,0.0,53.62486666666655,0.0,0.0,10785.37038
14.5,1.0271,5669.4508,5766.9816,0.0,16.255133333333408,0.0,0.0,10800.0
14.666666666666666,1.0906,5664.1948,5521.5066,0.0,0.0,23.781366666666752,0.0,10773.57625925926
14.833333333333334,0.9376,5672.7011,5268.781,0.0,0.0,67.32001666666672,0.0,10698.77624074074
15.0,0.6694,5682.2544,5009.7152,112.0898666666667,0.0,0.0,0.0,10698.77624074074
15.166666666666666,0.66,5669.0195,4743.4484,266.7326936213991,112.47084362139907,0.0,0.0,10800.0
15.333333333333334,0.7217,5656.3651,4471.224,197.52351666666664,0.0,0.0,0.0,10800.0
15.5,0.7308,5657.0867,4188.2025,244.81403333333324,0.0,0.0,0.0,10800.0
15.666666666666666,0.7534,5662.6008,3889.3931,295.53461666666675,0.0,0.0,0.0,10800.0
15.833333333333334,0.7823,5669.2596,3594.5946,345.7775000000001,0.0,0.0,0.0,10800.0
16.0,0.8055,5673.4767,3303.8878,394.93148333333335,0.0,0.0,0.0,10800.0
16.166666666666668,0.8271,5671.0146,2998.4247,445.43165000000005,0.0,-0.0,0.0,10800.0
16.333333333333332,0.8519,5661.5926,2687.4131,495.6965833333333,0.0,-0.0,0.0,10800.0
16.5,0.8791,5665.8922,2383.1779,547.11905,0.0,-0.0,0.0,10800.0
16.666666666666668,0.9024,5689.0372,2089.1246,599.9854333333333,0.0,0.0,0.0,10800.0
16.833333333333332,0.9163,5603.6614,1791.0829,635.4297499999999,0.0,0.0,0.0,10800.0
17.0,0.9264,5466.7124,1501.7283,660.8306833333335,0.0,-0.0,0.0,10800.0
17.166666666666668,0.9462,5467.3939,1255.1723,702.0369333333333,0.0,-0.0,0.0,10800.0
17.333333333333332,0.9742,5464.727,1036.3323,738.0657833333333,0.0,-0.0,0.0,10800.0
17.5,0.9862,5492.4458,836.7775,775.9447166666667,0.0,-0.0,0.0,10800.0
17.666666666666668,0.976,5621.7308,665.2313,826.08325,0.0,0.0,0.0,10800.0
17.833333333333332,1.0742,5091.2126,516.6758,762.4227999999999,0.0,-0.0,0.0,10800.0
18.0,1.2313,4208.5688,386.6731,636.9826166666667,0.0,-0.0,0.0,10800.0
18.166666666666668,1.2561,4122.7611,275.7933,531.8940499999999,0.0,109.26725000000005,0.0,10678.591944444444
18.333333333333332,1.2447,4255.9358,182.9526,678.8305333333334,0.0,0.0,0.0,10678.591944444444
18.5,1.2545,4225.9524,108.3414,686.2685,0.0,0.0,0.0,10678.591944444444
18.666666666666668,1.2522,4233.3384,54.3121,696.5043833333333,0.0,0.0,0.0,10678.591944444444
18.833333333333332,1.2881,4246.4625,18.6569,0.0,0.0,704.6342666666666,0.0,9895.664981481481
19.0,1.3466,4239.1795,0.2753,0.0,0.0,706.4840333333333,0.0,9110.682722222222
19.166666666666668,1.3523,4244.6684,0.2296,0.0,0.0,707.4064666666667,0.0,8324.675537037037
19.333333333333332,1.3445,4251.9187,0.6007,0.0,0.0,708.553,0.0,7537.394425925927
19.5,1.3483,4256.6813,0.0,0.0,0.0,709.4468833333334,0.0,6749.120111111112
19.666666666666668,1.349,4267.3947,0.0,0.0,0.0,711.23245,0.0,5958.861833333334
19.833333333333332,1.3473,4269.975,0.0,0.0,0.0,711.6625,0.0,5168.125722222223
20.0,1.3482,4268.6702,0.0,0.0,0.0,711.4450333333333,0.0,4377.631240740741
20.166666666666668,1.3513,4282.2245,0.0,0.0,0.0,713.7040833333334,0.0,3584.626703703704
20.333333333333332,1.34,4291.7049,0.0,0.0,0.0,715.28415,0.0,2789.8665370370372
20.5,1.3489,4291.3611,0.0,0.0,0.0,715.22685,0.0,1995.1700370370372
20.666666666666668,1.3952,4293.9182,0.0,0.0,0.0,715.6530333333334,0.0,1200.0
20.833333333333332,1.2226,4295.2135,0.0,715.8689166666667,0.0,-0.0,0.0,1200.0
21.0,0.9332,4302.0307,0.0,717.0051166666667,0.0,0.0,0.0,1200.0
21.166666666666668,0.9068,4320.9618,0.0,720.1603,0.0,0.0,0.0,1200.0
21.333333333333332,0.9371,4302.3292,0.0,717.0548666666667,0.0,0.0,0.0,1200.0
21.5,0.9371,4322.6758,0.0,720.4459666666667,0.0,0.0,0.0,1200.0
21.666666666666668,0.9871,4428.8083,0.0,738.1347166666666,0.0,-0.0,0.0,1200.0
21.833333333333332,0.7764,4030.1614,0.0,671.6935666666667,0.0,-0.0,0.0,1200.0
22.0,0.4209,3362.7419,0.0,1393.7903166666667,833.3333333333334,0.0,0.0,1950.0
22.166666666666668,0.3859,3309.3934,0.0,1384.8989000000001,833.3333333333334,0.0,0.0,2700.0
22.333333333333332,0.4368,3412.9563,0.0,568.82605,0.0,0.0,0.0,2700.0
22.5,0.4198,3381.9313,0.0,1396.98855,833.3333333333334,0.0,0.0,3450.0
22.666666666666668,0.4186,3386.5592,0.0,1397.7598666666668,833.3333333333334,0.0,0.0,4200.0
22.833333333333332,0.4241,3400.4846,0.0,566.7474333333333,0.0,0.0,0.0,4200.0
23.0,0.4237,3399.2426,0.0,1399.8737666666666,833.3333333333334,0.0,0.0,4950.0
23.166666666666668,0.4248,3406.9809,0.0,567.83015,0.0,0.0,0.0,4950.0
23.333333333333332,0.424,3416.1518,0.0,902.6919666666668,333.3333333333333,0.0,0.0,5250.0
23.5,0.422,3421.9811,0.0,1403.6635166666667,833.3333333333334,0.0,0.0,6000.0
23.666666666666668,0.424,3429.6923,0.0,571.6153833333334,0.0,0.0,0.0,6000.0
23.833333333333332,0.4271,3439.061,0.0,573.1768333333333,0.0,0.0,0.0,6000.0
24.0,0.4276,3444.7259,0.0,574.1209833333334,0.0,0.0,0.0,6000.0
