date,policy,total_cost_yuan,regular_cost_yuan,baseline_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,emergency_kwh,emergency_intervals,end_storage_kwh,solver_time_s,max_mip_gap,wall_time_s
2025-03-16,24h,69352.01687700278,38761.913213215084,35881.00684942749,2880.906363787598,30590.103663787697,6722.345945476242,89,8193.695101288984,1.1507904004538432,0.0,0.05172020001919009
2025-03-17,24h,53878.4755672968,40000.070437619535,37616.21326326855,2383.8571743509788,13878.405129677267,2917.3360921719,47,8043.285024874644,1.1963232003618032,0.0,0.05259439998189919
2025-03-18,24h,58269.203138133686,41259.63111785621,42722.64342739971,-1463.012309543497,17009.57202027748,3673.495328439195,58,8126.70740128198,1.2118320000590757,0.0,0.05273809999926016
2025-03-19,24h,56722.170339765915,42218.615545035835,35669.70765327618,6548.907891759656,14503.554794730082,3210.579045436246,54,8031.127466389825,1.1178215998224914,0.0,0.05138819999410771
2025-03-20,24h,62774.83014620906,42247.12409120075,40661.040171372355,1586.0839198283925,20527.706055008315,4488.997475858883,64,3921.76854430183,1.126468799659051,0.0,0.05312870000489056
2025-03-21,24h,23490.066857708982,20286.964904074503,20268.323433665144,18.641470409357737,3203.1019536344797,774.7701621204596,9,4028.9723716644157,1.1329199995379895,0.0,0.05079799998202361
2025-03-22,24h,26659.341830785626,22974.310667086047,18011.56315602325,4962.747511062797,3685.0311636995775,950.7638765242614,17,9249.368689905374,1.0587672006804496,0.0,0.050032900006044656
2025-03-23,24h,68320.31079337893,35497.14505734666,35930.082342230686,-432.9372848840302,32823.16573603227,7147.639694116476,91,8319.380172407602,1.1825244000647217,0.0,0.05305779998889193
2025-03-24,24h,56756.01057307278,39302.45014142652,38299.14653032425,1003.3036111022667,17453.56043164626,3856.3300753212216,58,8506.6765449219,1.0801043997053057,0.0,0.05161009999574162
2025-03-25,24h,61949.89971503148,42332.72154769963,42314.79959862567,17.921949073955744,19617.17816733186,4417.239484328527,71,6941.436101177349,1.0833012020448223,0.0,0.04536219997680746
2025-03-26,24h,55064.01449178522,38791.6332345285,37166.1634135652,1625.4698209632966,16272.381257256728,3597.4198030967323,62,8427.131652813838,1.1564712007530034,0.0,0.05385610001394525
2025-03-27,24h,57343.262293059815,39621.058092830965,38889.005214093595,732.0528787373667,17722.204200228854,4111.040597190435,65,5419.838764713551,1.1002572012366727,0.0,0.05530509998789057
2025-03-28,24h,22220.869464317904,19997.537925532215,20134.123435145273,-136.58550961305667,2223.331538785688,562.7868727467633,9,4920.030080423316,1.1405483979033306,0.0,0.05143560000578873
2025-03-29,24h,21997.873469318583,18524.54108928685,16277.953893269172,2246.5871960176764,3473.3323800317326,865.1353035650018,21,7007.442470440687,1.1076408008811995,0.0,0.05192880000686273
2025-03-30,24h,60110.59564587254,35202.20183987608,33485.72985772608,1716.471982149997,24908.393805996468,5541.90091162478,79,8274.8010014384,1.0768788002897054,0.0,0.04920979999587871
2025-03-31,24h,57581.64630931625,41200.096937552385,33955.023876565865,7245.073060986519,16381.549371763867,3714.5951913569465,60,7942.412847564348,1.0724543980322778,0.0,0.04730930001824163
2025-04-01,24h,56545.24173879692,40452.36363075702,40028.672677566545,423.69095319047227,16092.878108039902,3798.523254373701,66,8562.457205597171,1.1532600003993139,0.0,0.052166700013913214
2025-04-02,24h,54896.448005896265,39173.78953331396,38020.349777905,1153.4397554089596,15722.658472582301,3583.4198286801866,70,7901.203657625553,1.014224398881197,0.0,0.05164900000090711
2025-04-03,24h,52347.89341022358,38061.37615930826,39567.00623104669,-1505.6300717384297,14286.51725091532,3267.1671144471306,67,2941.979716958765,1.1272499993210658,0.0,0.05472640000516549
2025-04-04,24h,21317.983253548013,18381.121627617922,18168.253592027766,212.86803559015567,2936.8616259300907,709.9438180493416,11,3628.114188504775,1.1988215994788334,0.0,0.05359550000866875
2025-04-05,24h,23972.70955347511,19450.47637780081,15570.891518886754,3879.5848589140564,4522.233175674301,1182.0624926173696,32,6550.030129230951,1.1679047998040915,0.0,0.05407000001287088
2025-04-06,24h,56433.12157447377,34951.78312813069,32343.739362740205,2608.0437653904864,21481.33844634308,4765.1524592781325,77,5303.984805497683,1.1672784002730623,0.0,0.05569599999580532
2025-04-07,24h,55506.618576525,37631.133199566524,32510.62002338936,5120.513176177166,17875.485376958473,4163.926847685511,64,6171.489175699638,1.12866480066441,0.0,0.05113009997876361
2025-04-08,24h,52708.437845298395,39262.12268854974,37800.01907704334,1462.1036115063953,13446.315156748657,2941.3097596524394,54,8465.704224052039,1.2597588003845885,0.0,0.05295599999953993
2025-04-09,24h,53429.276083437144,39182.30090363521,37053.59586793936,2128.7050356958475,14246.975179801932,3151.8880063734164,63,8418.168970921226,1.1331791994161904,0.0,0.05654360001790337
2025-04-10,24h,54586.957276806046,35729.97979419038,36443.094531632014,-713.1147374416319,18856.977482615664,4286.371332849839,70,2813.486271592573,1.1391335986554623,0.0,0.050129200011724606
2025-04-11,24h,22256.60945578241,18455.90087348833,17175.879370231116,1280.0215032572132,3800.7085822940826,962.1463346103939,13,4396.411649437556,1.1022767998510972,0.0,0.05151540000224486
2025-04-12,24h,22468.772827242727,19472.0131524519,16013.07378346783,3458.93936898407,2996.7596747908265,897.9816920585251,21,8521.457164011976,1.1632140007568523,0.0,0.05160679999971762
2025-04-13,24h,62886.365358509385,34973.455279070884,30032.04560865906,4941.409670411825,27912.9100794385,6220.743817936593,86,7710.089954180204,1.132365599507466,0.0,0.05246469998382963
2025-04-14,24h,48568.8712799716,35497.79664573287,36137.94842087802,-640.1517751451479,13071.074634238728,3049.2590748848784,62,4363.067607601347,1.0882908002240583,0.0,0.05354769999394193
2025-04-15,24h,52929.85281795153,37858.30344855828,31628.71030498436,6229.593143573924,15071.549369393246,3380.40481802251,49,8635.806214339416,1.1694347978336737,0.0,0.052578599978005514
2025-04-16,24h,57114.943908189525,39108.04000251717,34471.68194693781,4636.358055579358,18006.90390567236,4239.194928477011,67,8522.748255210381,1.0563299999339506,0.0,0.04806359999929555
2025-04-17,24h,50849.62926430676,34908.281282749376,32683.007891744615,2225.273391004759,15941.34798155738,3720.5905095606613,59,2827.239966527786,1.1686103988904506,0.0,0.05562259998987429
2025-04-18,24h,19353.316265192585,17313.437113805372,17278.693341979066,34.743771826307324,2039.8791513872134,542.1796948151498,12,3562.5624532473357,1.166047201375477,0.0,0.0533010000071954
2025-04-19,24h,20857.535225400017,16649.52342256984,14260.379990110408,2389.1434324594316,4208.011802830179,1256.0280937504222,26,5325.352243976809,1.031457600183785,0.0,0.0508368999871891
2025-04-20,24h,59996.31525982567,32078.590630308925,28929.103890694685,3149.4867396142413,27917.72462951675,6617.35325977453,87,4115.835819662398,1.1464019984705374,0.0,0.054412800003774464
2025-04-21,24h,48392.87920309546,36525.46933321183,34178.88017660472,2346.589156607114,11867.409869883624,2749.1026986257257,49,5293.6906539511265,1.0885248009581119,0.0,0.0529404999979306
2025-04-22,24h,52129.559553526225,36225.5019366024,31466.053863035897,4759.448073566504,15904.05761692383,3977.39600426125,68,4252.244156150133,1.0505736001068726,0.0,0.05190930000389926
2025-04-23,24h,53167.18327843786,37985.676034070275,30533.570899088147,7452.105134982127,15181.507244367582,3637.2118907866743,57,8184.060075242214,0.978339601191692,0.0,0.04672929999651387
2025-04-24,24h,47494.037380831505,32515.760125176203,31357.98815969106,1157.7719654851408,14978.2772556553,3560.8337188276205,59,1815.4957206356107,1.0257515986450016,0.0,0.04677609997452237
2025-04-25,24h,19849.265282017368,16562.50539288156,16734.689085012127,-172.18369213056516,3286.759889135806,903.3855032235576,12,2968.409183396177,1.0355112006654963,0.0,0.048388299997895956
2025-04-26,24h,21890.92937656592,17246.579633431094,14230.993833498302,3015.5857999327936,4644.349743134826,1353.8794787970035,31,6665.56470810935,1.1176343994447961,0.0,0.04969139999593608
2025-04-27,24h,60763.961299041875,33078.69886676056,27438.748404030674,5639.950462729889,27685.262432281314,6335.406874792192,86,8330.52046787244,1.1301696016453207,0.0,0.04995549999875948
2025-04-28,24h,54972.969417534405,39988.9552545163,35583.11205068685,4405.8432038294595,14984.014163018099,3541.578405206715,61,8392.637203727578,1.2257460001856089,0.0,0.05172469999524765
2025-04-29,24h,47984.86209189844,34965.77307748412,30799.940727430032,4165.83235005409,13019.089014414316,3020.895453641256,53,8565.753090579143,1.2118356011342257,0.0,0.05359610001323745
2025-04-30,24h,51181.04872523676,34313.049848760864,30492.72768836859,3820.322160392271,16867.998876475893,4100.065245742562,57,7303.8535616767085,0.9715643998933956,0.0,0.04826199999661185
2025-05-01,24h,57783.939873923344,34182.38950909691,31333.63496617056,2848.7545429263464,23601.55036482644,5332.829407637166,81,2301.6455330493977,1.0936836004257202,0.0,0.050095800019335
2025-05-02,24h,22599.66511610485,19151.440734784504,18331.3361456889,820.1045890956059,3448.224381320346,1008.1307497363846,21,3089.782131589398,1.107270001200959,0.0,0.05172980000497773
2025-05-03,24h,24099.3591466281,15261.959355744586,14814.772917244205,447.1864385003809,8837.399790883512,2100.4110952501264,43,3131.707606404443,1.122764399740845,0.0,0.05149899999378249
2025-05-04,24h,70355.13381249944,34932.46409414478,28377.816412970144,6554.647681174636,35422.669718354664,7892.178030572805,82,7869.988365897281,1.072400399716571,0.0,0.05088159997831099
2025-05-05,24h,57874.56136743251,35522.017022457425,34075.522557954,1446.4944645034236,22352.544344975082,5076.583593052699,74,4497.423590176739,1.069326001452282,0.0,0.04684960001031868
2025-05-06,24h,63862.74946865068,37044.203280487156,30267.381051406985,6776.82222908017,26818.546188163524,6037.110447365278,81,6447.401289664605,1.1256155984010547,0.0,0.05189460000838153
2025-05-07,24h,60205.55542028435,37958.26248468269,32428.291368793325,5529.971115889362,22247.29293560166,5070.4037247901,79,3987.301447384966,1.1407500015338883,0.0,0.05141349998302758
2025-05-08,24h,56169.64010712878,38667.79736100691,35697.49676107416,2970.300599932751,17501.842746121867,3978.834206355432,59,2888.1354455410583,0.9770904000615701,0.0,0.04794809999293648
2025-05-09,24h,22118.05854626392,20057.734857938085,19383.867513172998,673.8673447650878,2060.3236883258373,604.4385919542624,11,2496.148180856456,0.9626579991308972,0.0,0.04564269998809323
2025-05-10,24h,26073.531430031413,21790.76271408244,16305.670554768501,5485.092159313937,4282.768715948973,1292.331903430098,26,9299.004909269714,1.0149659982416779,0.0,0.04696039998088963
2025-05-11,24h,65542.3090587327,33167.47616679595,30017.37403436109,3150.102132434852,32374.83289193676,7732.361421352258,99,3856.372936576786,1.102215600432828,0.0,0.050564699980895966
2025-05-12,24h,56816.25248219792,40985.04269796128,31528.362582497386,9456.680115463896,15831.209784236638,3798.80674014445,54,8598.064271797517,1.0086587994592264,0.0,0.04523330001393333
2025-05-13,24h,50133.213930731414,35930.667009700366,35373.83269475551,556.8343149448533,14202.54692103105,3172.998996388128,44,6918.019906191777,1.0496771985199302,0.0,0.04863980002119206
2025-05-14,24h,52490.50890685343,37917.26747556163,35177.5206893372,2739.7467862244307,14573.241431291797,3541.0850034254927,58,5548.2826048396855,1.0334231994347647,0.0,0.04535919998306781
2025-05-15,24h,51947.32704218841,37109.8691241479,35113.0020296751,1996.867094472803,14837.457918040502,3662.9600676769032,50,1627.1044877981758,1.0929492000723258,0.0,0.04757880000397563
2025-05-16,24h,21774.872443874585,19092.715727340877,19028.9290880887,63.78663925218078,2682.156716533706,903.841665965551,13,2963.9464037006,0.9726551987696439,0.0,0.04676090000430122
2025-05-17,24h,23222.676108784188,18431.757195662216,16282.286479230876,2149.4707164313404,4790.91891312197,1464.6706666710445,31,5347.951557207082,0.8905428000725806,0.0,0.042893000005278736
2025-05-18,24h,60921.02758055768,34414.37034798152,31355.89780126598,3058.472546715542,26506.65723257616,6432.307026564375,82,3310.2697632138606,0.9783828004729003,0.0,0.045406099990941584
2025-05-19,24h,52186.65287564826,36301.28779762796,32579.903002981497,3721.3847946464693,15885.365078020292,3569.0071811088897,52,5017.639689731048,1.0411847998620942,0.0,0.044997000019066036
2025-05-20,24h,57752.454125622266,40229.01675028377,32473.085393292487,7755.931356991283,17523.437375338493,4122.883502508634,63,8385.51243687433,1.1647403998067603,0.0,0.054495099990163
2025-05-21,24h,52862.81170562198,39132.147791884876,32016.578075489597,7115.569716395277,13730.663913737106,3439.107935037398,53,7252.794612664908,1.0866023999406025,0.0,0.051356200012378395
2025-05-22,24h,50086.440824164005,33888.915087037945,32991.42233892455,897.4927481133919,16197.525737126058,3893.449398348429,63,2023.0148819991928,1.0554228014079854,0.0,0.05023730001994409
2025-05-23,24h,21842.652373576046,20196.476414529898,18435.07720476285,1761.3992097670505,1646.175959046148,525.3395152130972,7,2574.413454974047,1.0427363991038874,0.0,0.0484887000056915
2025-05-24,24h,22065.57607623076,17971.54059192361,16502.584856079167,1468.9557358444436,4094.035484307147,1198.1539654548594,28,5308.5804039947725,1.0122227983083576,0.0,0.0479699999850709
2025-05-25,24h,60081.814368943014,33850.339844667826,28106.359471627762,5743.980373040065,26231.474524275192,5997.597160446988,81,8315.147273104796,1.1342051998944953,0.0,0.05077629999141209
2025-05-26,24h,55122.66612289666,41856.7620891695,32351.580016526084,9505.18207264341,13265.904033727165,3349.9946994397797,48,8578.201083833812,1.1154888009186834,0.0,0.04994179998175241
2025-05-27,24h,57065.774276874115,38659.54288225761,31784.368072035206,6875.1748102224,18406.231394616512,4424.203779607323,62,8353.86587607577,1.156017599394545,0.0,0.05095669999718666
2025-05-28,24h,48904.09096707095,36339.51092637467,33762.91585151351,2576.595074861154,12564.58004069628,3089.141291119905,57,6464.525310321404,1.106784000643529,0.0,0.04843369999434799
2025-05-29,24h,54223.790708848835,37685.12494057805,33168.93610098957,4516.188839588474,16538.66576827079,3981.8181454128735,68,2520.814400060509,1.0180619998136535,0.0,0.0490750000171829
2025-05-30,24h,22712.582151780614,20445.2196279867,19152.79470942302,1292.424918563679,2267.3625237939154,698.2518369951781,12,4103.771703226176,1.0135295998770744,0.0,0.047945500002242625
2025-05-31,24h,24796.419642649103,20757.768464925524,17377.387909860234,3380.3805550652905,4038.651177723579,1287.262487602788,26,9471.882209956042,1.0947275999933481,0.0,0.051031600014539436
2025-06-01,24h,97530.33642175149,39222.63087427278,36696.85847657634,2525.772397696439,58307.70554747871,13598.330246619367,116,7225.056108180939,1.1424743989482522,0.0,0.05196919999434613
2025-06-02,24h,75203.8652512562,44259.236570563895,44032.84052960768,226.3960409562147,30944.628680692298,7067.922062422845,88,7523.354396885321,1.1006711991503835,0.0,0.05186669999966398
2025-06-03,24h,70957.2737260329,44006.02417524601,39993.422414062064,4012.601761183949,26951.249550786888,6341.123481457699,86,6108.65450888363,1.1328156008385122,0.0,0.0527425000036601
2025-06-04,24h,79328.42412151929,49584.402303126655,46615.71443904245,2968.6878640842037,29744.02181839264,7008.4297791997205,87,7737.903739176406,1.244772001518868,0.0,0.05426489998353645
2025-06-05,24h,73141.70851311412,43983.41257490675,40202.72442328651,3780.6881516202416,29158.295938207368,6984.658641716302,92,4820.835230688843,1.1135412007570267,0.0,0.05197490000864491
2025-06-06,24h,29810.485528423622,25904.394507435765,24605.311684396063,1299.0828230397021,3906.0910209878566,1302.6174999176246,32,5231.726733833739,1.2010968000395223,0.0,0.05327699999907054
2025-06-07,24h,31793.790292131256,23769.43853536625,21258.620765328582,2510.817770037668,8024.351756765007,2080.211301566067,45,5587.06463122449,1.212361199897714,0.0,0.05249200001708232
2025-06-08,24h,70953.06427177333,44487.32601558883,37077.07917294718,7410.2468426416435,26465.738256184508,6139.625994242997,77,8141.818827403741,1.1063699985388666,0.0,0.053842399996938184
2025-06-09,24h,67484.65075429397,49273.68023375246,48935.94540071122,337.7348330412374,18210.97052054151,4208.075729957047,61,8459.48801598055,1.1564099992392585,0.0,0.053842199995415285
2025-06-10,24h,66319.546601331,48909.9382280345,45198.21969936107,3711.7185286734302,17409.608373296513,4069.1831038075084,60,8403.103451746527,1.1690424011321738,0.0,0.05516409999108873
2025-06-11,24h,69733.32457975022,53299.46601404053,48941.553127788415,4357.912886252119,16433.858565709692,3702.154730421174,62,8490.119636703736,1.0076363990083337,0.0,0.04614449999644421
2025-06-12,24h,66134.17163984236,48610.37815676795,47441.46579551588,1168.9123612520714,17523.79348307442,3973.8341275730745,60,7969.687120577275,1.1661552001023665,0.0,0.05385590001242235
2025-06-13,24h,31594.853306455865,30612.78728193879,28169.778606989777,2443.008674949012,982.0660245170759,370.5546225456208,9,6755.435219728553,1.113623999292031,0.0,0.05002950000925921
2025-06-14,24h,29096.961238748892,26452.02744876365,23316.58931895366,3135.4381298099906,2644.933789985242,839.0973105443762,19,9109.640138075327,1.1314547999063507,0.0,0.05209499999182299
2025-06-15,24h,79612.01862965524,43782.36058622586,38115.85146831738,5666.509117908486,35829.65804342939,8177.108362574794,100,8282.47018705083,1.169427600922063,0.0,0.057728500018129125
2025-06-16,24h,67285.86909386607,48948.72279119955,45961.329688233454,2987.393102966095,18337.14630266652,4247.932508168591,68,8607.615670436937,1.2024900001706555,0.0,0.05498369998531416
2025-06-17,24h,70591.91244897811,50306.52694293663,46617.49201263968,3689.034930296946,20285.38550604147,4648.342423071783,74,8416.233063095344,1.1517048000823706,0.0,0.05321179999737069
2025-06-18,24h,64321.96014485015,49937.62183529736,46927.86339169029,3009.7584436070665,14384.33830955279,3527.8537130261475,54,8610.428247002703,1.1106000003637746,0.0,0.05061040000873618
2025-06-19,24h,66551.61371530584,46334.43743882769,43648.16138419835,2686.276054629346,20217.17627647815,4690.611151858608,61,1675.4447753395832,1.1493612010963261,0.0,0.052498599980026484
2025-06-20,24h,30458.12061983163,29404.786653656363,26659.96392028057,2744.8227333757923,1053.3339661752639,342.785454824153,6,3062.225249597894,1.0404899998102337,0.0,0.0509213000186719
2025-06-21,24h,28343.220779587056,24876.966806029945,22269.219958666796,2607.746847363148,3466.253973557111,986.2463647461357,25,6446.689781241135,0.9445751997409388,0.0,0.04440400001476519
