date,policy,total_cost_yuan,regular_cost_yuan,baseline_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,emergency_kwh,emergency_intervals,end_storage_kwh,solver_time_s,max_mip_gap,wall_time_s
2025-03-02,48h,74199.5466712362,44145.307152943766,41782.850541713364,2362.4566112304014,30054.239518292423,6257.263543032179,94,8302.412027618848,2.164068000507541,0.0,0.08590420000837184
2025-03-03,48h,65494.49569894245,49718.33214535737,49300.647829377296,417.6843159800751,15776.16355358508,3396.361085314932,58,8540.578253215634,2.0902463999809697,0.0,0.08350700000301003
2025-03-04,48h,58256.842922187716,45794.500954524716,43304.082598724075,2490.418355800639,12462.341967662996,2693.529978349906,60,8469.310334965645,2.238670799648389,0.0,0.08674759999848902
2025-03-05,48h,57257.55212214429,43957.1562338654,45302.5607966371,-1345.4045627717067,13300.395888278894,2779.2833047632193,56,8492.242010523518,2.1910499995574355,0.0,0.0892011999967508
2025-03-06,48h,57916.22947765241,44817.41995445239,42170.95378597788,2646.466168474507,13098.809523200018,2858.189872942562,51,5999.468363029426,2.15373960044235,0.0,0.08967879999545403
2025-03-07,48h,25393.718797593858,23755.206401173044,24145.40049334705,-390.19409217400494,1638.5123964208133,409.45450472853275,4,5241.378854937237,2.0657520020613447,0.0,0.08445570000912994
2025-03-08,48h,25749.801397178657,20273.22212457616,19658.13195155123,615.0901730249326,5476.579272602497,1402.338524128703,26,8513.303484391601,2.012515201116912,0.0,0.08291450000251643
2025-03-09,48h,74666.97193598392,41103.70678579281,38124.52205474756,2979.1847310452486,33563.2651501911,7322.621339150931,92,8275.49743397877,2.2219524012180045,0.0,0.08764010001323186
2025-03-10,48h,63647.60197730103,43628.67945575342,41506.25643885595,2122.4230168974777,20018.922521547604,4337.676597398198,65,8398.782869896157,2.0147759994724765,0.0,0.08417509999708273
2025-03-11,48h,61111.83955763491,43714.41528284925,37363.09822461655,6351.317058232702,17397.424274785655,3802.065338878012,60,8533.49264905501,2.1895199994323775,0.0,0.08934920001775026
2025-03-12,48h,61042.040017890045,43754.21657615475,42343.57399250213,1410.6425836526205,17287.82344173529,3869.637368696159,61,8316.620581094216,2.144642399274744,0.0,0.0868219000112731
2025-03-13,48h,62837.38537365066,42602.36600601476,41011.80444686348,1590.5615591512742,20235.019367635894,4321.129210331231,74,4235.243428220376,2.1017160003539175,0.0,0.0843864000053145
2025-03-14,48h,25912.447916675137,23364.948573982074,21317.43772568306,2047.510848299013,2547.4993426930646,631.3714529863753,7,5566.851641690312,1.9704851995920762,0.0,0.08021089999238029
2025-03-15,48h,24774.756931374053,19430.761906223423,18740.076959772137,690.6849464512848,5343.99502515063,1361.7757558396277,27,8264.721165739524,2.15632080018986,0.0,0.08800640000845306
2025-03-16,48h,69031.68956389526,38441.58590010755,36015.65845919843,2425.9274409091213,30590.103663787697,6722.345945476242,89,8193.695101288984,2.195485199801624,0.0,0.08726629999000579
2025-03-17,48h,53794.387611201,39915.98248152373,37784.38917546015,2131.59330606358,13878.405129677267,2917.3360921719,47,8043.285024874644,2.3336063995957375,0.0,0.08691240000189282
2025-03-18,48h,58149.61840400411,41140.04638372663,42961.81289565888,-1821.7665119322494,17009.57202027748,3673.495328439195,58,8126.70740128198,2.226088799186982,0.0,0.08803869999246672
2025-03-19,48h,56822.067393063364,42318.512598333284,35869.501759871084,6449.0108384622035,14503.554794730082,3210.579045436246,54,8031.127466389825,2.236474801786244,0.0,0.08895279999705963
2025-03-20,48h,63465.47685807526,42937.77080306694,39632.53940539752,3305.2313976694177,20527.706055008315,4488.997475858883,64,3921.76854430183,2.0847023996757343,0.0,0.08430119999684393
2025-03-21,48h,25360.380101937273,22157.278148302794,20884.002766771573,1273.275381531222,3203.1019536344797,774.7701621204596,9,4028.9723716644157,2.011082399636507,0.0,0.08287640000344254
2025-03-22,48h,25488.33407276607,21803.302909066493,20139.58041020819,1663.7224988583048,3685.0311636995775,950.7638765242614,17,9249.368689905374,1.9320839984575287,0.0,0.07640619997982867
2025-03-23,48h,68154.55781145749,35331.39207542522,35598.576378387814,-267.18430296259396,32823.16573603227,7147.639694116476,91,8319.380172407602,2.0910456008277833,0.0,0.08100390000618063
2025-03-24,48h,56701.58429376097,39248.02386211471,38407.99908894786,840.0247731668491,17453.56043164626,3856.3300753212216,58,8506.6765449219,2.204751601209864,0.0,0.0899865000101272
2025-03-25,48h,61808.19322391288,42191.015056581025,42335.24826942253,-144.23321284150438,19617.17816733186,4417.239484328527,71,6941.436101177349,1.9789235999342054,0.0,0.07925039998372085
2025-03-26,48h,54569.81826425739,38297.43700700066,37924.59240589943,372.8446011012342,16272.381257256728,3597.4198030967323,62,8427.131652813838,2.1763547997688875,0.0,0.08648599998559803
2025-03-27,48h,58060.6050092783,40338.400809049446,37454.31978165661,2884.08102739284,17722.204200228854,4111.040597190435,65,5419.838764713551,1.9766015990171582,0.0,0.07875240000430495
2025-03-28,48h,23863.44685079397,21640.11531200828,19799.322696395076,1840.792615613205,2223.331538785688,562.7868727467633,9,4920.030080423316,1.7903087991289794,0.0,0.07615960002294742
2025-03-29,48h,21514.330548733553,18040.99816870182,17988.37312222624,52.62504647557881,3473.3323800317326,865.1353035650018,21,7007.442470440687,1.985058000544086,0.0,0.08305549999931827
2025-03-30,48h,59746.929316687456,34838.53551069099,34213.062516096245,625.4729945947493,24908.393805996468,5541.90091162478,79,8274.8010014384,1.9793700012378395,0.0,0.0819564999837894
2025-03-31,48h,56496.762147099806,40115.21277533594,34084.91780388694,6030.294971448999,16381.549371763867,3714.5951913569465,60,7942.412847564348,2.053454399574548,0.0,0.08428309997543693
2025-04-01,48h,56118.65412138139,40025.776013341485,40315.44791239761,-289.67189905612713,16092.878108039902,3798.523254373701,66,8562.457205597171,2.3438556011533365,0.0,0.08998930000234395
2025-04-02,48h,54523.93646295763,38801.277990375325,38014.46997686313,786.80801351219,15722.658472582301,3583.4198286801866,70,7901.203657625553,2.068473598686978,0.0,0.08437540000886656
2025-04-03,48h,53034.131675203054,38747.614424287734,38194.52970108777,553.0847231999674,14286.51725091532,3267.1671144471306,67,2941.979716958765,2.0430899981874973,0.0,0.07978349999757484
2025-04-04,48h,23610.65988039277,20673.79825446268,18781.035819397413,1892.7624350652666,2936.8616259300907,709.9438180493416,11,3628.114188504775,1.7172468001954257,0.0,0.06799400001182221
2025-04-05,48h,22523.228587087695,18000.995411413394,17661.227723579188,339.76768783420493,4522.233175674301,1182.0624926173696,32,6550.030129230951,1.9220544006675482,0.0,0.0791107999975793
2025-04-06,48h,55961.709227137064,34480.37078079398,33286.56405741362,1193.806723380359,21481.33844634308,4765.1524592781325,77,5303.984805497683,2.191687199170701,0.0,0.08781199998338707
2025-04-07,48h,54741.759333241316,36866.27395628284,34040.33850995673,2825.9354463261134,17875.485376958473,4163.926847685511,64,6171.489175699638,2.2535748020745814,0.0,0.09224689999246038
2025-04-08,48h,52147.85807335209,38701.54291660343,38921.178620935956,-219.63570433252724,13446.315156748657,2941.3097596524394,54,8465.704224052039,2.097277201130055,0.0,0.08700749999843538
2025-04-09,48h,53409.382280313424,39162.40710051149,37093.3834741868,2069.0236263246907,14246.975179801932,3151.8880063734164,63,8418.168970921226,2.0517515991814435,0.0,0.08096809999551624
2025-04-10,48h,55579.00143428953,36722.023951673866,34583.4547081154,2138.5692435584656,18856.977482615664,4286.371332849839,70,2813.486271592573,2.082344400580041,0.0,0.08747320002294146
2025-04-11,48h,24695.82815608309,20895.11957378901,17641.021123464503,3254.098450324504,3800.7085822940826,962.1463346103939,13,4396.411649437556,1.9273932004580274,0.0,0.08132900000782683
2025-04-12,48h,22508.829486114068,19512.069811323243,17685.811876731554,1826.257934591689,2996.7596747908265,897.9816920585251,21,8521.457164011976,2.1744431998813525,0.0,0.08553240000037476
2025-04-13,48h,61744.4172018729,33869.12679876861,30045.51782724541,3823.6089715231965,27875.290403104293,6220.743817936593,86,7710.089954180204,2.028347999090329,0.0,0.08069780000369065
2025-04-14,48h,48466.10537415015,35395.030739911424,36534.19936580266,-1139.1686258912366,13071.074634238728,3049.2590748848784,62,4363.067607601347,1.9248624010942876,0.0,0.08010330001707189
2025-04-15,48h,51944.06644595585,36872.5170765626,33600.28304897573,3272.2340275868714,15071.549369393246,3380.40481802251,49,8635.806214339416,2.129219999187626,0.0,0.08546790000400506
2025-04-16,48h,56695.81415035554,38688.91024468318,34431.181413769606,4257.7288309135765,18006.90390567236,4239.194928477011,67,8522.748255210381,2.1588408005191013,0.0,0.08698389999335632
2025-04-17,48h,51920.493140140774,35979.14515858339,30567.00578715798,5412.139371425411,15941.34798155738,3720.5905095606613,59,2827.239966527786,1.999288800987415,0.0,0.08281220000935718
2025-04-18,48h,21936.505530485556,19901.403906795207,17481.292338336374,2420.1115684588335,2035.1016236903492,542.1796948151496,12,3562.5624532473357,2.0363759984029457,0.0,0.08234759999322705
2025-04-19,48h,20830.405357117153,16622.393554286973,16323.321616141739,299.07193814523504,4208.011802830179,1256.0280937504222,26,5325.352243976809,1.9793880013749003,0.0,0.08248689997708425
2025-04-20,48h,60730.28357516208,32812.55894564533,30448.763062058046,2363.795883587282,27917.72462951675,6617.35325977453,87,4115.835819662398,1.9868544006021693,0.0,0.08007340002222918
2025-04-21,48h,47272.71556118514,35405.30569130152,36119.57861869489,-714.2729273933729,11867.409869883624,2749.1026986257257,49,5303.791861712946,2.0626416003797203,0.0,0.08557509997626767
2025-04-22,48h,51982.98606902233,36078.9284520985,32995.82726784411,3083.101184254388,15904.05761692383,3977.39600426125,68,4252.244156150133,2.0888279996579513,0.0,0.0876468000060413
2025-04-23,48h,52611.99907902198,37430.4918346544,32557.107528093307,4873.384306561093,15181.507244367582,3637.2118907866743,57,8184.060075242214,2.194405199959874,0.0,0.0902652999793645
2025-04-24,48h,48944.05661876367,33747.94866981964,29134.315912432852,4613.632757386793,15196.107948944029,3610.6057369101936,59,1815.4957206356107,1.7318088000174612,0.0,0.07127429998945445
2025-04-25,48h,22642.727430850282,19355.967541714475,17319.129813253836,2036.83772846064,3286.759889135806,903.3855032235576,12,2968.409183396177,1.8417455999879166,0.0,0.076184799982002
2025-04-26,48h,21463.810717188633,16819.460974053807,16332.90967490319,486.5512991506182,4644.349743134826,1353.8794787970035,31,6665.56470810935,1.766710799653083,0.0,0.0764410000119824
2025-04-27,48h,60524.981178969414,32839.7187466881,27971.817844896002,4867.900901792096,27685.262432281314,6335.406874792192,86,8330.52046787244,1.9646855994360521,0.0,0.08062419999623671
2025-04-28,48h,53900.89609363722,38916.881930619114,35403.506389851056,3513.375540768061,14984.014163018099,3541.578405206715,61,8392.637203727578,2.1628511996241286,0.0,0.08871780001209117
2025-04-29,48h,46904.14868013795,33345.04086563841,30754.806916127047,2590.233949511361,13559.107814499544,3125.103707194343,53,8565.753090579143,2.1310199992731214,0.0,0.08801540001877584
2025-04-30,48h,49645.64231490958,32777.64343843369,30077.475281025312,2700.1681574083746,16867.998876475893,4100.065245742562,57,7303.8535616767085,2.087251200224273,0.0,0.08178559999214485
2025-05-01,48h,59373.53657126079,35771.98620643435,29329.798692591015,6442.187513843332,23601.55036482644,5332.829407637166,81,2301.6455330493977,2.059434002148919,0.0,0.08749239999451675
2025-05-02,48h,25006.40771152609,21767.46130957158,18532.848886378255,3234.612423193323,3238.946401954512,971.7489622419448,21,3089.782131589398,1.8713700013468042,0.0,0.07816510001430288
2025-05-03,48h,25513.007942794677,16675.608151911165,16610.81321612677,64.79493578439474,8837.399790883512,2100.4110952501264,43,3131.707606404443,2.0274731987155974,0.0,0.08011049998458475
2025-05-04,48h,69564.68280165919,34142.01308330452,30925.065465005053,3216.947618299464,35422.669718354664,7892.178030572805,82,7869.988365897281,2.087812799261883,0.0,0.08666279999306425
2025-05-05,48h,58012.70009717915,35660.15575220407,34113.22581797952,1546.9299342245517,22352.544344975082,5076.583593052699,74,4497.423590176739,2.124554399284534,0.0,0.08761560000129975
2025-05-06,48h,63021.16418602082,36202.61799785729,31892.755768013005,4309.862229844284,26818.546188163524,6037.110447365278,81,6447.401289664605,2.2625747993588448,0.0,0.08724379999330267
2025-05-07,48h,59204.597306794494,36957.30437119283,33136.26565010689,3821.038721085943,22247.29293560166,5070.4037247901,79,3987.301447384966,2.0503908003447577,0.0,0.08394429998588748
2025-05-08,48h,56559.80319571095,39057.96044958908,35478.78053847613,3579.1799111129494,17501.842746121867,3978.834206355432,59,2888.1354455410583,1.998079200158827,0.0,0.07929119997425005
2025-05-09,48h,24770.51447898965,22710.190790663815,19400.679514303447,3309.511276360369,2060.3236883258373,604.4385919542624,11,2496.148180856456,1.89173159818165,0.0,0.07953730001463555
2025-05-10,48h,26303.41643315689,22020.647717207918,18146.500216389097,3874.1475008188204,4282.768715948973,1292.331903430098,26,9299.004909269714,2.2354703993769363,0.0,0.09358980000251904
2025-05-11,48h,65364.7785049832,32989.945613046446,29662.312926862098,3327.632686184349,32374.83289193676,7732.361421352258,99,3856.372936576786,2.3482620001304895,0.0,0.09680259999004193
2025-05-12,48h,57307.90545498673,41476.69567075009,33737.09883915831,7739.596831591778,15831.209784236638,3798.80674014445,54,8598.064271797517,2.084839199669659,0.0,0.08617890000459738
2025-05-13,48h,50150.6884467808,35948.14152574975,35240.98125620597,707.1602695437823,14202.54692103105,3172.998996388128,44,6918.019906191777,2.1358367992797866,0.0,0.08812589998706244
2025-05-14,48h,52427.27576707959,37854.034335787794,35946.98131130908,1907.0530244787137,14573.241431291797,3541.0850034254927,58,5548.2826048396855,1.87305480055511,0.0,0.07578579999972135
2025-05-15,48h,53930.27706335073,39092.819145310226,33976.51901030475,5116.300135005474,14837.457918040502,3662.9600676769032,50,1627.1044877981758,1.8357407993171364,0.0,0.07757449999917299
2025-05-16,48h,24756.33308828076,22074.176371747053,19537.808639628976,2536.367732118077,2682.156716533706,903.841665965551,13,2963.9464037006,1.8033516010036692,0.0,0.07424709998304024
2025-05-17,48h,23459.117602166385,18811.28970509353,17802.608295115133,1008.6814099783984,4647.827897072854,1434.1217734069292,31,5347.951557207082,2.071389600983821,0.0,0.08003179999650456
2025-05-18,48h,60591.31762210693,34084.66038953077,32581.717718167492,1502.942671363277,26506.65723257616,6432.307026564375,82,3310.2697632138606,2.1774563976796344,0.0,0.08551370000350289
2025-05-19,48h,50272.27437979949,35365.46282114019,34765.03543760612,600.4273835340659,14906.811558659305,3363.219994030735,52,5017.639689731048,2.0331360009731725,0.0,0.08398209998267703
2025-05-20,48h,57053.245287203936,39529.80791186544,33854.40879713799,5675.399114727452,17523.437375338493,4122.883502508634,63,8385.51243687433,2.2447763989912346,0.0,0.09091260001878254
2025-05-21,48h,51032.21072961396,37301.546815876856,31811.016205284912,5490.530610591945,13730.663913737106,3439.107935037398,53,7252.794612664908,2.0421035980107263,0.0,0.08545059998868965
2025-05-22,48h,52022.91762481646,35520.5837550598,30836.272831491227,4684.3109235685715,16502.333869756658,3948.233222946247,62,2023.0148819991928,2.073023999808356,0.0,0.08726380000007339
2025-05-23,48h,24856.11964575305,23209.9436867069,18535.122594620247,4674.821092086656,1646.175959046148,525.3395152130972,7,2574.413454974047,2.1136176008731127,0.0,0.08660150002106093
2025-05-24,48h,22966.125802814408,18872.09031850726,18090.90049381641,781.1898246908501,4094.035484307147,1198.1539654548594,28,5308.5804039947725,2.054602800984867,0.0,0.0845164000056684
2025-05-25,48h,58959.10234189195,32727.62781761676,28655.65950142285,4071.968316193912,26231.474524275192,5997.597160446988,81,8315.147273104796,2.0976047994336113,0.0,0.08859679999295622
2025-05-26,48h,53843.89137440853,40577.987340681364,32144.394609742576,8433.592730938788,13265.904033727165,3349.9946994397797,48,8578.201083833812,2.190513598616235,0.0,0.08812400000169873
2025-05-27,48h,54802.33931354995,36396.10791893344,31487.857160465646,4908.250758467797,18406.231394616512,4424.203779607323,62,8353.86587607577,2.0152620000299066,0.0,0.07965799997327849
2025-05-28,48h,48892.25350603672,36327.67346534044,33405.34138656643,2922.3320787740104,12564.58004069628,3089.141291119905,57,6464.525310321404,1.7756172004155815,0.0,0.07292119998601265
2025-05-29,48h,55486.96089847371,38948.295130202925,31422.30957057071,7525.985559632215,16538.66576827079,3981.8181454128735,68,2520.814400060509,1.8845532011473551,0.0,0.07993079998414032
2025-05-30,48h,25348.796600009384,23081.434076215468,19011.567120051695,4069.8669561637735,2267.3625237939154,698.2518369951781,12,4103.771703226176,1.9662191995885223,0.0,0.08294979998026974
2025-05-31,48h,23711.65770477741,19673.006527053833,18111.015800739922,1561.9907263139107,4038.651177723579,1287.262487602788,26,9471.882209956042,2.0899044015677646,0.0,0.08601930001168512
2025-06-01,48h,96759.22232584955,38451.51677837083,35976.545328823886,2474.971449546945,58307.70554747871,13598.330246619367,116,7225.056108180939,2.1471299993572757,0.0,0.08666960001573898
2025-06-02,48h,74891.4604154115,43946.8317347192,44657.65020129709,-710.8184665778917,30944.628680692298,7067.922062422845,88,7523.354396885321,2.247462000581436,0.0,0.0912835999915842
2025-06-03,48h,70715.15128143238,43763.90173064549,40477.6673032631,3286.23442738239,26951.249550786888,6341.123481457699,86,6108.65450888363,2.0977920008590445,0.0,0.08495220000622794
2025-06-04,48h,78482.77619626079,48738.75437786815,47766.47609263504,972.2782852331075,29744.02181839264,7008.4297791997205,87,7737.903739176406,2.0848104004980996,0.0,0.08413649999420159
2025-06-05,48h,74301.94219407256,45143.6462558652,38038.9082878419,7104.7379680233025,29158.295938207368,6984.658641716302,92,4820.835230688843,2.016233999049291,0.0,0.08485030001611449
2025-06-06,48h,32028.585761886112,28122.494740898255,23682.972401136227,4439.522339762027,3906.0910209878566,1302.6174999176246,32,5231.726733833739,2.070903599378653,0.0,0.08796839998103678
2025-06-07,48h,31606.86114875356,23582.509391988555,22822.35674630041,760.1526456881436,8024.351756765007,2080.211301566067,45,5587.06463122449,2.1840371985454112,0.0,0.08909799999673851
2025-06-08,48h,69565.68926489443,43099.95100870992,38473.529968225164,4626.421040484751,26465.738256184508,6139.625994242997,77,8141.818827403741,2.1184019995853305,0.0,0.08457199999247678
2025-06-09,48h,67388.31999756125,49177.34947701974,49128.60691417666,48.742562843086034,18210.97052054151,4208.075729957047,61,8459.48801598055,2.0731356006581336,0.0,0.08330330002354458
2025-06-10,48h,66298.18577310242,48888.577399805916,45240.94135581826,3647.6360439876607,17409.608373296513,4069.1831038075084,60,8403.103451746527,1.8808919994626194,0.0,0.07681070000398904
2025-06-11,48h,69698.6569943624,53264.79842865271,49010.88829856405,4253.91013008866,16433.858565709692,3702.154730421174,62,8490.119636703736,2.0195244000060484,0.0,0.08213280001655221
2025-06-12,48h,66821.13791857308,49297.34443549866,46067.533238054464,3229.8111974441904,17523.79348307442,3973.8341275730745,60,7969.687120577275,1.9512828000588343,0.0,0.07884139998350292
2025-06-13,48h,32919.376168381576,31937.310143864503,26068.548241313412,5868.7619025510885,982.0660245170759,370.5546225456208,9,6755.435219728553,1.9809828019933775,0.0,0.08281180000631139
2025-06-14,48h,27450.50567723535,24805.571887250106,24162.645393214872,642.9264940352323,2644.933789985242,839.0973105443762,19,9109.640138075327,2.0193228005664423,0.0,0.08074979999219067
2025-06-15,48h,79196.22012800415,43366.56208457476,37850.654465015185,5515.907619559581,35829.65804342939,8177.108362574794,100,8282.47018705083,1.9420199997257441,0.0,0.0805015999940224
2025-06-16,48h,67222.73205801006,48885.58575534354,46087.60375994546,2797.981995398083,18337.14630266652,4247.932508168591,68,8607.615670436937,1.9671480003744364,0.0,0.07645779999438673
2025-06-17,48h,70571.26856347962,50285.88305743814,46590.297416193454,3695.58564124469,20285.38550604147,4648.342423071783,74,8416.233063095344,1.9852451998740435,0.0,0.08047139999689534
2025-06-18,48h,64290.391147740644,49906.052838187854,46991.00138590929,2915.0514522785697,14384.33830955279,3527.8537130261475,54,8610.428247002703,2.0885940010193735,0.0,0.08437419999972917
2025-06-19,48h,67265.87756276876,47048.701286290605,42162.589424102,4886.111862188604,20217.17627647815,4690.611151858608,61,1675.4447753395832,2.1044555992120877,0.0,0.08686630000011064
2025-06-20,48h,30406.603059492856,29353.26909331759,27367.266021270632,1986.0030720469604,1053.3339661752639,342.785454824153,6,3062.225249597894,2.138864400330931,0.0,0.08513350001885556
2025-06-21,48h,28065.713081423502,24599.45910786639,24848.878670021022,-249.41956215463108,3466.253973557111,986.2463647461357,25,6446.689781241135,1.9474704003660008,0.0,0.07804960000794381
2025-06-22,48h,80570.0318027534,42383.78458888538,36822.371622253515,5561.412966631864,38186.24721386802,8738.683514107419,93,8264.00383683902,2.1226715996162966,0.0,0.08602550000068732
2025-06-23,48h,62254.82096155919,45413.470947318,43757.49235850763,1655.9785888103663,16841.350014241194,3945.450769761014,55,8483.679822651768,2.070788399549201,0.0,0.0849735000228975
2025-06-24,48h,69331.2835421197,51511.41208051307,50420.943387499545,1090.4686930135276,17819.871461606628,4295.076705667842,64,8629.028559806078,2.039688000571914,0.0,0.08402860001660883
2025-06-25,48h,62218.737458042,47003.94937837551,43642.70172945472,3361.2476489207884,15214.788079666489,3592.9513083719285,60,8478.506812389624,2.0632860000478104,0.0,0.08256829998572357
2025-06-26,48h,61734.14902208928,45613.798433887394,40144.20575987057,5469.592674016819,16120.350588201887,3876.2093855576236,67,1978.5467967468012,2.04914879926946,0.0,0.08326849999139085
2025-06-27,48h,29814.599470110556,28854.675942352023,27120.19852511731,1734.477417234712,959.9235277585321,297.0935061369174,5,3665.771263159109,2.007856799173169,0.0,0.08289559997501783
2025-06-28,48h,28641.219679031085,24698.833907535154,23910.98118290177,787.8527246333823,3942.38577149593,1238.7717844847195,26,9531.953537114447,2.0721599984681234,0.0,0.08376969999517314
2025-06-29,48h,80653.93113757526,42184.94306691665,34303.42710662244,7881.515960294209,38468.98807065861,8835.959361363615,103,8308.699486214959,2.1078612010460347,0.0,0.08514940002351068
2025-06-30,48h,63074.65606390109,46679.49113955331,44940.39743316195,1739.093706391369,16395.16492434778,4053.8860459678444,71,6710.68830768946,2.2229928007582203,0.0,0.09089130000211298
2025-07-01,48h,94566.39622200311,48096.783094346945,40122.089697728356,7974.693396618586,46469.613127656165,11761.241984877573,99,3218.0086882500495,2.1737231996376067,0.0,0.08774240000639111
2025-07-02,48h,87798.888211903,47596.07808761514,42201.59326478123,5394.484822833913,40202.81012428786,9950.368547911621,89,7711.856796155886,2.0486376006156206,0.0,0.08465840001008473
