date,policy,baseline_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,emergency_intervals,end_storage_kwh,solver_time_s
2025-02-01,H24,34390.397543426356,-3486.037919545097,92.06404556517033,30996.42366944643,45.59883386090655,1,8317.78243895711,1.7022610999993049
2025-02-02,H24,63738.129897463165,674.9411109538207,3697.4646413929995,68110.53564980999,750.3050830013142,22,8750.638355390904,5.338363599998047
2025-02-03,H24,68553.61604748752,1576.6255782722676,859.097566241281,70989.33919200108,193.04790663748796,9,9405.388338351982,1.3323969999983092
2025-02-04,H24,71218.35096473884,-2321.7780427002112,3921.2796366605066,72817.85255869913,753.7720750551234,23,9706.404515734259,1.7247199999983422
2025-02-05,H24,77792.10500886291,-4848.403039779927,1951.3503941128859,74895.05236319588,365.9829274961843,16,9801.186788101835,3.3920977000016137
2025-02-06,H24,67476.36499931326,-1502.8705887811132,2112.195619993924,68085.69003052608,516.9873370554207,29,10042.602066799122,1.9770912999993016
2025-02-07,H24,30050.937014034775,-2189.361968589423,624.6525396572563,28486.22758510261,123.7481945670446,4,10800.0,6.21976000000177
2025-02-08,H24,24563.80723433839,-972.2455427186617,124.55291952727661,23716.114611147004,34.88409613669319,2,10800.0,0.9908541999993759
2025-02-09,H24,59084.87490181854,11431.785126492628,2010.9624934634628,72527.62252177463,568.550291772888,26,10800.0,1.1679759999988164
2025-02-10,H24,58968.382527768306,1072.5728889665938,1021.5339480682528,61062.48936480315,287.5925446567028,18,10800.0,1.4990312000027188
2025-02-11,H24,65340.006837043664,-1738.8639017172616,651.6888971851436,64252.83183251155,155.93549099584337,14,10800.0,0.9787185999994108
2025-02-12,H24,69604.03367496181,-5617.059636967299,1760.5781138670898,65747.5521518616,353.43956757205524,16,10800.0,2.770534299999781
2025-02-13,H24,60941.4346414894,-3396.707293076976,1338.1314623091462,58882.85881072157,261.3717499823051,19,10800.0,3.6869447999979457
2025-02-14,H24,23153.346653677647,-773.3734670254335,0.0,22379.973186652212,0.0,0,10800.0,1.477615000003425
2025-02-15,H24,21613.001983839116,981.1353462634246,67.06617346903252,22661.203503571574,29.64644619486421,3,10800.0,1.1617112000003544
2025-02-16,H24,63072.87887918716,-1238.4862375134703,11123.546402742835,72957.93904441653,2287.9222748536504,49,10800.0,2.409653499998967
2025-02-17,H24,59328.78386231794,-1996.000702695093,2555.7969300853683,59888.580089708215,567.875142948462,26,10593.19016465329,3.9494180000001506
2025-02-18,H24,47830.951307377996,7170.004083224494,9113.180413996082,64114.13580459857,2082.926440257078,56,10246.637972411625,1.2671474000017042
2025-02-19,H24,58637.97899725695,-680.8980410409453,3913.86558401137,61870.94654022738,822.6185339950089,31,10220.043860450078,2.0452189999996335
2025-02-20,H24,52094.78648829693,3664.207427588492,4206.1011424755425,59965.09505836097,891.816786691037,40,10003.99437129308,3.5912962000002153
2025-02-21,H24,25293.42321512512,-1483.2012639764903,955.0036512435264,24765.225602392155,173.44275200981377,7,10571.649341969189,4.18325879999793
2025-02-22,H24,22847.294508019713,-1230.9881680719498,2.9878724473740617,21619.29421239514,1.5999316987277439,1,10800.0,3.846707400000014
2025-02-23,H24,50529.06522920797,1985.1313570507646,9583.298919112369,62097.4955053711,2187.341664923211,54,10793.624394816306,2.9901238000002195
2025-02-24,H24,52972.40055544644,-536.976947169052,4942.495147223326,57377.91875550071,966.8717783602706,28,10800.0,1.9055478000027506
2025-02-25,H24,53892.56303797719,-1101.2109577863084,3282.044299661164,56073.39637985205,750.0043449941047,35,10672.695739223089,1.703774000001431
2025-02-26,H24,52078.24535174688,2478.659434016957,1276.1581659057288,55833.06295166956,354.06609859169885,18,10800.0,2.881876299998112
2025-02-27,H24,48376.70952517176,-274.95366107824805,3731.831644227099,51833.58750832062,771.7084334321162,31,10796.495692886901,1.324768699998458
2025-02-28,H24,21323.300072703394,-1526.7490577403269,53.361104951082964,19849.912119914152,9.798219785362278,1,10800.0,1.5040729999982432
2025-03-01,H24,21485.716756781294,-1910.9977275566023,238.90153788318383,19813.620567107875,60.3063778214659,5,10800.0,1.5755384000003687
2025-03-02,H24,56548.94504837742,690.7244929365705,4747.430203493949,61987.099744807936,879.2685167989956,25,10800.0,1.3128381999995327
2025-03-03,H24,57395.94422618054,-220.61798041637775,2601.0918808705233,59776.418126634686,538.0013215423932,26,10400.582241215054,1.393667700000151
2025-03-04,H24,52233.84947676792,-1007.5592605157333,4002.8611358882945,55229.15135214048,898.6329571020466,27,10065.69013753139,1.1323563000005379
2025-03-05,H24,53177.626328630075,-2251.2298392366156,6242.100931978558,57168.49742137202,1303.781937435033,26,10147.132944684912,1.000844900001539
2025-03-06,H24,49990.43757184908,-177.15073109374202,3496.357687766433,53309.64452852176,718.108298676721,21,10646.214577798233,1.0616347000013775
2025-03-07,H24,25277.406879188442,-3849.9514637971265,36.1749510487595,21463.630366440077,6.4650077828182475,1,10800.0,0.8775908000006893
2025-03-08,H24,19038.466291351207,-820.07673215072,7.911130627949622,18226.300689828437,4.742884069514162,1,10800.0,1.150278300001446
2025-03-09,H24,44008.53930880115,2685.8614854308335,6348.438139329575,53042.83893356156,1560.4465326868062,41,10628.320083932496,1.2508852000009938
2025-03-10,H24,49463.143422825684,2360.283337824899,2711.84409229591,54535.270852946494,677.0365266364386,31,10796.151110685836,1.6178280999993149
2025-03-11,H24,43379.23598714454,6980.470218602238,1533.9894412439041,51893.69564699068,382.278552787775,21,10800.0,1.9520587000006344
2025-03-12,H24,46025.61418844348,212.56607675127646,2549.1678999462865,48787.34816514104,700.5023509267469,33,10800.0,8.773623199998838
2025-03-13,H24,51655.13647128943,-587.40542361691,451.5011181091938,51519.23216578171,122.93551453767701,14,10800.0,2.068343700002515
2025-03-14,H24,17115.11830855928,-775.3972880399249,613.8402555037492,16953.5612760231,119.55293881319068,7,10800.0,0.902856900000188
2025-03-15,H24,19623.331496507573,-1831.8296381691705,341.6390061675843,18133.14086450599,108.80714417364206,6,10800.0,1.0843604000001505
2025-03-16,H24,46563.03775720419,-136.41210245441903,4638.971686780151,51065.59734152992,1060.7527778621525,40,10800.0,1.8006095000000641
2025-03-17,H24,45865.41213875194,-1347.8361202391015,2370.5509609791793,46888.126979492015,531.6023747200685,20,10800.0,1.5453593000020192
2025-03-18,H24,48567.12650734726,-2222.194296048134,2306.610582750577,48651.5427940497,502.4282742029286,29,10800.0,2.6187716999993427
2025-03-19,H24,40490.51046019499,4549.976133349652,1549.9801590154843,46590.466752560125,352.4677321724698,20,10800.0,5.78218249999918
2025-03-20,H24,48013.883592266,-388.03082324934473,2781.4365387300977,50407.28930774675,721.5539548580838,32,10800.0,1.1334389000003284
2025-03-21,H24,17062.313528142797,-1429.384010261278,638.2150697908363,16271.144587672356,112.6219086900756,4,10800.0,0.6502899000006437
2025-03-22,H24,15932.721646501679,-138.32893992704203,33.07160815778627,15827.464314732424,16.93654584198032,3,10800.0,1.0274187000013626
2025-03-23,H24,42423.87152633382,3001.9671053633956,3477.5889248883627,48903.42755658558,889.9607003782669,34,10800.0,2.001774199998181
2025-03-24,H24,42997.03445526144,588.2006327860679,1602.0657852194595,45187.30087326696,402.57746844366784,20,10800.0,2.1821660000005068
2025-03-25,H24,47233.9988994687,-788.79762524379,2353.608333067292,48798.809607292205,674.5557326206407,34,10800.0,1.1580653000000893
2025-03-26,H24,42545.16146833173,-510.0468395758897,677.0974421591613,42712.212070915004,199.5061981022568,14,10800.0,0.9797202999998262
2025-03-27,H24,44195.73938016848,-482.0761665152729,1518.126619100422,45231.78983275363,478.98329251964753,23,10800.0,1.2405611000012868
2025-03-28,H24,17185.994453223466,-1075.2953721782974,970.8503417070428,17081.54942275221,173.23423140397165,4,10800.0,2.7949919999991835
2025-03-29,H24,14393.391339327412,-203.13082429502475,360.56174722329354,14550.82226225568,65.66361183208144,4,10800.0,1.7781271999992896
2025-03-30,H24,41773.68794395686,18.823777678470947,1963.8822708627372,43756.393992498066,649.8348037365131,29,10800.0,1.1662951999987854
2025-03-31,H24,35495.225100935946,9420.814311224138,2497.0466263529615,47413.08603851304,671.0535470254122,24,10800.0,3.093077000003177
2025-04-01,H24,44396.282402031284,1343.1613824962149,2562.016925317533,48301.46070984503,712.529466905856,41,10800.0,1.229347600001347
2025-04-02,H24,43287.998334866024,1106.1872646058755,2004.326834943443,46398.512434415345,490.1914310467415,29,10800.0,2.5091791000031662
2025-04-03,H24,44665.29736849277,-1549.237815217864,1843.2424263975236,44959.30197967243,442.9299624964583,26,10768.373916711724,0.9496277000016562
2025-04-04,H24,16153.317305227703,-1341.9915864737704,628.7992657974282,15440.124984551361,110.60538162225686,8,10800.0,0.6734927999987121
2025-04-05,H24,14866.253853439492,-529.7484825154967,302.0634267274029,14638.568797651398,88.57138535982901,4,10800.0,1.0432232000002841
2025-04-06,H24,38691.898082970205,1592.831572189934,5393.035926635785,45677.765581795924,1408.7351406967705,48,10800.0,1.2135644000009052
2025-04-07,H24,36261.68849382798,2359.794012346563,2020.9783224962416,40642.46082867079,534.1328134462423,27,10800.0,1.3546045999992202
2025-04-08,H24,47173.30203461312,-3732.0188145812517,908.4365442417541,44349.71976427363,205.91531436588602,13,10800.0,1.0069897999983368
2025-04-09,H24,42922.575901565535,412.0159214194632,3309.6823200349445,46644.274143019946,718.396496794154,26,10800.0,1.1720537999990484
2025-04-10,H24,40828.53686430858,821.8173191572639,3049.194467452682,44699.54865091853,646.3727200928878,24,10800.0,2.11734289999913
2025-04-11,H24,14266.179099562498,-924.357161032831,2632.733980197426,15974.555918727092,492.68113656607744,15,10800.0,0.6491720000030909
2025-04-12,H24,15672.313601743692,-1245.464231747339,274.6576495209166,14701.50701951727,111.67908353072804,6,10800.0,0.7036232000009477
2025-04-13,H24,36376.399399094924,1487.697503401748,6671.083883094028,44535.180785590695,1629.0082824776696,42,10800.0,0.941435900000215
2025-04-14,H24,41737.40256390578,-2981.6724610945357,5729.429020024638,44485.15912283588,1351.3946188806856,36,10800.0,1.4010223999994196
2025-04-15,H24,36419.92222534115,1238.2841015237407,1685.9420449129507,39344.14837177785,377.6449229338632,22,10800.0,1.158367999998518
2025-04-16,H24,38977.00384847487,2693.396022580196,1453.680571864353,43124.08044291942,389.79943356604554,25,10800.0,4.329534200000126
