date,H24,H48,H24_minus_H48_yuan
2025-04-18,15545.976998254475,15997.368975507545,-451.39197725306985
2025-04-19,13700.731772079424,15523.156993305007,-1822.4252212255833
2025-04-20,40869.72469416794,38854.362299796565,2015.3623943713756
2025-04-21,39680.8975877501,38917.96675413754,762.9308336125614
2025-04-22,42039.83625730843,43876.63773666218,-1836.8014793537513
2025-04-23,41429.58062553383,39957.94474062947,1471.6358849043609
2025-04-24,37128.727494604325,35489.69529242284,1639.0322021814864
2025-04-25,13467.943473393825,14815.243577020314,-1347.3001036264886
2025-04-26,12807.831855171651,13710.79771121217,-902.9658560405187
2025-04-27,46885.9743459824,43713.21979137907,3172.754554603329
2025-04-28,42899.30909096158,43828.943764049356,-929.6346730877776
2025-04-29,37328.280726472985,36455.17541762254,873.1053088504486
2025-04-30,34557.994668622385,36121.130582580605,-1563.13591395822
2025-05-01,46093.478348251985,44123.0363675931,1970.4419806588849
2025-05-02,19549.941669678985,21620.607946865977,-2070.6662771869924
2025-05-03,16124.416635699243,17167.150329525433,-1042.7336938261906
2025-05-04,47838.92605037613,45770.173613642735,2068.752436733397
2025-05-05,47233.02373478684,46007.27414767741,1225.7495871094288
2025-05-06,45556.755688628415,46370.66075597552,-813.9050673471065
2025-05-07,46263.01935002583,46396.88853654184,-133.86918651600718
2025-05-08,46659.48263252434,44738.11849355484,1921.364138969504
2025-05-09,17850.861354110883,17982.0301035297,-131.16874941881906
2025-05-10,16520.33552318945,18746.17480467836,-2225.839281488912
2025-05-11,46114.95944678712,42179.480552287074,3935.4788945000473
2025-05-12,43055.81907067032,43317.41060520438,-261.5915345340618
2025-05-13,44175.93353976919,43575.47040489426,600.4631348749317
2025-05-14,43230.37005786819,43314.25731079208,-83.88725292389427
2025-05-15,44893.91784364479,42946.95196116383,1946.9658824809594
2025-05-16,17180.72083266628,16894.425499353372,286.29533331290804
2025-05-17,15763.106440452259,17350.81585139241,-1587.7094109401514
2025-05-18,42719.421675637124,39717.249006109516,3002.1726695276084
2025-05-19,40144.591757413065,39204.47692351014,940.1148339029241
2025-05-20,45192.61073908235,45265.85078380907,-73.24004472672095
2025-05-21,41991.703778213465,41816.72509149433,174.97868671913602
2025-05-22,40879.05535792256,39548.987890457516,1330.0674674650436
2025-05-23,17075.054055453624,17115.13805915953,-40.08400370590607
2025-05-24,14801.824405241809,16899.050337272554,-2097.2259320307458
2025-05-25,44829.69397288376,41691.89237237664,3137.8016005071186
2025-05-26,43159.76499897637,43120.660509331305,39.10448964506213
2025-05-27,40910.07910963913,41055.40616194485,-145.32705230571446
2025-05-28,43854.64661372398,43004.23506126961,850.4115524543668
2025-05-29,46530.133761552504,44704.18340830863,1825.9503532438757
2025-05-30,17346.115953554814,17678.461576990743,-332.34562343592916
2025-05-31,15169.720963597285,17051.691134249275,-1881.97017065199
2025-06-01,69289.47315920792,66784.43953217642,2505.033627031502
2025-06-02,63746.231140164884,63185.16996596276,561.061174202121
2025-06-03,63622.31594237406,63041.82157315156,580.4943692224988
2025-06-04,65946.17506888977,66169.40513507181,-223.23006618203362
2025-06-05,66423.63739339141,65642.0910850046,781.546308386809
2025-06-06,30046.43081260837,29603.44074399198,442.9900686163892
2025-06-07,27061.408594691206,30215.241296829357,-3153.832702138152
2025-06-08,59785.11121871232,54853.32367353562,4931.787545176703
2025-06-09,64765.47932933814,65267.284763711825,-501.8054343736876
2025-06-10,61329.445576060716,60270.36411792871,1059.0814581320083
2025-06-11,66962.49485757497,65555.30691222059,1407.1879453543806
2025-06-12,63406.98240270182,62431.477222428264,975.5051802735543
2025-06-13,31513.074326958922,31089.958339488057,423.11598747086464
2025-06-14,31063.2340280346,32725.770728530024,-1662.5367004954242
2025-06-15,64276.319366888965,60075.140054351235,4201.17931253773
2025-06-16,70352.0722070197,69780.27479691779,571.7974101019063
2025-06-17,64466.725512065765,63387.235828195444,1079.4896838703207
2025-06-18,64386.980583409946,63566.05764581447,820.9229375954747
2025-06-19,62748.517236757565,62173.80310814882,574.7141286087426
2025-06-20,28217.61175353058,27266.84228416178,950.769469368799
2025-06-21,23449.034441161828,24585.298146162408,-1136.2637050005796
2025-06-22,58629.635237911905,54531.46938674294,4098.1658511689675
2025-06-23,57503.16067569217,56998.47629982136,504.6843758708055
2025-06-24,68523.59036261772,67731.81193120062,791.7784314171004
2025-06-25,61324.98463439307,60638.99625733019,685.9883770628803
2025-06-26,58527.358261212146,57365.21278594109,1162.145475271056
2025-06-27,26658.120357859836,26250.704343336474,407.4160145233618
2025-06-28,23088.496808640677,25330.940372889025,-2242.4435642483477
2025-06-29,63704.74149555629,59700.01073820077,4004.7307573555227
2025-06-30,60795.647750268436,60602.61768097084,193.0300692975943
2025-07-01,79316.58319500096,78810.17573752611,506.407457474852
2025-07-02,76860.33069233989,77333.32159914686,-472.99090680696827
2025-07-03,80892.57464862839,79460.16986463359,1432.4047839948034
2025-07-04,33667.93503966504,33939.41936845892,-271.4843287938784
2025-07-05,29252.974570012495,32170.940768882694,-2917.966198870199
2025-07-06,84175.4956045099,82129.45815552895,2046.0374489809474
2025-07-07,68642.1151916249,69927.01709015048,-1284.9018985255825
2025-07-08,69513.41482060627,68528.30027313168,985.1145474745863
2025-07-09,70098.53118333158,67730.62448115132,2367.906702180262
2025-07-10,70575.84793336276,70245.16429503361,330.683638329152
2025-07-11,38408.230479420235,38823.746222569614,-415.515743149379
2025-07-12,36717.7439390073,38107.49315488876,-1389.749215881464
2025-07-13,66799.94579518388,63161.5863875425,3638.3594076413865
2025-07-14,68110.01983089157,66577.32718901648,1532.6926418750954
2025-07-15,67202.28701938251,66013.38570254206,1188.901316840449
2025-07-16,68862.85822295312,68793.73755748913,69.12066546398273
2025-07-17,68409.5368846187,67139.7805434636,1269.756341155109
2025-07-18,38386.11470174222,36730.80798679548,1655.3067149467388
2025-07-19,34359.3051107432,35444.536992466536,-1085.231881723339
2025-07-20,69184.79138003451,67297.48364512336,1887.3077349111554
2025-07-21,67836.98288197385,66287.50969113792,1549.4731908359245
2025-07-22,74020.3683395426,73776.70188883076,243.6664507118403
2025-07-23,71574.28633914163,69423.37470908948,2150.9116300521564
2025-07-24,72310.20470189661,71654.34890650086,655.8557953957497
2025-07-25,36783.72158056155,35985.557810489685,798.1637700718638
2025-07-26,31825.331335056526,33659.31876717571,-1833.9874321191855
2025-07-27,70240.19335051303,64680.243952567755,5559.9493979452745
2025-07-28,70722.62839212456,68875.64667547117,1846.9817166533903
2025-07-29,69773.26319999278,68582.03890895279,1191.2242910399946
2025-07-30,69876.09990264698,69476.79735244242,399.3025502045639
2025-07-31,68627.52339848777,67995.82343183133,631.699966656437
2025-08-01,31989.36324825416,30909.098105274203,1080.265142979959
2025-08-02,30326.856719722855,32314.481478554164,-1987.624758831309
2025-08-03,64489.54436499258,59913.308872132635,4576.235492859945
