date,issue_hour,objective,elapsed_s,lp_simultaneous_cd,lp_emergency_charge,final_simultaneous_cd,final_emergency_charge,binaries,iterations,status,terminal_soc
2025-02-01,0,43757.21873730562,0.29514830000698566,0,30,0,0,144,1,0,1200.0
2025-02-01,6,14161.700366397901,0.3184811999963131,0,28,0,0,144,1,0,1200.0
2025-02-01,12,35018.94316987602,0.32829010000568815,0,41,0,0,144,1,0,1200.0
2025-02-01,18,43907.74860165602,0.6738206000009086,0,54,0,0,144,1,0,1200.0
2025-02-02,0,71951.91163828176,0.9649904999969294,0,28,0,0,144,1,0,1200.0
2025-02-02,6,15393.451860422849,0.219211899995571,0,46,0,0,144,1,0,1200.0
2025-02-02,12,33867.221485611495,0.20225050000590272,0,42,0,0,144,1,0,1200.0
2025-02-02,18,46667.004086287365,0.33520259999204427,0,55,0,0,144,1,0,1200.0
2025-02-03,0,62098.668989034304,0.4496560999978101,0,32,0,0,144,1,0,1200.0
2025-02-03,6,9955.184881746043,0.27125489999889396,0,24,0,0,144,1,0,1200.0
2025-02-03,12,26864.117648394014,0.13456270001188386,0,43,0,0,144,1,0,1200.0
2025-02-03,18,43864.87708269215,0.16837279999163002,0,55,0,0,144,1,0,1200.0
2025-02-04,0,64328.212144009696,0.8634179000073345,0,31,0,0,144,1,0,1200.0
2025-02-04,6,10623.821184672637,1.4058294999995269,0,25,0,0,144,1,0,1200.0
2025-02-04,12,22833.019108036682,0.15741449999040924,0,44,0,0,144,1,0,1200.0
2025-02-04,18,45448.634247694725,0.25333010000758804,0,55,0,0,144,1,0,1200.0
2025-02-05,0,59690.05836019297,0.6343546999996761,0,31,0,0,144,1,0,1200.0
2025-02-05,6,11464.317439856839,1.0420213000033982,0,42,0,0,144,1,0,1200.0
2025-02-05,12,28650.706456152595,0.154668600007426,0,43,0,0,144,1,0,1200.0
2025-02-05,18,42734.07046475815,0.3403744999959599,0,54,0,0,144,1,0,1200.0
2025-02-06,0,64080.58206084479,0.44161220001115,0,32,0,0,144,1,0,1200.0
2025-02-06,6,7826.95386768293,0.08605399999942165,0,24,0,0,144,1,0,1200.0
2025-02-06,12,17394.090987309428,0.23075950000202283,0,44,0,0,144,1,0,1200.0
2025-02-06,18,16708.30087928569,0.2912773999996716,0,55,0,0,144,1,0,1200.0
2025-02-07,0,32250.695842857065,1.3709844999975758,0,41,0,0,144,1,0,1200.0
2025-02-07,6,7605.779103745483,0.13070099998731166,0,22,0,0,144,1,0,1200.0
2025-02-07,12,10789.646377075143,0.7879553000093438,0,36,0,0,144,1,0,1200.0
2025-02-07,18,16819.120144168777,0.3672481000103289,0,59,0,0,144,1,0,1200.0
