mode,days,total_cost_yuan,plan_cost_yuan,emergency_cost_yuan,emergency_kwh,surplus_kwh,charge_exec_kwh,discharge_exec_kwh,E_start_kwh,E_end_kwh,E_min_kwh,E_max_kwh,mean_terminal_value,solver_time_s,max_residual_kwh,cost_delta_vs_fixed_v0_yuan,emergency_cost_delta_vs_fixed_v0_yuan
dynamic_v,14,733709.3602296863,684745.7080789746,48963.65215071167,10671.287533273355,169473.96863014408,265001.04283729364,217541.33851463126,6000.0,2788.3402039740276,1200.0,10800.0,0.46231631652263133,8.448646300064865,1.546140993013978e-11,-1207.5710279186023,-404.48517092304974
fixed_v_0,14,734916.9312576049,685548.7939359702,49368.13732163472,10755.73034683099,169768.90801575358,264939.5963090461,217491.5668267507,6000.0,2788.3402039740276,1200.0,10800.0,0.0,13.32161929999711,1.4551915228366852e-10,0.0,0.0
fixed_v_0.3,14,735109.5014256404,685734.3888027413,49375.112622899134,10762.176604791592,170025.27544097204,264939.5963090461,217491.56682675073,6000.0,2788.3402039740276,1200.0,10800.0,0.3,12.0544535999652,3.2105162972584367e-10,192.57016803557053,6.975301264414156
fixed_v_0.5,14,742408.8583440663,694059.1926694401,48349.6656746262,10510.455166316044,182177.3463633401,273976.5226322027,217600.9833320842,6000.0,10800.0,1200.0,10800.0,0.5,5.768975399987539,3.637978807091713e-12,7491.927086461452,-1018.4716470085186
fixed_v_0.8,14,743835.9214846767,695461.8019497788,48374.1195348978,10523.627189085553,185249.1657077097,273976.5226322027,217600.9833320842,6000.0,10800.0,1200.0,10800.0,0.8,4.752794000058202,2.3874235921539366e-12,8918.990227071801,-994.0177867369202
fixed_v_1,14,743847.0892328573,695486.7574868255,48360.33174603191,10520.35062329043,185275.54163365252,273976.5226322027,217600.9833320842,6000.0,10800.0,1200.0,10800.0,1.0,4.473386600060621,3.637978807091713e-12,8930.157975252485,-1007.8055756028116
