date,issue_hour,objective,elapsed_s,lp_simultaneous_cd,lp_emergency_charge,final_simultaneous_cd,final_emergency_charge,binaries,iterations,status,terminal_soc
2025-02-01,0,43757.21873730562,0.28734380000969395,0,30,0,0,144,1,0,1200.0
2025-02-01,6,13842.224602664946,0.4244097999908263,0,34,0,0,144,1,0,1200.0
2025-02-01,12,35877.36009680436,0.4270857999945292,0,46,0,0,144,1,0,1200.0
2025-02-01,18,43907.74860165602,0.5412922999967122,0,54,0,0,144,1,0,1200.0
2025-02-02,0,71951.91163828176,0.8848308000015095,0,28,0,0,144,1,0,1200.0
2025-02-02,6,15255.53494065918,0.30673970001225825,0,50,0,0,144,1,0,1200.0
2025-02-02,12,34119.46533969461,0.3196909999969648,0,44,0,0,144,1,0,1200.0
2025-02-02,18,46667.004086287365,0.30290059999970254,0,55,0,0,144,1,0,1200.0
2025-02-03,0,62098.668989034304,0.4102758999943035,0,32,0,0,144,1,0,1200.0
2025-02-03,6,9571.677368495439,0.34941289998823777,0,32,0,0,144,1,0,1200.0
2025-02-03,12,27392.471635428727,0.3743378999934066,0,55,0,0,144,1,0,1200.0
2025-02-03,18,43864.87708269215,0.160894400003599,0,55,0,0,144,1,0,1200.0
2025-02-04,0,64328.212144009696,0.620779599994421,0,31,0,0,144,1,0,1200.0
2025-02-04,6,9891.511041831543,0.9335532000113744,0,33,0,0,144,1,0,1200.0
2025-02-04,12,23500.771412623402,0.16077070000756066,0,45,0,0,144,1,0,1200.0
2025-02-04,18,45455.863362862925,0.293119599999045,0,55,0,0,144,1,0,1200.0
2025-02-05,0,59692.97728363325,0.5697594999946887,0,31,0,0,144,1,0,1200.0
2025-02-05,6,11292.045171780144,1.302829499996733,0,47,0,0,144,1,0,1200.0
2025-02-05,12,28995.23685285508,1.2147002999990946,0,47,0,0,144,1,0,1200.0
2025-02-05,18,42736.25252299458,0.4366009999939706,0,54,0,0,144,1,0,1200.0
2025-02-06,0,64081.14321513545,0.344726700001047,0,32,0,0,144,1,0,1200.0
2025-02-06,6,6875.157067248397,0.13598540000384673,0,30,0,0,144,1,0,1200.0
2025-02-06,12,18099.512747194014,0.3051889000053052,0,46,0,0,144,1,0,1200.0
2025-02-06,18,16703.48975694214,0.36151599998993333,0,57,0,0,144,1,0,1200.0
2025-02-07,0,32250.695842857065,0.7246961000055308,0,41,0,0,144,1,0,1200.0
2025-02-07,6,7287.743332879431,0.13765979999152478,0,28,0,0,144,1,0,1200.0
2025-02-07,12,11505.790733426467,1.5752773999993224,0,37,0,0,144,1,0,1200.0
2025-02-07,18,16819.120144168777,0.3744762999995146,0,59,0,0,144,1,0,1200.0
