date,part,variant,initial_soc_kwh,final_soc_kwh,baseline_plan_cost_yuan,upward_adjustment_cost_yuan,downward_cancellation_refund_yuan,settled_normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,original_plan_kwh,final_commitment_kwh,up_kwh,down_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,scenario_count_min
2025-03-20,q42,P1_bias2h,7126.6116922876,7798.361604791204,42122.135789181215,0.0,0.0,42122.135789181215,1584.3561763126133,43706.49196549383,66951.43383678928,66951.43383678928,0.0,0.0,274.6672399150212,199.6203920282686,22173.389193453284,17355.870325443917,30
2025-06-21,q42,P1_bias2h,9421.103235786304,8226.198655410002,17028.946693421844,0.0,0.0,17028.946693421844,335.941272424282,17364.887965846126,32918.50002656174,32918.50002656174,0.0,0.0,113.41045151592344,11311.99919170837,18213.60530898931,15828.434422620014,30
2025-09-23,q42,P1_bias2h,4527.353832537193,3875.651054874849,45133.23399152112,0.0,0.0,45133.23399152112,0.0,45133.23399152112,66581.33693045104,66581.33693045104,0.0,0.0,0.0,1289.7248750289689,19797.5209051834,16622.524433094666,30
2025-12-21,q42,P1_bias2h,10183.94621439725,8568.31422057093,72198.1334062166,0.0,0.0,72198.1334062166,0.0,72198.1334062166,94152.85376777005,94152.85376777005,0.0,0.0,0.0,2428.7872950123196,21791.333687025046,19105.049080933975,30
