date,policy,t,issue_slot,price_yuan_per_kwh,load_kw,pv_kw,committed_grid_kwh,baseline_grid_kwh,adjustment_grid_kwh,charge_exec_kwh,discharge_exec_kwh,emergency_kwh,surplus_kwh,E_start_kwh,E_end_kwh,emergency_cost_yuan
2025-06-08,H24,123,108,1.3952,4980.5252,0.0,140.08679882607873,80.20650325411657,59.880295571962165,0.0,690.0007345072546,0.0,0.0,3240.2225057980936,2473.5550230122553,0.0
2025-06-08,H24,124,108,1.2226,5238.4128,0.0014,950.4712901792296,910.7182190239812,39.75307115524845,0.0,-0.0,0.0,77.40272351256294,2473.5550230122553,2473.5550230122553,0.0
2025-06-08,H24,125,108,0.9332,5559.85,0.0,982.4411802410547,898.80086237535,83.64031786570467,0.0,0.0,0.0,55.799513574388016,2473.5550230122553,2473.5550230122553,0.0
2025-06-08,H24,126,108,0.9068,5557.6084,0.0,966.3725767775046,914.7915271846792,51.581049592825366,0.0,0.0,0.0,40.104510110837964,2473.5550230122553,2473.5550230122553,0.0
2025-06-08,H24,127,108,0.9371,5272.553,0.0,952.2140356003131,911.8992759798302,40.314759620482846,11.451620280710586,0.0,0.0,62.00358198626918,2473.5550230122553,2483.861481264895,0.0
2025-06-08,H24,128,108,0.9371,5150.3,0.0,969.5843206951549,924.3010600862913,45.28326060886366,0.0,0.0,0.0,111.2009873618216,2483.861481264895,2483.861481264895,0.0
2025-06-08,H24,129,108,0.9871,5516.1771,0.0,975.6356322515435,910.0667997818351,65.56883246970835,0.0,0.0,0.0,56.272782251543504,2483.861481264895,2483.861481264895,0.0
2025-06-08,H24,130,108,0.7764,5113.3803,0.0,895.7129251342337,834.4859135498493,61.2270115843844,0.0,-0.0,0.0,43.482875134233836,2483.861481264895,2483.861481264895,0.0
2025-06-08,H24,131,108,0.4209,4103.78,0.0,1578.140786318518,1613.7970684990555,-35.65628218053757,833.3333333333333,0.0,0.0,60.84411965185143,2483.861481264895,3233.861481264895,0.0
2025-06-08,H24,132,108,0.3859,3974.5656,0.0,1585.9673232414243,1585.9673232414243,0.0,773.6822798528581,0.0,0.0,149.85744338856625,3233.861481264895,3930.175533132467,0.0
2025-06-08,H24,133,108,0.4368,4259.3861,0.0,734.0350545820762,734.0350545820762,0.0,0.0,0.0,0.0,24.137371248742966,3930.175533132467,3930.175533132467,0.0
2025-06-08,H24,134,108,0.4198,4324.6,0.0,1526.228252513509,1562.4532566177747,-36.225004104265736,749.4296183744824,0.0,0.0,56.03196747235995,3930.175533132467,4604.6621896695015,0.0
2025-06-08,H24,135,108,0.4186,4051.1478,0.0,1544.4082741563725,1555.6516113808711,-11.243337224498646,820.5556859791238,0.0,0.0,48.66128817724871,4604.6621896695015,5343.162307050713,0.0
2025-06-08,H24,136,108,0.4241,3986.3046,0.0,1516.4514842391511,1516.4514842391511,0.0,799.957740528565,0.0,0.0,52.10964371058617,5343.162307050713,6063.124273526421,0.0
2025-06-08,H24,137,108,0.4237,4209.36,0.0,1494.4206769254602,1508.8213456114268,-14.400668685966593,781.1831126935834,0.0,0.0,11.677564231876772,6063.124273526421,6766.1890749506465,0.0
2025-06-08,H24,138,108,0.4248,4282.7841,0.0,1530.792025704041,1539.7359496586344,-8.943923954593402,782.1339865731427,0.0,0.0,34.86068913089832,6766.1890749506465,7470.1096628664745,0.0
2025-06-08,H24,139,108,0.424,4224.9284,0.0,1571.5226720943479,1585.01102634077,-13.488354246422205,783.5738024324858,0.0,0.0,83.7941363285288,7470.1096628664745,8175.326085055712,0.0
2025-06-08,H24,140,108,0.422,4172.2,0.0,1578.1619866318727,1578.1619866318727,0.0,786.639373204541,0.0,0.0,96.15594676066507,8175.326085055712,8883.301520939798,0.0
2025-06-08,H24,141,108,0.424,4206.4223,0.0,1542.5821169484825,1542.5821169484825,0.0,783.6405150918918,0.0,0.0,57.871218523257426,8883.301520939798,9588.5779845225,0.0
